,animal,session,cluster ID,learning phase,category
428,BS_42,BS_42_4_AC.pickle,36,post early,NCR
429,BS_42,BS_42_4_AC.pickle,38,post early,NCR
430,BS_42,BS_42_4_AC.pickle,40,post early,CR (enhanced)
431,BS_42,BS_42_4_AC.pickle,41,post early,CR (enhanced)
432,BS_42,BS_42_4_AC.pickle,42,post early,CR (enhanced)
433,BS_42,BS_42_4_AC.pickle,45,post early,CR (enhanced)
434,BS_42,BS_42_4_AC.pickle,46,post early,NCR
435,BS_42,BS_42_4_AC.pickle,47,post early,NCR
436,BS_42,BS_42_4_AC.pickle,48,post early,CR (enhanced)
437,BS_42,BS_42_4_AC.pickle,50,post early,CR (enhanced)
438,BS_42,BS_42_4_AC.pickle,51,post early,CR (enhanced)
439,BS_42,BS_42_4_AC.pickle,52,post early,NCR
440,BS_42,BS_42_4_AC.pickle,57,post early,NCR
441,BS_42,BS_42_4_AC.pickle,58,post early,CR (enhanced)
442,BS_42,BS_42_4_AC.pickle,61,post early,CR (enhanced)
443,BS_42,BS_42_4_AC.pickle,62,post early,NCR
444,BS_42,BS_42_4_AC.pickle,63,post early,NCR
445,BS_42,BS_42_4_AC.pickle,65,post early,NCR
446,BS_42,BS_42_4_AC.pickle,66,post early,CR (enhanced)
447,BS_42,BS_42_4_AC.pickle,68,post early,CR (enhanced)
448,BS_42,BS_42_4_AC.pickle,69,post early,CR (enhanced)
449,BS_42,BS_42_5_AC.pickle,0,post early,NCR
450,BS_42,BS_42_5_AC.pickle,1,post early,CR (enhanced)
451,BS_42,BS_42_5_AC.pickle,3,post early,NCR
452,BS_42,BS_42_5_AC.pickle,5,post early,NCR
453,BS_42,BS_42_5_AC.pickle,11,post early,NCR
454,BS_42,BS_42_5_AC.pickle,13,post early,NCR
455,BS_42,BS_42_5_AC.pickle,20,post early,NCR
456,BS_42,BS_42_5_AC.pickle,23,post early,NCR
457,BS_42,BS_42_5_AC.pickle,24,post early,NCR
458,BS_42,BS_42_5_AC.pickle,33,post early,CR (enhanced)
459,BS_42,BS_42_5_AC.pickle,38,post early,CR (suppressed)
460,BS_42,BS_42_5_AC.pickle,39,post early,NCR
461,BS_42,BS_42_5_AC.pickle,41,post early,NCR
462,BS_42,BS_42_6_AC.pickle,0,post late,NCR
463,BS_42,BS_42_6_AC.pickle,7,post late,CR (enhanced)
464,BS_42,BS_42_6_AC.pickle,8,post late,CR (enhanced)
465,BS_42,BS_42_6_AC.pickle,9,post late,NCR
466,BS_42,BS_42_6_AC.pickle,18,post late,CR (enhanced)
467,BS_42,BS_42_6_AC.pickle,21,post late,CR (enhanced)
468,BS_42,BS_42_6_AC.pickle,22,post late,CR (enhanced)
469,BS_42,BS_42_6_AC.pickle,26,post late,CR (enhanced)
470,BS_42,BS_42_6_AC.pickle,36,post late,NCR
471,BS_42,BS_42_6_AC.pickle,47,post late,CR (enhanced)
472,BS_42,BS_42_6_AC.pickle,48,post late,CR (enhanced)
473,BS_42,BS_42_6_AC.pickle,49,post late,CR (enhanced)
474,BS_42,BS_42_6_AC.pickle,51,post late,CR (enhanced)
475,BS_42,BS_42_6_AC.pickle,52,post late,NCR
476,BS_42,BS_42_6_AC.pickle,62,post late,NCR
477,BS_42,BS_42_6_AC.pickle,65,post late,NCR
478,BS_42,BS_42_6_AC.pickle,66,post late,CR (enhanced)
479,BS_42,BS_42_6_AC.pickle,67,post late,NCR
480,BS_42,BS_42_6_AC.pickle,68,post late,NCR
481,BS_42,BS_42_6_AC.pickle,70,post late,NCR
482,BS_42,BS_42_6_AC.pickle,72,post late,NCR
483,BS_42,BS_42_6_AC.pickle,73,post late,NCR
484,BS_42,BS_42_6_AC.pickle,76,post late,NCR
485,BS_42,BS_42_6_AC.pickle,79,post late,NCR
486,BS_42,BS_42_6_AC.pickle,80,post late,NCR
487,BS_42,BS_42_6_AC.pickle,86,post late,CR (enhanced)
488,BS_42,BS_42_7_AC.pickle,0,post late,NCR
489,BS_42,BS_42_7_AC.pickle,1,post late,NCR
490,BS_42,BS_42_7_AC.pickle,23,post late,CR (enhanced)
491,BS_42,BS_42_7_AC.pickle,24,post late,NCR
492,BS_42,BS_42_7_AC.pickle,25,post late,NCR
493,BS_42,BS_42_7_AC.pickle,26,post late,NCR
494,BS_42,BS_42_7_AC.pickle,33,post late,CR (enhanced)
495,BS_42,BS_42_7_AC.pickle,35,post late,NCR
496,BS_42,BS_42_7_AC.pickle,42,post late,CR (enhanced)
497,BS_42,BS_42_7_AC.pickle,45,post late,NCR
498,BS_42,BS_42_7_AC.pickle,46,post late,NCR
499,BS_42,BS_42_7_AC.pickle,47,post late,CR (enhanced)
500,BS_42,BS_42_7_AC.pickle,49,post late,NCR
501,BS_42,BS_42_7_AC.pickle,50,post late,NCR
502,BS_42,BS_42_7_AC.pickle,52,post late,NCR
503,BS_42,BS_42_7_AC.pickle,53,post late,NCR
504,BS_42,BS_42_7_AC.pickle,58,post late,NCR
505,BS_42,BS_42_7_AC.pickle,64,post late,NCR
506,BS_42,BS_42_7_AC.pickle,65,post late,NCR
507,BS_42,BS_42_7_AC.pickle,66,post late,NCR
508,BS_42,BS_42_7_AC.pickle,69,post late,NCR
509,BS_42,BS_42_7_AC.pickle,71,post late,NCR
510,BS_42,BS_42_7_AC.pickle,72,post late,NCR
511,BS_42,BS_42_7_AC.pickle,73,post late,NCR
512,BS_42,BS_42_7_AC.pickle,84,post late,NCR
513,BS_42,BS_42_7_AC.pickle,89,post late,NCR
514,BS_42,BS_42_7_AC.pickle,93,post late,CR (enhanced)
515,BS_42,BS_42_7_AC.pickle,100,post late,CR (enhanced)
516,BS_42,BS_42_7_AC.pickle,117,post late,NCR
517,BS_42,BS_42_7_AC.pickle,119,post late,NCR
518,BS_42,BS_42_7_AC.pickle,124,post late,CR (enhanced)
519,BS_42,BS_42_8_AC.pickle,13,post expert,CR (enhanced)
520,BS_42,BS_42_8_AC.pickle,14,post expert,CR (enhanced)
521,BS_42,BS_42_9_AC.pickle,9,post expert,NCR
522,BS_42,BS_42_9_AC.pickle,32,post expert,NCR
523,BS_49,BS_49_10_AC.pickle,12,pre late,NCR
524,BS_49,BS_49_12_AC.pickle,6,pre expert,NCR
525,BS_49,BS_49_12_AC.pickle,10,pre expert,CR (enhanced)
526,BS_49,BS_49_12_AC.pickle,13,pre expert,CR (enhanced)
527,BS_49,BS_49_12_AC.pickle,22,pre expert,NCR
528,BS_49,BS_49_12_AC.pickle,39,pre expert,CR (suppressed)
529,BS_49,BS_49_12_AC.pickle,49,pre expert,NCR
530,BS_49,BS_49_14_AC.pickle,12,post late,NCR
531,BS_49,BS_49_14_AC.pickle,16,post late,NCR
532,BS_49,BS_49_16_AC.pickle,7,post expert,CR (suppressed)
533,BS_49,BS_49_16_AC.pickle,10,post expert,CR (enhanced)
534,BS_49,BS_49_16_AC.pickle,17,post expert,CR (suppressed)
535,BS_49,BS_49_1_AC.pickle,0,pre early,NCR
536,BS_49,BS_49_1_AC.pickle,4,pre early,NCR
537,BS_49,BS_49_1_AC.pickle,6,pre early,CR (enhanced)
538,BS_49,BS_49_1_AC.pickle,8,pre early,NCR
539,BS_49,BS_49_1_AC.pickle,10,pre early,CR (enhanced)
540,BS_49,BS_49_1_AC.pickle,11,pre early,NCR
541,BS_49,BS_49_1_AC.pickle,15,pre early,NCR
542,BS_49,BS_49_1_AC.pickle,23,pre early,CR (enhanced)
543,BS_49,BS_49_1_AC.pickle,24,pre early,CR (enhanced)
544,BS_49,BS_49_1_AC.pickle,29,pre early,NCR
545,BS_49,BS_49_1_AC.pickle,33,pre early,NCR
546,BS_49,BS_49_1_AC.pickle,34,pre early,NCR
547,BS_49,BS_49_1_AC.pickle,37,pre early,NCR
548,BS_49,BS_49_1_AC.pickle,46,pre early,CR (enhanced)
549,BS_49,BS_49_1_AC.pickle,48,pre early,NCR
550,BS_49,BS_49_1_AC.pickle,49,pre early,NCR
551,BS_49,BS_49_1_AC.pickle,58,pre early,NCR
552,BS_49,BS_49_1_AC.pickle,66,pre early,NCR
553,BS_49,BS_49_1_AC.pickle,69,pre early,NCR
554,BS_49,BS_49_1_AC.pickle,71,pre early,NCR
555,BS_49,BS_49_1_AC.pickle,73,pre early,NCR
556,BS_49,BS_49_1_AC.pickle,74,pre early,CR (suppressed)
557,BS_49,BS_49_1_AC.pickle,80,pre early,NCR
558,BS_49,BS_49_1_AC.pickle,81,pre early,NCR
559,BS_49,BS_49_1_AC.pickle,82,pre early,CR (enhanced)
560,BS_49,BS_49_1_AC.pickle,83,pre early,NCR
561,BS_49,BS_49_1_AC.pickle,94,pre early,NCR
562,BS_49,BS_49_1_AC.pickle,96,pre early,CR (enhanced)
563,BS_49,BS_49_1_AC.pickle,97,pre early,NCR
564,BS_49,BS_49_1_AC.pickle,105,pre early,NCR
565,BS_49,BS_49_1_AC.pickle,108,pre early,NCR
566,BS_49,BS_49_1_AC.pickle,111,pre early,NCR
567,BS_49,BS_49_1_AC.pickle,112,pre early,NCR
568,BS_49,BS_49_1_AC.pickle,113,pre early,NCR
569,BS_49,BS_49_1_AC.pickle,118,pre early,NCR
570,BS_49,BS_49_1_AC.pickle,124,pre early,CR (enhanced)
571,BS_49,BS_49_1_AC.pickle,129,pre early,CR (enhanced)
572,BS_49,BS_49_1_AC.pickle,132,pre early,NCR
573,BS_49,BS_49_1_AC.pickle,133,pre early,NCR
574,BS_49,BS_49_1_AC.pickle,135,pre early,CR (enhanced)
575,BS_49,BS_49_1_AC.pickle,143,pre early,CR (enhanced)
576,BS_49,BS_49_1_AC.pickle,146,pre early,NCR
577,BS_49,BS_49_1_AC.pickle,150,pre early,NCR
578,BS_49,BS_49_1_AC.pickle,152,pre early,NCR
579,BS_49,BS_49_1_AC.pickle,155,pre early,NCR
580,BS_49,BS_49_1_AC.pickle,157,pre early,NCR
581,BS_49,BS_49_1_AC.pickle,161,pre early,NCR
582,BS_49,BS_49_1_AC.pickle,162,pre early,NCR
583,BS_49,BS_49_1_AC.pickle,169,pre early,NCR
584,BS_49,BS_49_1_AC.pickle,176,pre early,NCR
585,BS_49,BS_49_1_AC.pickle,178,pre early,CR (enhanced)
586,BS_49,BS_49_1_AC.pickle,188,pre early,NCR
587,BS_49,BS_49_2_AC.pickle,4,pre early,NCR
588,BS_49,BS_49_2_AC.pickle,6,pre early,CR (enhanced)
589,BS_49,BS_49_2_AC.pickle,11,pre early,CR (enhanced)
590,BS_49,BS_49_2_AC.pickle,12,pre early,CR (enhanced)
591,BS_49,BS_49_2_AC.pickle,16,pre early,NCR
592,BS_49,BS_49_2_AC.pickle,17,pre early,CR (enhanced)
593,BS_49,BS_49_2_AC.pickle,20,pre early,NCR
594,BS_49,BS_49_2_AC.pickle,26,pre early,CR (enhanced)
595,BS_49,BS_49_2_AC.pickle,30,pre early,CR (enhanced)
596,BS_49,BS_49_2_AC.pickle,31,pre early,CR (enhanced)
597,BS_49,BS_49_2_AC.pickle,39,pre early,CR (suppressed)
598,BS_49,BS_49_2_AC.pickle,42,pre early,CR (enhanced)
599,BS_49,BS_49_2_AC.pickle,47,pre early,CR (enhanced)
600,BS_49,BS_49_2_AC.pickle,58,pre early,NCR
601,BS_49,BS_49_2_AC.pickle,60,pre early,NCR
602,BS_49,BS_49_2_AC.pickle,64,pre early,NCR
603,BS_49,BS_49_2_AC.pickle,66,pre early,NCR
604,BS_49,BS_49_2_AC.pickle,69,pre early,NCR
605,BS_49,BS_49_2_AC.pickle,78,pre early,CR (enhanced)
606,BS_49,BS_49_2_AC.pickle,86,pre early,NCR
607,BS_49,BS_49_2_AC.pickle,90,pre early,CR (enhanced)
608,BS_49,BS_49_2_AC.pickle,102,pre early,NCR
609,BS_49,BS_49_2_AC.pickle,105,pre early,CR (enhanced)
610,BS_49,BS_49_2_AC.pickle,110,pre early,CR (enhanced)
611,BS_49,BS_49_2_AC.pickle,111,pre early,CR (enhanced)
612,BS_49,BS_49_2_AC.pickle,113,pre early,CR (suppressed)
613,BS_49,BS_49_2_AC.pickle,115,pre early,NCR
614,BS_49,BS_49_2_AC.pickle,116,pre early,CR (enhanced)
615,BS_49,BS_49_2_AC.pickle,122,pre early,CR (suppressed)
616,BS_49,BS_49_2_AC.pickle,127,pre early,CR (enhanced)
617,BS_49,BS_49_2_AC.pickle,128,pre early,CR (enhanced)
618,BS_49,BS_49_4_AC.pickle,0,pre early,NCR
619,BS_49,BS_49_4_AC.pickle,7,pre early,NCR
620,BS_49,BS_49_4_AC.pickle,9,pre early,CR (enhanced)
621,BS_49,BS_49_4_AC.pickle,11,pre early,CR (enhanced)
622,BS_49,BS_49_4_AC.pickle,14,pre early,CR (enhanced)
623,BS_49,BS_49_4_AC.pickle,16,pre early,CR (enhanced)
624,BS_49,BS_49_4_AC.pickle,18,pre early,CR (enhanced)
625,BS_49,BS_49_4_AC.pickle,19,pre early,NCR
626,BS_49,BS_49_4_AC.pickle,20,pre early,CR (enhanced)
627,BS_49,BS_49_4_AC.pickle,25,pre early,CR (enhanced)
628,BS_49,BS_49_4_AC.pickle,27,pre early,CR (suppressed)
629,BS_49,BS_49_4_AC.pickle,28,pre early,NCR
630,BS_49,BS_49_4_AC.pickle,29,pre early,CR (enhanced)
631,BS_49,BS_49_4_AC.pickle,35,pre early,CR (enhanced)
632,BS_49,BS_49_4_AC.pickle,36,pre early,CR (enhanced)
633,BS_49,BS_49_4_AC.pickle,39,pre early,CR (enhanced)
634,BS_49,BS_49_4_AC.pickle,45,pre early,CR (enhanced)
635,BS_49,BS_49_4_AC.pickle,46,pre early,CR (enhanced)
636,BS_49,BS_49_4_AC.pickle,53,pre early,CR (enhanced)
637,BS_49,BS_49_4_AC.pickle,54,pre early,NCR
638,BS_49,BS_49_4_AC.pickle,55,pre early,NCR
639,BS_49,BS_49_4_AC.pickle,56,pre early,CR (enhanced)
640,BS_49,BS_49_4_AC.pickle,58,pre early,NCR
641,BS_49,BS_49_4_AC.pickle,66,pre early,CR (enhanced)
642,BS_49,BS_49_4_AC.pickle,68,pre early,CR (enhanced)
643,BS_49,BS_49_4_AC.pickle,71,pre early,NCR
644,BS_49,BS_49_4_AC.pickle,73,pre early,CR (enhanced)
645,BS_49,BS_49_5_AC.pickle,9,pre early,CR (enhanced)
646,BS_49,BS_49_5_AC.pickle,13,pre early,NCR
647,BS_49,BS_49_5_AC.pickle,14,pre early,CR (enhanced)
648,BS_49,BS_49_5_AC.pickle,18,pre early,CR (enhanced)
649,BS_49,BS_49_5_AC.pickle,24,pre early,NCR
650,BS_49,BS_49_6_AC.pickle,0,pre late,CR (enhanced)
651,BS_49,BS_49_6_AC.pickle,4,pre late,CR (enhanced)
652,BS_49,BS_49_7_AC.pickle,2,pre late,CR (suppressed)
653,BS_49,BS_49_7_AC.pickle,4,pre late,CR (enhanced)
654,BS_49,BS_49_9_AC.pickle,6,pre late,CR (enhanced)
655,BS_49,BS_49_9_AC.pickle,11,pre late,CR (enhanced)
656,BS_49,BS_49_9_AC.pickle,15,pre late,CR (enhanced)
657,BS_49,BS_49_9_AC.pickle,18,pre late,CR (enhanced)
658,BS_49,BS_49_9_AC.pickle,25,pre late,NCR
659,BS_49,BS_49_9_AC.pickle,26,pre late,CR (enhanced)
660,BS_49,BS_49_9_AC.pickle,27,pre late,CR (enhanced)
661,BS_49,BS_49_9_AC.pickle,28,pre late,CR (enhanced)
662,BS_49,BS_49_9_AC.pickle,31,pre late,NCR
663,BS_49,BS_49_9_AC.pickle,32,pre late,NCR
664,BS_49,BS_49_9_AC.pickle,33,pre late,CR (enhanced)
665,BS_49,BS_49_9_AC.pickle,45,pre late,CR (suppressed)
666,BS_49,BS_49_9_AC.pickle,49,pre late,NCR
667,BS_49,BS_49_9_AC.pickle,61,pre late,CR (enhanced)
668,BS_49,BS_49_9_AC.pickle,62,pre late,NCR
669,BS_50,BS_50_2_AC.pickle,2,pre early,CR (enhanced)
670,BS_50,BS_50_2_AC.pickle,6,pre early,CR (enhanced)
671,BS_50,BS_50_2_AC.pickle,10,pre early,NCR
672,BS_50,BS_50_2_AC.pickle,14,pre early,CR (enhanced)
673,BS_50,BS_50_2_AC.pickle,18,pre early,NCR
674,BS_50,BS_50_2_AC.pickle,19,pre early,NCR
675,BS_50,BS_50_2_AC.pickle,23,pre early,CR (enhanced)
676,BS_50,BS_50_2_AC.pickle,32,pre early,NCR
677,BS_50,BS_50_2_AC.pickle,35,pre early,CR (enhanced)
678,BS_50,BS_50_2_AC.pickle,42,pre early,CR (suppressed)
679,BS_50,BS_50_2_AC.pickle,43,pre early,CR (enhanced)
680,BS_50,BS_50_2_AC.pickle,47,pre early,CR (enhanced)
681,BS_50,BS_50_2_AC.pickle,65,pre early,NCR
682,BS_50,BS_50_2_AC.pickle,68,pre early,NCR
683,BS_50,BS_50_2_AC.pickle,74,pre early,CR (enhanced)
684,BS_50,BS_50_2_AC.pickle,79,pre early,NCR
685,BS_50,BS_50_2_AC.pickle,81,pre early,NCR
686,BS_50,BS_50_2_AC.pickle,83,pre early,NCR
687,BS_50,BS_50_2_AC.pickle,88,pre early,NCR
688,BS_50,BS_50_2_AC.pickle,91,pre early,NCR
689,BS_50,BS_50_2_AC.pickle,95,pre early,CR (suppressed)
690,BS_50,BS_50_3_AC.pickle,0,pre early,CR (enhanced)
691,BS_50,BS_50_3_AC.pickle,3,pre early,CR (enhanced)
692,BS_50,BS_50_3_AC.pickle,6,pre early,CR (enhanced)
693,BS_50,BS_50_3_AC.pickle,11,pre early,CR (suppressed)
694,BS_50,BS_50_3_AC.pickle,16,pre early,CR (enhanced)
695,BS_50,BS_50_3_AC.pickle,21,pre early,CR (enhanced)
696,BS_50,BS_50_3_AC.pickle,28,pre early,NCR
697,BS_50,BS_50_3_AC.pickle,32,pre early,CR (enhanced)
698,BS_50,BS_50_3_AC.pickle,34,pre early,CR (enhanced)
699,BS_50,BS_50_3_AC.pickle,41,pre early,CR (enhanced)
700,BS_50,BS_50_3_AC.pickle,45,pre early,CR (enhanced)
701,BS_50,BS_50_3_AC.pickle,50,pre early,NCR
702,BS_50,BS_50_7_AC.pickle,3,pre late,NCR
703,BS_50,BS_50_7_AC.pickle,5,pre late,NCR
704,BS_50,BS_50_7_AC.pickle,10,pre late,NCR
705,BS_50,BS_50_7_AC.pickle,12,pre late,NCR
706,BS_50,BS_50_7_AC.pickle,20,pre late,NCR
707,BS_50,BS_50_7_AC.pickle,23,pre late,NCR
708,BS_51,BS_51_2_AC.pickle,0,post expert,NCR
709,BS_51,BS_51_2_AC.pickle,3,post expert,NCR
710,BS_51,BS_51_2_AC.pickle,7,post expert,NCR
711,BS_51,BS_51_2_AC.pickle,12,post expert,NCR
712,BS_56,BS_56_1_AC.pickle,0,post expert,NCR
713,BS_56,BS_56_1_AC.pickle,3,post expert,CR (enhanced)
714,BS_56,BS_56_1_AC.pickle,10,post expert,NCR
715,BS_56,BS_56_1_AC.pickle,11,post expert,NCR
716,BS_56,BS_56_1_AC.pickle,14,post expert,NCR
717,BS_56,BS_56_1_AC.pickle,15,post expert,NCR
718,BS_56,BS_56_1_AC.pickle,16,post expert,CR (enhanced)
719,BS_56,BS_56_1_AC.pickle,17,post expert,NCR
720,BS_56,BS_56_1_AC.pickle,26,post expert,NCR
721,BS_56,BS_56_2_AC.pickle,9,post expert,CR (enhanced)
722,BS_56,BS_56_3_AC.pickle,2,post expert,NCR
723,BS_56,BS_56_3_AC.pickle,7,post expert,NCR
724,BS_56,BS_56_3_AC.pickle,10,post expert,NCR
725,BS_56,BS_56_3_AC.pickle,13,post expert,NCR
726,BS_56,BS_56_3_AC.pickle,20,post expert,NCR
727,BS_56,BS_56_3_AC.pickle,30,post expert,NCR
728,BS_56,BS_56_3_AC.pickle,31,post expert,NCR
729,BS_56,BS_56_3_AC.pickle,35,post expert,CR (suppressed)
730,BS_56,BS_56_4_AC.pickle,5,post expert,NCR
731,BS_56,BS_56_4_AC.pickle,6,post expert,NCR
732,BS_67,BS_67_1_AC.pickle,10,post late,NCR
733,BS_67,BS_67_1_AC.pickle,14,post late,CR (enhanced)
734,BS_67,BS_67_1_AC.pickle,16,post late,CR (enhanced)
735,BS_67,BS_67_1_AC.pickle,19,post late,CR (enhanced)
736,BS_67,BS_67_1_AC.pickle,31,post late,CR (enhanced)
737,BS_67,BS_67_1_AC.pickle,55,post late,CR (enhanced)
738,BS_67,BS_67_1_AC.pickle,59,post late,CR (enhanced)
739,BS_67,BS_67_2_AC.pickle,1,post expert,NCR
740,BS_67,BS_67_2_AC.pickle,5,post expert,CR (enhanced)
741,BS_67,BS_67_2_AC.pickle,8,post expert,NCR
742,BS_67,BS_67_2_AC.pickle,43,post expert,NCR
743,BS_67,BS_67_2_AC.pickle,47,post expert,CR (enhanced)
744,BS_67,BS_67_2_AC.pickle,49,post expert,CR (enhanced)
745,BS_67,BS_67_3_AC.pickle,26,post expert,NCR
746,BS_70,BS_70_10_AC.pickle,11,post late,CR (enhanced)
747,BS_70,BS_70_10_AC.pickle,16,post late,NCR
748,BS_70,BS_70_10_AC.pickle,19,post late,NCR
749,BS_70,BS_70_10_AC.pickle,27,post late,NCR
750,BS_70,BS_70_10_AC.pickle,30,post late,NCR
751,BS_70,BS_70_10_AC.pickle,37,post late,NCR
752,BS_70,BS_70_10_AC.pickle,38,post late,NCR
753,BS_70,BS_70_10_AC.pickle,41,post late,NCR
754,BS_70,BS_70_10_AC.pickle,43,post late,NCR
755,BS_70,BS_70_11_AC.pickle,14,post late,NCR
756,BS_70,BS_70_11_AC.pickle,15,post late,NCR
757,BS_70,BS_70_11_AC.pickle,18,post late,NCR
758,BS_70,BS_70_11_AC.pickle,23,post late,CR (enhanced)
759,BS_70,BS_70_11_AC.pickle,24,post late,NCR
760,BS_70,BS_70_11_AC.pickle,32,post late,CR (enhanced)
761,BS_70,BS_70_11_AC.pickle,35,post late,NCR
762,BS_70,BS_70_11_AC.pickle,37,post late,NCR
763,BS_70,BS_70_11_AC.pickle,38,post late,NCR
764,BS_70,BS_70_12_AC.pickle,5,post late,NCR
765,BS_70,BS_70_12_AC.pickle,6,post late,NCR
766,BS_70,BS_70_12_AC.pickle,7,post late,NCR
767,BS_70,BS_70_12_AC.pickle,19,post late,NCR
768,BS_70,BS_70_12_AC.pickle,20,post late,NCR
769,BS_70,BS_70_13_AC.pickle,5,post expert,NCR
770,BS_70,BS_70_13_AC.pickle,8,post expert,CR (enhanced)
771,BS_70,BS_70_13_AC.pickle,18,post expert,CR (suppressed)
772,BS_70,BS_70_1_AC.pickle,1,pre late,CR (suppressed)
773,BS_70,BS_70_1_AC.pickle,2,pre late,NCR
774,BS_70,BS_70_1_AC.pickle,13,pre late,CR (enhanced)
775,BS_70,BS_70_1_AC.pickle,15,pre late,CR (enhanced)
776,BS_70,BS_70_1_AC.pickle,23,pre late,CR (enhanced)
777,BS_70,BS_70_1_AC.pickle,31,pre late,NCR
778,BS_70,BS_70_1_AC.pickle,37,pre late,CR (suppressed)
779,BS_70,BS_70_1_AC.pickle,42,pre late,NCR
780,BS_70,BS_70_1_AC.pickle,58,pre late,NCR
781,BS_70,BS_70_1_AC.pickle,66,pre late,NCR
782,BS_70,BS_70_1_AC.pickle,69,pre late,CR (enhanced)
783,BS_70,BS_70_1_AC.pickle,72,pre late,CR (enhanced)
784,BS_70,BS_70_1_AC.pickle,73,pre late,NCR
785,BS_70,BS_70_1_AC.pickle,74,pre late,NCR
786,BS_70,BS_70_1_AC.pickle,77,pre late,NCR
787,BS_70,BS_70_1_AC.pickle,78,pre late,CR (enhanced)
788,BS_70,BS_70_1_AC.pickle,80,pre late,NCR
789,BS_70,BS_70_1_AC.pickle,81,pre late,NCR
790,BS_70,BS_70_1_AC.pickle,85,pre late,NCR
791,BS_70,BS_70_1_AC.pickle,88,pre late,NCR
792,BS_70,BS_70_1_AC.pickle,91,pre late,NCR
793,BS_70,BS_70_1_AC.pickle,98,pre late,CR (enhanced)
794,BS_70,BS_70_1_AC.pickle,124,pre late,NCR
795,BS_70,BS_70_1_AC.pickle,127,pre late,CR (suppressed)
796,BS_70,BS_70_1_AC.pickle,140,pre late,CR (enhanced)
797,BS_70,BS_70_1_AC.pickle,141,pre late,NCR
798,BS_70,BS_70_5_AC.pickle,0,post early,CR (suppressed)
799,BS_70,BS_70_5_AC.pickle,3,post early,NCR
800,BS_70,BS_70_5_AC.pickle,4,post early,NCR
801,BS_70,BS_70_5_AC.pickle,10,post early,CR (enhanced)
802,BS_70,BS_70_6_AC.pickle,2,post early,NCR
803,BS_70,BS_70_6_AC.pickle,3,post early,NCR
804,BS_70,BS_70_6_AC.pickle,14,post early,NCR
805,BS_70,BS_70_6_AC.pickle,16,post early,NCR
806,BS_70,BS_70_6_AC.pickle,37,post early,NCR
807,BS_70,BS_70_6_AC.pickle,42,post early,NCR
808,BS_70,BS_70_6_AC.pickle,51,post early,NCR
809,BS_70,BS_70_6_AC.pickle,52,post early,NCR
810,BS_70,BS_70_6_AC.pickle,56,post early,NCR
811,BS_70,BS_70_6_AC.pickle,68,post early,NCR
812,BS_70,BS_70_6_AC.pickle,73,post early,NCR
813,BS_70,BS_70_6_AC.pickle,74,post early,NCR
814,BS_70,BS_70_6_AC.pickle,78,post early,NCR
815,BS_70,BS_70_6_AC.pickle,81,post early,NCR
816,BS_70,BS_70_7_AC.pickle,15,post late,NCR
817,BS_70,BS_70_7_AC.pickle,22,post late,CR (enhanced)
818,BS_70,BS_70_7_AC.pickle,45,post late,CR (enhanced)
819,BS_70,BS_70_7_AC.pickle,49,post late,CR (enhanced)
820,BS_70,BS_70_7_AC.pickle,51,post late,NCR
821,BS_70,BS_70_7_AC.pickle,62,post late,CR (enhanced)
822,BS_70,BS_70_7_AC.pickle,63,post late,CR (enhanced)
823,BS_70,BS_70_7_AC.pickle,72,post late,NCR
824,BS_70,BS_70_8_AC.pickle,1,post late,NCR
825,BS_70,BS_70_8_AC.pickle,3,post late,NCR
826,BS_70,BS_70_8_AC.pickle,18,post late,NCR
827,BS_70,BS_70_8_AC.pickle,20,post late,CR (enhanced)
828,BS_70,BS_70_8_AC.pickle,21,post late,CR (enhanced)
829,BS_70,BS_70_8_AC.pickle,25,post late,NCR
830,BS_70,BS_70_8_AC.pickle,28,post late,NCR
831,BS_70,BS_70_8_AC.pickle,29,post late,NCR
832,BS_70,BS_70_8_AC.pickle,32,post late,NCR
833,BS_70,BS_70_8_AC.pickle,36,post late,NCR
834,BS_70,BS_70_8_AC.pickle,40,post late,NCR
835,BS_70,BS_70_8_AC.pickle,42,post late,NCR
836,BS_70,BS_70_8_AC.pickle,48,post late,CR (enhanced)
837,BS_70,BS_70_8_AC.pickle,52,post late,NCR
838,BS_70,BS_70_8_AC.pickle,53,post late,NCR
839,BS_70,BS_70_9_AC.pickle,8,post late,NCR
840,BS_70,BS_70_9_AC.pickle,9,post late,NCR
841,BS_70,BS_70_9_AC.pickle,14,post late,NCR
842,BS_70,BS_70_9_AC.pickle,15,post late,NCR
843,BS_70,BS_70_9_AC.pickle,20,post late,NCR
844,BS_70,BS_70_9_AC.pickle,21,post late,NCR
845,BS_70,BS_70_9_AC.pickle,34,post late,NCR
846,BS_70,BS_70_9_AC.pickle,35,post late,CR (enhanced)
847,BS_70,BS_70_9_AC.pickle,36,post late,NCR
848,BS_70,BS_70_9_AC.pickle,38,post late,NCR
849,BS_70,BS_70_9_AC.pickle,40,post late,NCR
850,BS_70,BS_70_9_AC.pickle,41,post late,NCR
851,BS_70,BS_70_9_AC.pickle,48,post late,CR (enhanced)
852,BS_70,BS_70_9_AC.pickle,54,post late,NCR
853,BS_70,BS_70_9_AC.pickle,56,post late,CR (enhanced)
854,BS_70,BS_70_9_AC.pickle,60,post late,CR (enhanced)
855,BS_72,BS_72_10_AC.pickle,1,post late,NCR
