,animal,session,cluster ID,Choice modulation,depth
382,BS_42,BS_42_2_AC.pickle,118,2.5781249999999996,0.6325
383,BS_42,BS_42_2_AC.pickle,119,0.8477842003853565,0.92
384,BS_42,BS_42_2_AC.pickle,121,0.3266666666666664,0.97
385,BS_42,BS_42_2_AC.pickle,128,0.28871391076115477,0.8325
386,BS_42,BS_42_2_AC.pickle,129,0.6880189798339266,0.7575
387,BS_42,BS_42_2_AC.pickle,131,0.5199999999999999,0.695
388,BS_42,BS_42_2_AC.pickle,135,0.5255255255255254,0.995
389,BS_42,BS_42_3_AC.pickle,5,1.1444444444444444,0.739
390,BS_42,BS_42_3_AC.pickle,12,25.4,0.864
391,BS_42,BS_42_3_AC.pickle,19,1.1842378929335003e-16,0.714
392,BS_42,BS_42_3_AC.pickle,26,0.3000000000000002,0.789
393,BS_42,BS_42_3_AC.pickle,27,0.7198443579766535,0.364
394,BS_42,BS_42_3_AC.pickle,47,9.800589458760002e-17,0.389
395,BS_42,BS_42_3_AC.pickle,48,0.6605504587155965,0.414
396,BS_42,BS_42_3_AC.pickle,49,0.8090024330900244,0.414
397,BS_42,BS_42_3_AC.pickle,51,0.6388888888888893,0.7515
398,BS_42,BS_42_3_AC.pickle,52,0.6555555555555554,0.789
399,BS_42,BS_42_3_AC.pickle,53,0.5666666666666662,0.589
400,BS_42,BS_42_3_AC.pickle,55,0.5055555555555553,0.589
401,BS_42,BS_42_3_AC.pickle,56,0.6166666666666665,0.614
402,BS_42,BS_42_3_AC.pickle,58,0.672222222222222,0.5765
403,BS_42,BS_42_3_AC.pickle,61,1.705555555555555,0.564
404,BS_42,BS_42_3_AC.pickle,62,0.45779685264663794,0.564
405,BS_42,BS_42_3_AC.pickle,63,3.1965811965811968,0.639
406,BS_42,BS_42_3_AC.pickle,66,0.5388888888888891,0.6515
407,BS_42,BS_42_3_AC.pickle,71,4.294444444444444,0.539
408,BS_42,BS_42_3_AC.pickle,73,1.1611111111111108,0.5015
409,BS_42,BS_42_3_AC.pickle,80,0.8111111111111109,0.4515
410,BS_42,BS_42_3_AC.pickle,82,0.3111111111111111,0.4265
411,BS_42,BS_42_3_AC.pickle,92,0.47619047619047616,0.839
412,BS_42,BS_42_3_AC.pickle,96,1.4348785871964682,0.864
413,BS_42,BS_42_3_AC.pickle,97,1.4635854341736694,0.7015
414,BS_42,BS_42_3_AC.pickle,99,0.8553157474020783,0.339
415,BS_42,BS_42_3_AC.pickle,101,0.4329896907216496,0.389
416,BS_42,BS_42_3_AC.pickle,102,0.06666666666666686,0.5765
417,BS_42,BS_42_3_AC.pickle,105,2.236286919831223,0.5515
418,BS_42,BS_42_3_AC.pickle,107,7.6611111111111105,0.539
419,BS_42,BS_42_4_AC.pickle,0,1.5720294426919035,0.8085
420,BS_42,BS_42_4_AC.pickle,1,2.018927444794953,0.8585
421,BS_42,BS_42_4_AC.pickle,7,2.8654048370136698,0.8835
422,BS_42,BS_42_4_AC.pickle,12,0.6713780918727916,0.821
423,BS_42,BS_42_4_AC.pickle,13,1.750788643533123,0.8335
424,BS_42,BS_42_4_AC.pickle,16,3.4490010515247107,0.371
425,BS_42,BS_42_4_AC.pickle,18,1.9190325972660351,0.321
426,BS_42,BS_42_4_AC.pickle,26,6.787592008412197,0.396
427,BS_42,BS_42_4_AC.pickle,29,0.27086788280818125,0.7835
428,BS_42,BS_42_4_AC.pickle,36,3.0099941211052323,0.571
429,BS_42,BS_42_4_AC.pickle,38,0.525762355415352,0.6835
430,BS_42,BS_42_4_AC.pickle,40,7.658730158730156,0.4585
431,BS_42,BS_42_4_AC.pickle,41,10.278654048370138,0.4585
432,BS_42,BS_42_4_AC.pickle,42,5.446898002103049,0.4335
433,BS_42,BS_42_4_AC.pickle,45,1.8014464168310318,0.1585
434,BS_42,BS_42_4_AC.pickle,46,0.1934015927189988,0.296
435,BS_42,BS_42_4_AC.pickle,47,0.24317912218268084,0.3585
436,BS_42,BS_42_4_AC.pickle,48,2.568870523415977,0.3335
437,BS_42,BS_42_4_AC.pickle,50,0.8333333333333333,0.2335
438,BS_42,BS_42_4_AC.pickle,51,3.5226077812828596,0.2585
439,BS_42,BS_42_4_AC.pickle,52,0.32467532467532484,0.7085
440,BS_42,BS_42_4_AC.pickle,57,0.09132420091324193,0.771
441,BS_42,BS_42_4_AC.pickle,58,1.1829652996845426,0.596
442,BS_42,BS_42_4_AC.pickle,61,0.06834910620399594,0.5835
443,BS_42,BS_42_4_AC.pickle,62,0.5099894847528915,0.646
444,BS_42,BS_42_4_AC.pickle,63,0.06973500697350066,0.646
445,BS_42,BS_42_4_AC.pickle,65,1.5545914678235717,0.4085
446,BS_42,BS_42_4_AC.pickle,66,0.8355321020228671,0.3335
447,BS_42,BS_42_4_AC.pickle,68,8.065194532071503,0.5335
448,BS_42,BS_42_4_AC.pickle,69,4.106753812636165,0.321
449,BS_42,BS_42_5_AC.pickle,0,1.146496815286624,1.095
450,BS_42,BS_42_5_AC.pickle,1,5.713333333333333,1.07
451,BS_42,BS_42_5_AC.pickle,3,0.23999999999999974,1.0575
452,BS_42,BS_42_5_AC.pickle,5,0.9616775126536515,1.0325
453,BS_42,BS_42_5_AC.pickle,11,1.022099447513812,0.445
454,BS_42,BS_42_5_AC.pickle,13,0.2733333333333332,0.495
455,BS_42,BS_42_5_AC.pickle,20,0.5133333333333332,0.945
456,BS_42,BS_42_5_AC.pickle,23,0.35333333333333344,0.995
457,BS_42,BS_42_5_AC.pickle,24,0.039999999999999813,0.995
458,BS_42,BS_42_5_AC.pickle,33,2.0266666666666664,0.6575
459,BS_42,BS_42_5_AC.pickle,38,2.5200000000000005,0.57
460,BS_42,BS_42_5_AC.pickle,39,0.9774964838255977,0.5575
461,BS_42,BS_42_5_AC.pickle,41,0.11299435028248575,0.5575
462,BS_42,BS_42_6_AC.pickle,0,1.8375094912680334,0.6325
463,BS_42,BS_42_6_AC.pickle,7,4.266666666666667,0.545
464,BS_42,BS_42_6_AC.pickle,8,6.162935323383084,0.645
465,BS_42,BS_42_6_AC.pickle,9,0.410742496050553,0.645
466,BS_42,BS_42_6_AC.pickle,18,8.612639221334548e-17,-0.03
467,BS_42,BS_42_6_AC.pickle,21,0.4415954415954419,-0.005
468,BS_42,BS_42_6_AC.pickle,22,8.477777777777776,0.22
469,BS_42,BS_42_6_AC.pickle,26,14.46111111111111,0.145
470,BS_42,BS_42_6_AC.pickle,36,1.2869198312236287,0.42
471,BS_42,BS_42_6_AC.pickle,47,3.981132075471698,0.52
472,BS_42,BS_42_6_AC.pickle,48,6.677777777777777,0.3575
473,BS_42,BS_42_6_AC.pickle,49,4.679600235155791,0.5075
474,BS_42,BS_42_6_AC.pickle,51,25.861165684348393,0.52
475,BS_42,BS_42_6_AC.pickle,52,0.7524059492563429,0.2825
476,BS_42,BS_42_6_AC.pickle,62,2.0833333333333335,0.07
477,BS_42,BS_42_6_AC.pickle,65,3.226571767497034,0.545
478,BS_42,BS_42_6_AC.pickle,66,4.038461538461538,0.545
479,BS_42,BS_42_6_AC.pickle,67,0.30581039755351686,0.67
480,BS_42,BS_42_6_AC.pickle,68,2.7037037037037033,0.195
481,BS_42,BS_42_6_AC.pickle,70,1.870748299319728,-0.005
482,BS_42,BS_42_6_AC.pickle,72,0.9315068493150687,0.245
483,BS_42,BS_42_6_AC.pickle,73,0.2999999999999999,0.245
484,BS_42,BS_42_6_AC.pickle,76,0.726072607260726,0.395
485,BS_42,BS_42_6_AC.pickle,79,0.9492753623188405,0.5075
486,BS_42,BS_42_6_AC.pickle,80,1.188630490956072,0.52
487,BS_42,BS_42_6_AC.pickle,86,6.5480895915678525,0.0575
488,BS_42,BS_42_7_AC.pickle,0,0.11666666666666671,0.4325
489,BS_42,BS_42_7_AC.pickle,1,0.9009009009009008,0.6825
490,BS_42,BS_42_7_AC.pickle,23,9.25,0.195
491,BS_42,BS_42_7_AC.pickle,24,0.4222222222222223,0.17
492,BS_42,BS_42_7_AC.pickle,25,0.2930402930402927,0.17
493,BS_42,BS_42_7_AC.pickle,26,0.2722222222222223,0.17
494,BS_42,BS_42_7_AC.pickle,33,1.9282945736434107,-0.005
495,BS_42,BS_42_7_AC.pickle,35,1.4055555555555554,0.22
496,BS_42,BS_42_7_AC.pickle,42,3.6166666666666667,0.42
497,BS_42,BS_42_7_AC.pickle,45,0.03696857670979668,0.42
498,BS_42,BS_42_7_AC.pickle,46,0.5,0.445
499,BS_42,BS_42_7_AC.pickle,47,2.411111111111111,0.445
500,BS_42,BS_42_7_AC.pickle,49,0.49516908212560395,0.4075
501,BS_42,BS_42_7_AC.pickle,50,0.020876826722338145,0.4075
502,BS_42,BS_42_7_AC.pickle,52,1.5258215962441315,0.4575
503,BS_42,BS_42_7_AC.pickle,53,0.09999999999999991,0.395
504,BS_42,BS_42_7_AC.pickle,58,0.4722222222222225,0.47
505,BS_42,BS_42_7_AC.pickle,64,0.40000000000000013,0.37
506,BS_42,BS_42_7_AC.pickle,65,0.2499999999999996,0.37
507,BS_42,BS_42_7_AC.pickle,66,0.3499999999999999,0.495
508,BS_42,BS_42_7_AC.pickle,69,0.8500000000000001,0.5325
509,BS_42,BS_42_7_AC.pickle,71,1.54320987654321,0.52
510,BS_42,BS_42_7_AC.pickle,72,1.5166666666666664,0.52
511,BS_42,BS_42_7_AC.pickle,73,0.4320987654320985,0.3075
512,BS_42,BS_42_7_AC.pickle,84,0.06111111111111099,0.145
513,BS_42,BS_42_7_AC.pickle,89,1.0030864197530864,0.6825
514,BS_42,BS_42_7_AC.pickle,93,1.6091954022988506,0.545
515,BS_42,BS_42_7_AC.pickle,100,10.76923076923077,-0.03
516,BS_42,BS_42_7_AC.pickle,117,0.35897435897435903,0.545
517,BS_42,BS_42_7_AC.pickle,119,0.14444444444444432,0.17
518,BS_42,BS_42_7_AC.pickle,124,4.862385321100917,0.0325
519,BS_42,BS_42_8_AC.pickle,13,0.7471264367816094,0.5655
520,BS_42,BS_42_8_AC.pickle,14,5.065913370998116,1.003
521,BS_42,BS_42_9_AC.pickle,9,0.12165450121654495,1.0325
522,BS_42,BS_42_9_AC.pickle,32,2.4330900243308995,1.0325
523,BS_49,BS_49_10_AC.pickle,12,0.33875338753387546,-0.005
524,BS_49,BS_49_12_AC.pickle,6,0.4848484848484849,0.7395
525,BS_49,BS_49_12_AC.pickle,10,6.06060606060606,0.252
526,BS_49,BS_49_12_AC.pickle,13,3.1313131313131306,0.202
527,BS_49,BS_49_12_AC.pickle,22,2.2828282828282824,0.302
528,BS_49,BS_49_12_AC.pickle,39,0.3636363636363629,0.4395
529,BS_49,BS_49_12_AC.pickle,49,0.4040404040404041,0.677
530,BS_49,BS_49_14_AC.pickle,12,1.2101449275362324,1.095
531,BS_49,BS_49_14_AC.pickle,16,0.007246376811594285,0.8575
532,BS_49,BS_49_16_AC.pickle,7,3.5519125683060118,0.897
533,BS_49,BS_49_16_AC.pickle,10,0.38251366120218455,0.722
534,BS_49,BS_49_16_AC.pickle,17,0.8196721311475454,0.822
535,BS_49,BS_49_1_AC.pickle,0,1.0027100271002711,1.1325
536,BS_49,BS_49_1_AC.pickle,4,1.3098464317976508,0.9325
537,BS_49,BS_49_1_AC.pickle,6,3.297199638663051,1.1825
538,BS_49,BS_49_1_AC.pickle,8,0.18066847335140016,1.1825
539,BS_49,BS_49_1_AC.pickle,10,0.8852755194218614,1.07
540,BS_49,BS_49_1_AC.pickle,11,1.7253839205058714,1.07
541,BS_49,BS_49_1_AC.pickle,15,0.1355013550135503,1.0575
542,BS_49,BS_49_1_AC.pickle,23,0.7588075880758806,1.2075
543,BS_49,BS_49_1_AC.pickle,24,1.1111111111111112,1.2075
544,BS_49,BS_49_1_AC.pickle,29,1.3095238095238093,1.22
545,BS_49,BS_49_1_AC.pickle,33,0.3523035230352303,1.145
546,BS_49,BS_49_1_AC.pickle,34,1.5627822944896115,1.145
547,BS_49,BS_49_1_AC.pickle,37,0.1090342679127727,1.12
548,BS_49,BS_49_1_AC.pickle,46,1.9255900698105697e-16,0.695
549,BS_49,BS_49_1_AC.pickle,48,0.3432700993676602,0.595
550,BS_49,BS_49_1_AC.pickle,49,0.2077687443541101,0.595
551,BS_49,BS_49_1_AC.pickle,58,0.4336043360433601,0.82
552,BS_49,BS_49_1_AC.pickle,66,1.120144534778681,0.795
553,BS_49,BS_49_1_AC.pickle,69,0.06323396567298968,0.52
554,BS_49,BS_49_1_AC.pickle,71,0.009033423667570073,0.77
555,BS_49,BS_49_1_AC.pickle,73,0.34327009936766045,0.77
556,BS_49,BS_49_1_AC.pickle,74,0.11743450767840972,0.72
557,BS_49,BS_49_1_AC.pickle,80,0.14453477868112027,0.645
558,BS_49,BS_49_1_AC.pickle,81,0.18970189701897014,1.095
559,BS_49,BS_49_1_AC.pickle,82,2.0776874435411017,0.92
560,BS_49,BS_49_1_AC.pickle,83,0.022002200220022042,0.9325
561,BS_49,BS_49_1_AC.pickle,94,0.12499999999999996,0.97
562,BS_49,BS_49_1_AC.pickle,96,1.9150858175248415,0.8825
563,BS_49,BS_49_1_AC.pickle,97,0.2800361336946702,0.8825
564,BS_49,BS_49_1_AC.pickle,105,0.32392894461859967,0.995
565,BS_49,BS_49_1_AC.pickle,108,1.6802168021680217,0.8575
566,BS_49,BS_49_1_AC.pickle,111,0.38843721770551026,1.045
567,BS_49,BS_49_1_AC.pickle,112,0.39747064137308014,0.8075
568,BS_49,BS_49_1_AC.pickle,113,0.7588075880758806,0.7825
569,BS_49,BS_49_1_AC.pickle,118,0.4051565377532233,0.87
570,BS_49,BS_49_1_AC.pickle,124,4.200252625182858e-16,0.7575
571,BS_49,BS_49_1_AC.pickle,129,0.5962059620596202,0.4575
572,BS_49,BS_49_1_AC.pickle,132,0.03613369467028018,0.4575
573,BS_49,BS_49_1_AC.pickle,133,0.17163504968383023,0.67
574,BS_49,BS_49_1_AC.pickle,135,0.02207505518763775,0.5075
575,BS_49,BS_49_1_AC.pickle,143,0.9665763324299907,0.57
576,BS_49,BS_49_1_AC.pickle,146,0.23486901535681987,0.595
577,BS_49,BS_49_1_AC.pickle,150,0.32520325203252004,1.0825
578,BS_49,BS_49_1_AC.pickle,152,1.0117434507678411,1.195
579,BS_49,BS_49_1_AC.pickle,155,0.9366391184573001,1.0325
580,BS_49,BS_49_1_AC.pickle,157,0.22583559168925033,1.1575
581,BS_49,BS_49_1_AC.pickle,161,0.2529358626919602,0.845
582,BS_49,BS_49_1_AC.pickle,162,0.3254437869822483,0.495
583,BS_49,BS_49_1_AC.pickle,169,0.009033423667570113,0.8825
584,BS_49,BS_49_1_AC.pickle,176,0.2494331065759638,0.7325
585,BS_49,BS_49_1_AC.pickle,178,0.451671183378501,0.495
586,BS_49,BS_49_1_AC.pickle,188,0.980392156862745,0.8825
587,BS_49,BS_49_2_AC.pickle,4,0.43417366946778724,0.7075
588,BS_49,BS_49_2_AC.pickle,6,0.41568627450980405,0.72
589,BS_49,BS_49_2_AC.pickle,11,1.1294117647058821,0.6825
590,BS_49,BS_49_2_AC.pickle,12,0.37037037037037035,0.6575
591,BS_49,BS_49_2_AC.pickle,16,0.6196078431372551,0.17
592,BS_49,BS_49_2_AC.pickle,17,1.0588235294117652,0.195
593,BS_49,BS_49_2_AC.pickle,20,0.30588235294117655,0.095
594,BS_49,BS_49_2_AC.pickle,26,0.20942408376963328,0.32
595,BS_49,BS_49_2_AC.pickle,30,1.3490196078431376,0.295
596,BS_49,BS_49_2_AC.pickle,31,0.15686274509803916,0.27
597,BS_49,BS_49_2_AC.pickle,39,0.5021645021645017,0.02
598,BS_49,BS_49_2_AC.pickle,42,0.8470588235294115,0.1075
599,BS_49,BS_49_2_AC.pickle,47,0.14901960784313706,0.42
600,BS_49,BS_49_2_AC.pickle,58,0.6901960784313723,0.3325
601,BS_49,BS_49_2_AC.pickle,60,1.050980392156863,0.3325
602,BS_49,BS_49_2_AC.pickle,64,0.13333333333333344,0.2825
603,BS_49,BS_49_2_AC.pickle,66,0.12886597938144337,0.3075
604,BS_49,BS_49_2_AC.pickle,69,0.050890585241730235,0.345
605,BS_49,BS_49_2_AC.pickle,78,0.10980392156862682,0.22
606,BS_49,BS_49_2_AC.pickle,86,0.1176470588235291,0.2075
607,BS_49,BS_49_2_AC.pickle,90,0.46274509803921504,0.2075
608,BS_49,BS_49_2_AC.pickle,102,0.45490196078431416,0.1325
609,BS_49,BS_49_2_AC.pickle,105,0.2509803921568626,0.195
610,BS_49,BS_49_2_AC.pickle,110,0.5228758169934647,0.27
611,BS_49,BS_49_2_AC.pickle,111,2.6153846153846145,0.27
612,BS_49,BS_49_2_AC.pickle,113,1.1003236245954697,0.12
613,BS_49,BS_49_2_AC.pickle,115,0.3275529865125237,0.3075
614,BS_49,BS_49_2_AC.pickle,116,0.9903381642512079,0.32
615,BS_49,BS_49_2_AC.pickle,122,0.5284552845528451,0.22
616,BS_49,BS_49_2_AC.pickle,127,0.1409869083585095,0.32
617,BS_49,BS_49_2_AC.pickle,128,0.9366391184573,0.1325
618,BS_49,BS_49_4_AC.pickle,0,0.6000000000000001,1.202
619,BS_49,BS_49_4_AC.pickle,7,0.7,1.227
620,BS_49,BS_49_4_AC.pickle,9,0.9000000000000002,1.1645
621,BS_49,BS_49_4_AC.pickle,11,0.8666666666666671,1.177
622,BS_49,BS_49_4_AC.pickle,14,0.13333333333333314,1.1895
623,BS_49,BS_49_4_AC.pickle,16,0.3333333333333332,1.1395
624,BS_49,BS_49_4_AC.pickle,18,0.23333333333333336,0.627
625,BS_49,BS_49_4_AC.pickle,19,0.1,0.627
626,BS_49,BS_49_4_AC.pickle,20,3.1666666666666656,0.627
627,BS_49,BS_49_4_AC.pickle,25,0.6666666666666674,0.652
628,BS_49,BS_49_4_AC.pickle,27,1.533333333333334,0.827
629,BS_49,BS_49_4_AC.pickle,28,0.3,0.527
630,BS_49,BS_49_4_AC.pickle,29,2.3,0.777
631,BS_49,BS_49_4_AC.pickle,35,1.8,0.777
632,BS_49,BS_49_4_AC.pickle,36,0.46666666666666673,0.552
633,BS_49,BS_49_4_AC.pickle,39,1.2999999999999998,1.127
634,BS_49,BS_49_4_AC.pickle,45,0.4999999999999997,0.7395
635,BS_49,BS_49_4_AC.pickle,46,2.5666666666666655,0.7395
636,BS_49,BS_49_4_AC.pickle,53,1.4666666666666666,0.6645
637,BS_49,BS_49_4_AC.pickle,54,0.5333333333333333,0.602
638,BS_49,BS_49_4_AC.pickle,55,1.0666666666666669,0.6145
639,BS_49,BS_49_4_AC.pickle,56,0.49999999999999967,0.6145
640,BS_49,BS_49_4_AC.pickle,58,0.4333333333333334,1.202
641,BS_49,BS_49_4_AC.pickle,66,0.33333333333333326,0.727
642,BS_49,BS_49_4_AC.pickle,68,1.6000000000000003,0.652
643,BS_49,BS_49_4_AC.pickle,71,0.4,0.6145
644,BS_49,BS_49_4_AC.pickle,73,0.7,1.202
645,BS_49,BS_49_5_AC.pickle,9,1.333333333333333,1.2075
646,BS_49,BS_49_5_AC.pickle,13,0.8888888888888887,1.145
647,BS_49,BS_49_5_AC.pickle,14,0.5333333333333328,1.12
648,BS_49,BS_49_5_AC.pickle,18,0.17777777777777706,1.1075
649,BS_49,BS_49_5_AC.pickle,24,0.08888888888888885,0.995
650,BS_49,BS_49_6_AC.pickle,0,0.7692307692307696,1.0575
651,BS_49,BS_49_6_AC.pickle,4,2.3717948717948696,1.1575
652,BS_49,BS_49_7_AC.pickle,2,1.6025641025641026,1.2075
653,BS_49,BS_49_7_AC.pickle,4,1.9871794871794877,1.1575
654,BS_49,BS_49_9_AC.pickle,6,0.37475345167652885,0.5825
655,BS_49,BS_49_9_AC.pickle,11,0.24509803921568618,0.545
656,BS_49,BS_49_9_AC.pickle,15,0.9681372549019607,0.645
657,BS_49,BS_49_9_AC.pickle,18,2.8431372549019605,0.6075
658,BS_49,BS_49_9_AC.pickle,25,0.29487179487179493,0.42
659,BS_49,BS_49_9_AC.pickle,26,5.215686274509803,0.42
660,BS_49,BS_49_9_AC.pickle,27,0.8455882352941176,0.445
661,BS_49,BS_49_9_AC.pickle,28,3.7499999999999996,0.445
662,BS_49,BS_49_9_AC.pickle,31,0.5026455026455023,0.3825
663,BS_49,BS_49_9_AC.pickle,32,0.25062656641603975,0.4825
664,BS_49,BS_49_9_AC.pickle,33,2.414215686274509,0.495
665,BS_49,BS_49_9_AC.pickle,45,1.1923076923076923,0.3075
666,BS_49,BS_49_9_AC.pickle,49,0.40441176470588214,0.2575
667,BS_49,BS_49_9_AC.pickle,61,0.07352941176470625,0.2075
668,BS_49,BS_49_9_AC.pickle,62,0.35539215686274517,0.5575
669,BS_50,BS_50_2_AC.pickle,2,0.4651162790697672,0.62
670,BS_50,BS_50_2_AC.pickle,6,1.5245478036175708,0.695
671,BS_50,BS_50_2_AC.pickle,10,0.5684754521963822,0.7075
672,BS_50,BS_50_2_AC.pickle,14,10.568475452196381,0.62
673,BS_50,BS_50_2_AC.pickle,18,0.1808785529715763,0.645
674,BS_50,BS_50_2_AC.pickle,19,0.07751937984496124,0.6075
675,BS_50,BS_50_2_AC.pickle,23,0.36175710594315214,0.62
676,BS_50,BS_50_2_AC.pickle,32,2.299741602067184,0.445
677,BS_50,BS_50_2_AC.pickle,35,2.377260981912144,0.4075
678,BS_50,BS_50_2_AC.pickle,42,3.0490956072351425,0.47
679,BS_50,BS_50_2_AC.pickle,43,1.5245478036175717,0.3825
680,BS_50,BS_50_2_AC.pickle,47,0.5167958656330754,0.495
681,BS_50,BS_50_2_AC.pickle,65,0.18087855297157612,0.57
682,BS_50,BS_50_2_AC.pickle,68,0.12919896640826883,0.545
683,BS_50,BS_50_2_AC.pickle,74,1.6795865633074938,0.62
684,BS_50,BS_50_2_AC.pickle,79,2.1963824289405687,0.4575
685,BS_50,BS_50_2_AC.pickle,81,0.6459948320413439,0.545
686,BS_50,BS_50_2_AC.pickle,83,0.723514211886305,0.52
687,BS_50,BS_50_2_AC.pickle,88,0.6201550387596901,0.57
688,BS_50,BS_50_2_AC.pickle,91,2.1705426356589146,0.5325
689,BS_50,BS_50_2_AC.pickle,95,2.790697674418603,0.5575
690,BS_50,BS_50_3_AC.pickle,0,3.2190476190476187,0.6325
691,BS_50,BS_50_3_AC.pickle,3,21.39047619047619,0.57
692,BS_50,BS_50_3_AC.pickle,6,0.790476190476191,0.5825
693,BS_50,BS_50_3_AC.pickle,11,7.4,0.52
694,BS_50,BS_50_3_AC.pickle,16,0.9142857142857148,0.6575
695,BS_50,BS_50_3_AC.pickle,21,0.01893939393939389,0.6575
696,BS_50,BS_50_3_AC.pickle,28,1.2285714285714286,0.42
697,BS_50,BS_50_3_AC.pickle,32,1.6978193146417444,0.395
698,BS_50,BS_50_3_AC.pickle,34,3.942857142857143,0.47
699,BS_50,BS_50_3_AC.pickle,41,11.21904761904762,0.7075
700,BS_50,BS_50_3_AC.pickle,45,1.7533129459734962,0.6075
701,BS_50,BS_50_3_AC.pickle,50,0.1398601398601399,0.495
702,BS_50,BS_50_7_AC.pickle,3,0.15065913370998124,1.045
703,BS_50,BS_50_7_AC.pickle,5,0.7470182046453236,1.12
704,BS_50,BS_50_7_AC.pickle,10,0.9121061359867332,1.1075
705,BS_50,BS_50_7_AC.pickle,12,4.161958568738228,1.095
706,BS_50,BS_50_7_AC.pickle,20,0.28354080221300126,1.045
707,BS_50,BS_50_7_AC.pickle,23,2.4482109227871938,1.095
708,BS_51,BS_51_2_AC.pickle,0,1.1510791366906477,0.67
709,BS_51,BS_51_2_AC.pickle,3,0.5982905982905987,0.495
710,BS_51,BS_51_2_AC.pickle,7,0.5494505494505496,0.7575
711,BS_51,BS_51_2_AC.pickle,12,1.233211233211233,0.62
712,BS_56,BS_56_1_AC.pickle,0,0.2197802197802197,0.6325
713,BS_56,BS_56_1_AC.pickle,3,3.1868131868131866,0.5825
714,BS_56,BS_56_1_AC.pickle,10,0.5494505494505497,0.645
715,BS_56,BS_56_1_AC.pickle,11,0.0900900900900901,0.645
716,BS_56,BS_56_1_AC.pickle,14,0.7326007326007328,0.595
717,BS_56,BS_56_1_AC.pickle,15,0.5128205128205127,0.62
718,BS_56,BS_56_1_AC.pickle,16,4.029304029304029,0.6075
719,BS_56,BS_56_1_AC.pickle,17,0.10989010989010985,0.6075
720,BS_56,BS_56_1_AC.pickle,26,1.282051282051282,0.1825
721,BS_56,BS_56_2_AC.pickle,9,2.7894736842105257,0.0575
722,BS_56,BS_56_3_AC.pickle,2,0.1499999999999998,0.575
723,BS_56,BS_56_3_AC.pickle,7,0.4833333333333333,0.55
724,BS_56,BS_56_3_AC.pickle,10,0.2583333333333335,0.65
725,BS_56,BS_56_3_AC.pickle,13,0.01666666666666684,0.625
726,BS_56,BS_56_3_AC.pickle,20,0.07500000000000011,0.6
727,BS_56,BS_56_3_AC.pickle,30,0.01666666666666659,0.55
728,BS_56,BS_56_3_AC.pickle,31,0.016666666666666562,0.6
729,BS_56,BS_56_3_AC.pickle,35,2.008333333333334,0.5375
730,BS_56,BS_56_4_AC.pickle,5,2.53061224489796,1.133
731,BS_56,BS_56_4_AC.pickle,6,0.7210884353741492,1.0955
732,BS_67,BS_67_1_AC.pickle,10,0.3954802259887005,0.1465
733,BS_67,BS_67_1_AC.pickle,14,1.5047619047619047,0.359
734,BS_67,BS_67_1_AC.pickle,16,0.06410256410256382,0.309
735,BS_67,BS_67_1_AC.pickle,19,5.231143552311435,0.684
736,BS_67,BS_67_1_AC.pickle,31,1.89047619047619,0.3465
737,BS_67,BS_67_1_AC.pickle,55,6.44880174291939,0.709
738,BS_67,BS_67_1_AC.pickle,59,2.857142857142857,0.684
739,BS_67,BS_67_2_AC.pickle,1,0.02677376171352074,0.4165
740,BS_67,BS_67_2_AC.pickle,5,0.6666666666666667,0.5415
741,BS_67,BS_67_2_AC.pickle,8,0.6233062330623306,0.6165
742,BS_67,BS_67_2_AC.pickle,43,0.32128514056224894,0.579
743,BS_67,BS_67_2_AC.pickle,47,1.6666666666666667,0.154
744,BS_67,BS_67_2_AC.pickle,49,0.2150537634408602,0.4165
745,BS_67,BS_67_3_AC.pickle,26,0.925925925925926,0.603
746,BS_70,BS_70_10_AC.pickle,11,6.888888888888889,-0.004
747,BS_70,BS_70_10_AC.pickle,16,0.26113671274961625,0.421
748,BS_70,BS_70_10_AC.pickle,19,1.2826420890937027,0.4085
749,BS_70,BS_70_10_AC.pickle,27,0.28417818740399403,0.3085
750,BS_70,BS_70_10_AC.pickle,30,0.13824884792626715,0.346
751,BS_70,BS_70_10_AC.pickle,37,0.23809523809523825,-0.029
752,BS_70,BS_70_10_AC.pickle,38,1.0513447432762837,0.3335
753,BS_70,BS_70_10_AC.pickle,41,0.5111111111111112,-0.004
754,BS_70,BS_70_10_AC.pickle,43,2.6497695852534564,0.346
755,BS_70,BS_70_11_AC.pickle,14,2.7604166666666674,0.37
756,BS_70,BS_70_11_AC.pickle,15,0.4427083333333335,0.37
757,BS_70,BS_70_11_AC.pickle,18,1.388888888888889,0.395
758,BS_70,BS_70_11_AC.pickle,23,2.2135416666666665,0.445
759,BS_70,BS_70_11_AC.pickle,24,0.18292682926829273,0.42
760,BS_70,BS_70_11_AC.pickle,32,2.9166666666666656,0.3325
761,BS_70,BS_70_11_AC.pickle,35,0.2083333333333326,0.47
762,BS_70,BS_70_11_AC.pickle,37,0.7118055555555558,0.395
763,BS_70,BS_70_11_AC.pickle,38,0.42534722222222165,0.42
764,BS_70,BS_70_12_AC.pickle,5,1.6339869281045754,0.395
765,BS_70,BS_70_12_AC.pickle,6,3.2736318407960208,0.395
766,BS_70,BS_70_12_AC.pickle,7,0.08258258258258211,0.4075
767,BS_70,BS_70_12_AC.pickle,19,2.961847389558233,0.3825
