,animal,session,cluster ID,learning phase,FR modulation,decoding performance,significant rel. synth. control
269,BS_41,BS_41_4_AC.pickle,101,post late,7.137404580152674,0.603717124,True
270,BS_41,BS_41_4_AC.pickle,109,post late,3.7150127226463154,0.508059407,False
271,BS_41,BS_41_4_AC.pickle,110,post late,3.9312977099236615,0.537925903,True
272,BS_41,BS_41_4_AC.pickle,114,post late,0.8905852417302781,0.5240469,True
273,BS_41,BS_41_4_AC.pickle,115,post late,6.22137404580154,0.654636482,True
274,BS_41,BS_41_4_AC.pickle,117,post late,9.707379134860044,0.605092675,True
275,BS_41,BS_41_4_AC.pickle,119,post late,3.3842239185750564,0.559577383,True
276,BS_41,BS_41_5_AC.pickle,2,post late,3.881188118811891,0.529483927,True
277,BS_41,BS_41_5_AC.pickle,6,post late,1.6986301369863024,0.468762935,True
278,BS_41,BS_41_5_AC.pickle,13,post late,7.492354740061158,0.740208138,True
279,BS_41,BS_41_5_AC.pickle,15,post late,2.587064676616916,0.622301638,True
280,BS_41,BS_41_5_AC.pickle,67,post late,1.629629629629632,0.556661412,True
281,BS_41,BS_41_5_AC.pickle,68,post late,2.9226361031518597,0.662698653,True
282,BS_41,BS_41_5_AC.pickle,73,post late,7.102310231023097,0.556948624,True
283,BS_41,BS_41_5_AC.pickle,74,post late,4.543524416135881,0.476799068,True
284,BS_41,BS_41_5_AC.pickle,85,post late,1.6312056737588698,0.503683524,False
285,BS_41,BS_41_6_AC.pickle,1,post late,3.7472035794183456,0.500330586,False
286,BS_41,BS_41_6_AC.pickle,3,post late,12.114093959731518,0.579061872,True
287,BS_41,BS_41_6_AC.pickle,6,post late,0.5591397849462366,0.581940136,True
288,BS_41,BS_41_6_AC.pickle,7,post late,7.483221476510067,0.559802036,True
289,BS_41,BS_41_6_AC.pickle,32,post late,1.4100185528756946,0.606733693,True
290,BS_41,BS_41_7_AC.pickle,0,post late,2.011494252873561,0.579945238,True
291,BS_41,BS_41_7_AC.pickle,24,post late,5.755919854280489,0.479275384,True
292,BS_41,BS_41_7_AC.pickle,36,post late,5.101906640368181,0.499642916,True
293,BS_41,BS_41_7_AC.pickle,39,post late,1.0644257703081232,,False
294,BS_41,BS_41_7_AC.pickle,50,post late,1.3308913308913324,0.574705019,True
295,BS_41,BS_41_7_AC.pickle,54,post late,3.1724137931034457,0.5024,True
296,BS_41,BS_41_7_AC.pickle,55,post late,1.3218390804597726,0.595666667,True
297,BS_41,BS_41_7_AC.pickle,57,post late,1.1839080459770113,0.538657143,True
298,BS_41,BS_41_7_AC.pickle,59,post late,10.240295748613654,0.546280226,True
299,BS_41,BS_41_7_AC.pickle,62,post late,3.238993710691824,0.514121964,True
300,BS_41,BS_41_7_AC.pickle,63,post late,1.6781609195402274,0.576185714,True
301,BS_41,BS_41_7_AC.pickle,64,post late,3.9080459770115,0.605054762,True
302,BS_41,BS_41_7_AC.pickle,73,post late,0.6226271829916474,0.588572217,True
303,BS_41,BS_41_7_AC.pickle,76,post late,0.39447731755424054,0.528824324,True
304,BS_41,BS_41_7_AC.pickle,81,post late,0.5865522174535049,0.604665918,True
305,BS_41,BS_41_7_AC.pickle,96,post late,0.9273182957393497,0.497423625,False
306,BS_41,BS_41_8_AC.pickle,13,post late,3.138173302107734,0.613306466,True
307,BS_41,BS_41_8_AC.pickle,15,post late,2.022653721682849,0.554159824,True
308,BS_41,BS_41_8_AC.pickle,16,post late,1.4266666666666656,0.542347921,True
309,BS_41,BS_41_8_AC.pickle,17,post late,1.6444444444444446,0.505561288,False
310,BS_41,BS_41_8_AC.pickle,25,post late,2.512280701754389,0.557586194,True
311,BS_41,BS_41_8_AC.pickle,40,post late,2.099999999999997,0.514479049,True
312,BS_41,BS_41_8_AC.pickle,49,post late,0.8936550491510256,0.553847873,True
313,BS_41,BS_41_8_AC.pickle,57,post late,2.8771929824561395,0.474523909,True
314,BS_41,BS_41_8_AC.pickle,58,post late,1.616161616161617,0.651294672,True
315,BS_41,BS_41_8_AC.pickle,59,post late,6.636225266362248,0.515860032,True
316,BS_41,BS_41_8_AC.pickle,60,post late,11.086142322097386,0.827875802,True
317,BS_41,BS_41_8_AC.pickle,61,post late,10.087719298245611,0.566279695,True
318,BS_41,BS_41_8_AC.pickle,66,post late,0.720000000000001,0.763796256,True
319,BS_41,BS_41_8_AC.pickle,67,post late,1.5677321156773214,0.671603623,True
320,BS_41,BS_41_8_AC.pickle,69,post late,0.9156626506024096,0.479870445,True
321,BS_41,BS_41_8_AC.pickle,72,post late,1.6720257234726674,0.617195266,True
