,animal,session,cluster ID,learning phase,FR modulation,control decoding performance
339,BS_42,BS_42_10_AC.pickle,3,post expert,2.4736048265460027,0.501305158
340,BS_42,BS_42_10_AC.pickle,8,post expert,4.253393665158373,0.500519529
341,BS_42,BS_42_10_AC.pickle,10,post expert,4.645550527903469,0.494210817
342,BS_42,BS_42_10_AC.pickle,11,post expert,1.4781297134238316,0.493264494
343,BS_42,BS_42_10_AC.pickle,17,post expert,0.6938159879336351,0.492887105
344,BS_42,BS_42_10_AC.pickle,18,post expert,2.9141716566866256,0.49041595
345,BS_42,BS_42_10_AC.pickle,20,post expert,1.1418047882136282,0.506816172
346,BS_42,BS_42_10_AC.pickle,26,post expert,15.656108597285073,0.495356279
347,BS_42,BS_42_11_AC.pickle,1,post expert,2.8710462287104637,0.509377287
348,BS_42,BS_42_11_AC.pickle,44,post expert,41.99513381995131,0.509707718
349,BS_42,BS_42_11_AC.pickle,48,post expert,2.725060827250609,0.502833077
350,BS_42,BS_42_2_AC.pickle,3,post early,3.813333333333332,0.49782241
351,BS_42,BS_42_2_AC.pickle,5,post early,4.21256038647343,0.495600246
352,BS_42,BS_42_2_AC.pickle,7,post early,2.131147540983604,0.503974638
353,BS_42,BS_42_2_AC.pickle,8,post early,26.400000000000002,0.501570568
354,BS_42,BS_42_2_AC.pickle,9,post early,3.727422003284073,0.497932559
355,BS_42,BS_42_2_AC.pickle,12,post early,17.21333333333333,0.49713883
356,BS_42,BS_42_2_AC.pickle,14,post early,50.14666666666665,0.502606509
357,BS_42,BS_42_2_AC.pickle,15,post early,2.0800000000000036,0.501568326
358,BS_42,BS_42_2_AC.pickle,16,post early,65.78666666666653,0.504592543
359,BS_42,BS_42_2_AC.pickle,17,post early,5.573333333333335,0.498567173
360,BS_42,BS_42_2_AC.pickle,18,post early,0.973333333333333,0.495753091
361,BS_42,BS_42_2_AC.pickle,27,post early,11.066666666666672,0.498546351
362,BS_42,BS_42_2_AC.pickle,41,post early,1.9066666666666656,0.502772759
363,BS_42,BS_42_2_AC.pickle,48,post early,1.630347054075867,0.499355987
364,BS_42,BS_42_2_AC.pickle,54,post early,16.600000000000005,0.502290025
365,BS_42,BS_42_2_AC.pickle,57,post early,17.586666666666652,0.497598181
366,BS_42,BS_42_2_AC.pickle,61,post early,8.893333333333334,0.50541995
367,BS_42,BS_42_2_AC.pickle,62,post early,4.186666666666664,0.500675251
368,BS_42,BS_42_2_AC.pickle,64,post early,6.693333333333342,0.499256839
369,BS_42,BS_42_2_AC.pickle,68,post early,104.28000000000006,
370,BS_42,BS_42_2_AC.pickle,69,post early,41.93333333333338,0.499430457
371,BS_42,BS_42_2_AC.pickle,78,post early,1.3999999999999992,0.497906977
372,BS_42,BS_42_2_AC.pickle,82,post early,19.83999999999999,0.503042475
373,BS_42,BS_42_2_AC.pickle,84,post early,16.35756056808688,0.502793295
374,BS_42,BS_42_2_AC.pickle,85,post early,47.17333333333328,0.504826062
375,BS_42,BS_42_2_AC.pickle,86,post early,22.45333333333335,0.505328336
376,BS_42,BS_42_2_AC.pickle,89,post early,2.986666666666662,0.498979435
377,BS_42,BS_42_2_AC.pickle,100,post early,0.9440813362381991,0.49946326
378,BS_42,BS_42_2_AC.pickle,108,post early,8.469241773962796,0.509693663
379,BS_42,BS_42_2_AC.pickle,112,post early,12.63492063492064,0.50634434
380,BS_42,BS_42_2_AC.pickle,115,post early,2.3129251700680267,0.498616401
381,BS_42,BS_42_2_AC.pickle,116,post early,0.3765227021040976,0.510676957
382,BS_42,BS_42_2_AC.pickle,118,post early,6.250000000000001,0.503248268
383,BS_42,BS_42_2_AC.pickle,119,post early,1.0789980732177264,
384,BS_42,BS_42_2_AC.pickle,121,post early,3.6266666666666616,0.509533923
385,BS_42,BS_42_2_AC.pickle,128,post early,0.8923884514435696,
386,BS_42,BS_42_2_AC.pickle,129,post early,1.233689205219454,0.50313215
387,BS_42,BS_42_2_AC.pickle,131,post early,1.3199999999999996,0.500723301
388,BS_42,BS_42_2_AC.pickle,135,post early,1.5615615615615615,0.492794467
389,BS_42,BS_42_3_AC.pickle,5,post early,1.6111111111111114,0.500243729
390,BS_42,BS_42_3_AC.pickle,12,post early,130.73333333333332,
391,BS_42,BS_42_3_AC.pickle,19,post early,0.7666666666666667,0.498614126
392,BS_42,BS_42_3_AC.pickle,26,post early,2.0333333333333306,0.500817025
393,BS_42,BS_42_3_AC.pickle,27,post early,1.9455252918287929,0.499978243
394,BS_42,BS_42_3_AC.pickle,47,post early,2.103448275862068,0.498641689
395,BS_42,BS_42_3_AC.pickle,48,post early,1.1743119266055055,0.498480214
396,BS_42,BS_42_3_AC.pickle,49,post early,1.3381995133819948,0.50000851
397,BS_42,BS_42_3_AC.pickle,51,post early,4.35555555555556,0.501016278
398,BS_42,BS_42_3_AC.pickle,52,post early,2.6222222222222227,0.500295321
399,BS_42,BS_42_3_AC.pickle,53,post early,13.3,0.502851806
400,BS_42,BS_42_3_AC.pickle,55,post early,0.9222222222222223,0.503642146
401,BS_42,BS_42_3_AC.pickle,56,post early,5.7333333333333405,0.50518591
402,BS_42,BS_42_3_AC.pickle,58,post early,1.9444444444444469,0.500369596
403,BS_42,BS_42_3_AC.pickle,61,post early,12.15555555555555,0.504056218
404,BS_42,BS_42_3_AC.pickle,62,post early,1.0586552217453506,0.509067265
405,BS_42,BS_42_3_AC.pickle,63,post early,18.188034188034212,0.50154386
406,BS_42,BS_42_3_AC.pickle,66,post early,5.1777777777777825,0.505273973
407,BS_42,BS_42_3_AC.pickle,71,post early,20.27777777777778,0.501006938
408,BS_42,BS_42_3_AC.pickle,73,post early,8.211111111111105,0.50113325
409,BS_42,BS_42_3_AC.pickle,80,post early,3.5111111111111133,0.499615282
410,BS_42,BS_42_3_AC.pickle,82,post early,0.4777777777777782,0.498381071
411,BS_42,BS_42_3_AC.pickle,92,post early,4.523809523809525,0.496624053
412,BS_42,BS_42_3_AC.pickle,96,post early,14.34878587196468,0.500166616
413,BS_42,BS_42_3_AC.pickle,97,post early,2.7030812324929983,0.499896642
414,BS_42,BS_42_3_AC.pickle,99,post early,1.3589128697042363,0.491596308
415,BS_42,BS_42_3_AC.pickle,101,post early,0.8659793814432997,0.493636234
416,BS_42,BS_42_3_AC.pickle,102,post early,1.9666666666666681,0.499271037
417,BS_42,BS_42_3_AC.pickle,105,post early,4.008438818565397,0.5046503
418,BS_42,BS_42_3_AC.pickle,107,post early,50.97777777777771,
419,BS_42,BS_42_4_AC.pickle,0,post early,1.997896950578338,0.499800412
420,BS_42,BS_42_4_AC.pickle,1,post early,2.6182965299684597,0.498589829
421,BS_42,BS_42_4_AC.pickle,7,post early,3.4174553101997858,0.505038542
422,BS_42,BS_42_4_AC.pickle,12,post early,0.8480565371024732,0.504000641
423,BS_42,BS_42_4_AC.pickle,13,post early,2.1766561514195595,0.503179188
424,BS_42,BS_42_4_AC.pickle,16,post early,5.215562565720304,0.497045783
425,BS_42,BS_42_4_AC.pickle,18,post early,6.572029442691902,0.502177305
426,BS_42,BS_42_4_AC.pickle,26,post early,25.541535226077862,0.500681384
427,BS_42,BS_42_4_AC.pickle,29,post early,0.6191265892758429,0.501436372
428,BS_42,BS_42_4_AC.pickle,36,post early,3.3274544385655545,0.498656774
429,BS_42,BS_42_4_AC.pickle,38,post early,1.8822292323869556,0.500139498
430,BS_42,BS_42_4_AC.pickle,40,post early,42.947845804988646,0.502868015
431,BS_42,BS_42_4_AC.pickle,41,post early,38.7802313354363,0.49863972
432,BS_42,BS_42_4_AC.pickle,42,post early,31.629863301787566,0.502333115
433,BS_42,BS_42_4_AC.pickle,45,post early,18.17225509533202,0.501681564
434,BS_42,BS_42_4_AC.pickle,46,post early,1.2855517633674642,0.500471366
435,BS_42,BS_42_4_AC.pickle,47,post early,2.538552787663106,0.503767787
436,BS_42,BS_42_4_AC.pickle,48,post early,7.920110192837468,0.498096787
437,BS_42,BS_42_4_AC.pickle,50,post early,9.481981981981987,0.49224072
438,BS_42,BS_42_4_AC.pickle,51,post early,11.125131440588826,0.502547702
439,BS_42,BS_42_4_AC.pickle,52,post early,0.8441558441558441,0.49921734
440,BS_42,BS_42_4_AC.pickle,57,post early,0.5662100456621005,0.493940548
441,BS_42,BS_42_4_AC.pickle,58,post early,3.880126182965297,0.498446566
442,BS_42,BS_42_4_AC.pickle,61,post early,8.874868559411139,0.498128831
443,BS_42,BS_42_4_AC.pickle,62,post early,1.3669821240799138,0.502642733
444,BS_42,BS_42_4_AC.pickle,63,post early,0.4463040446304044,
445,BS_42,BS_42_4_AC.pickle,65,post early,2.660882140274765,0.501720296
446,BS_42,BS_42_4_AC.pickle,66,post early,4.97801231310466,0.494609835
447,BS_42,BS_42_4_AC.pickle,68,post early,21.661409043112503,0.504824564
448,BS_42,BS_42_4_AC.pickle,69,post early,16.29629629629629,0.500220761
449,BS_42,BS_42_5_AC.pickle,0,post early,2.292993630573249,0.502076632
450,BS_42,BS_42_5_AC.pickle,1,post early,16.133333333333333,0.500120414
451,BS_42,BS_42_5_AC.pickle,3,post early,0.5200000000000011,0.501293654
452,BS_42,BS_42_5_AC.pickle,5,post early,0.8532176428054968,0.501107147
453,BS_42,BS_42_5_AC.pickle,11,post early,1.988950276243093,0.498203567
454,BS_42,BS_42_5_AC.pickle,13,post early,3.173333333333333,0.500245472
455,BS_42,BS_42_5_AC.pickle,20,post early,1.2533333333333334,0.503463676
456,BS_42,BS_42_5_AC.pickle,23,post early,0.6133333333333334,0.499950681
457,BS_42,BS_42_5_AC.pickle,24,post early,0.639999999999999,0.501467711
458,BS_42,BS_42_5_AC.pickle,33,post early,23.386666666666667,0.497439112
459,BS_42,BS_42_5_AC.pickle,38,post early,3.960000000000004,0.500616643
460,BS_42,BS_42_5_AC.pickle,39,post early,2.9395218002812933,0.499933454
461,BS_42,BS_42_5_AC.pickle,41,post early,2.655367231638418,0.502318182
462,BS_42,BS_42_6_AC.pickle,0,post late,0.9263477600607436,0.499692634
463,BS_42,BS_42_6_AC.pickle,7,post late,3.975757575757578,0.499104021
464,BS_42,BS_42_6_AC.pickle,8,post late,6.069651741293537,0.502802312
465,BS_42,BS_42_6_AC.pickle,9,post late,0.9794628751974719,0.497413429
466,BS_42,BS_42_6_AC.pickle,18,post late,4.0,0.498009291
467,BS_42,BS_42_6_AC.pickle,21,post late,7.207977207977202,0.49621202
468,BS_42,BS_42_6_AC.pickle,22,post late,7.677777777777777,0.500130064
469,BS_42,BS_42_6_AC.pickle,26,post late,13.411111111111072,0.497509318
470,BS_42,BS_42_6_AC.pickle,36,post late,1.3502109704641365,0.497580091
471,BS_42,BS_42_6_AC.pickle,47,post late,3.92452830188679,0.500997492
472,BS_42,BS_42_6_AC.pickle,48,post late,6.8777777777777915,0.500905106
473,BS_42,BS_42_6_AC.pickle,49,post late,5.702527924750152,0.499264764
474,BS_42,BS_42_6_AC.pickle,51,post late,26.352324819908343,0.500487932
475,BS_42,BS_42_6_AC.pickle,52,post late,0.7524059492563433,0.502801274
476,BS_42,BS_42_6_AC.pickle,62,post late,1.9999999999999996,0.50225136
477,BS_42,BS_42_6_AC.pickle,65,post late,2.5860023724792405,0.498034074
478,BS_42,BS_42_6_AC.pickle,66,post late,5.076923076923073,0.498846154
479,BS_42,BS_42_6_AC.pickle,67,post late,0.36697247706422026,0.503793889
480,BS_42,BS_42_6_AC.pickle,68,post late,3.259259259259259,0.497593623
481,BS_42,BS_42_6_AC.pickle,70,post late,2.925170068027214,0.502788011
482,BS_42,BS_42_6_AC.pickle,72,post late,1.5342465753424661,0.498177248
483,BS_42,BS_42_6_AC.pickle,73,post late,0.7333333333333333,0.500623505
484,BS_42,BS_42_6_AC.pickle,76,post late,0.26402640264026406,0.50601
485,BS_42,BS_42_6_AC.pickle,79,post late,1.275362318840581,0.498947607
486,BS_42,BS_42_6_AC.pickle,80,post late,0.2842377260981912,0.497154427
487,BS_42,BS_42_6_AC.pickle,86,post late,4.96706192358367,0.498110391
488,BS_42,BS_42_7_AC.pickle,0,post late,0.366666666666666,0.499017346
489,BS_42,BS_42_7_AC.pickle,1,post late,1.2387387387387372,0.498227314
490,BS_42,BS_42_7_AC.pickle,23,post late,12.933333333333316,0.498699251
491,BS_42,BS_42_7_AC.pickle,24,post late,0.5555555555555555,0.502779737
492,BS_42,BS_42_7_AC.pickle,25,post late,3.076923076923086,0.504526564
493,BS_42,BS_42_7_AC.pickle,26,post late,0.7555555555555565,0.499586221
494,BS_42,BS_42_7_AC.pickle,33,post late,6.143410852713168,0.50075677
495,BS_42,BS_42_7_AC.pickle,35,post late,3.4888888888888885,0.502731561
496,BS_42,BS_42_7_AC.pickle,42,post late,5.966666666666689,0.494473125
497,BS_42,BS_42_7_AC.pickle,45,post late,0.4066543438077632,0.495355794
498,BS_42,BS_42_7_AC.pickle,46,post late,0.9000000000000008,0.497792032
499,BS_42,BS_42_7_AC.pickle,47,post late,4.544444444444451,0.498652077
500,BS_42,BS_42_7_AC.pickle,49,post late,0.8937198067632863,0.501267766
501,BS_42,BS_42_7_AC.pickle,50,post late,0.8350730688935278,0.499993014
502,BS_42,BS_42_7_AC.pickle,52,post late,1.9835680751173703,0.493479594
503,BS_42,BS_42_7_AC.pickle,53,post late,0.5000000000000002,0.494197087
504,BS_42,BS_42_7_AC.pickle,58,post late,1.0555555555555551,0.501154441
505,BS_42,BS_42_7_AC.pickle,64,post late,0.7333333333333332,0.502610843
506,BS_42,BS_42_7_AC.pickle,65,post late,1.4000000000000012,0.503495032
507,BS_42,BS_42_7_AC.pickle,66,post late,0.8333333333333334,0.502163687
508,BS_42,BS_42_7_AC.pickle,69,post late,1.1999999999999995,0.5092
509,BS_42,BS_42_7_AC.pickle,71,post late,2.2098765432098806,0.504085342
510,BS_42,BS_42_7_AC.pickle,72,post late,3.3999999999999977,0.50401373
511,BS_42,BS_42_7_AC.pickle,73,post late,0.6790123456790125,
512,BS_42,BS_42_7_AC.pickle,84,post late,0.8444444444444444,0.497835534
513,BS_42,BS_42_7_AC.pickle,89,post late,1.2345679012345678,0.502351831
514,BS_42,BS_42_7_AC.pickle,93,post late,3.9080459770114935,0.497067024
515,BS_42,BS_42_7_AC.pickle,100,post late,32.87449392712553,0.503498902
516,BS_42,BS_42_7_AC.pickle,117,post late,0.3589743589743591,0.499302574
517,BS_42,BS_42_7_AC.pickle,119,post late,0.7888888888888897,0.499979973
518,BS_42,BS_42_7_AC.pickle,124,post late,14.862385321100914,0.495644429
519,BS_42,BS_42_8_AC.pickle,13,post expert,5.114942528735632,0.506834347
520,BS_42,BS_42_8_AC.pickle,14,post expert,3.9924670433145044,0.496616325
521,BS_42,BS_42_9_AC.pickle,9,post expert,0.5352798053527981,0.494179697
522,BS_42,BS_42_9_AC.pickle,32,post expert,3.1630170316301696,0.498936963
523,BS_49,BS_49_10_AC.pickle,12,pre late,1.0840108401084012,0.500802549
524,BS_49,BS_49_12_AC.pickle,6,pre expert,1.2121212121212117,0.503495147
525,BS_49,BS_49_12_AC.pickle,10,pre expert,10.3030303030303,0.500361343
526,BS_49,BS_49_12_AC.pickle,13,pre expert,4.646464646464645,0.49906016
527,BS_49,BS_49_12_AC.pickle,22,pre expert,3.3131313131313127,0.502835404
528,BS_49,BS_49_12_AC.pickle,39,pre expert,3.7575757575757582,0.506667345
529,BS_49,BS_49_12_AC.pickle,49,pre expert,0.6464646464646466,0.504533112
530,BS_49,BS_49_14_AC.pickle,12,post late,1.2318840579710149,0.502512143
531,BS_49,BS_49_14_AC.pickle,16,post late,0.7246376811594224,0.502084092
532,BS_49,BS_49_16_AC.pickle,7,post expert,4.371584699453552,0.509492115
533,BS_49,BS_49_16_AC.pickle,10,post expert,4.4808743169398895,0.496041193
534,BS_49,BS_49_16_AC.pickle,17,post expert,9.508196721311482,0.498691398
535,BS_49,BS_49_1_AC.pickle,0,pre early,0.8672086720867209,0.498628204
536,BS_49,BS_49_1_AC.pickle,4,pre early,3.3965672990063256,0.494800734
537,BS_49,BS_49_1_AC.pickle,6,pre early,23.1616982836495,0.500031894
538,BS_49,BS_49_1_AC.pickle,8,pre early,1.5537488708220426,0.501222638
539,BS_49,BS_49_1_AC.pickle,10,pre early,6.919602529358627,0.494642159
540,BS_49,BS_49_1_AC.pickle,11,pre early,2.890695573622398,0.495646461
541,BS_49,BS_49_1_AC.pickle,15,pre early,0.6504065040650405,0.505119058
542,BS_49,BS_49_1_AC.pickle,23,pre early,6.39566395663957,0.495512159
543,BS_49,BS_49_1_AC.pickle,24,pre early,10.514905149051494,0.498231846
544,BS_49,BS_49_1_AC.pickle,29,pre early,1.8809523809523805,0.49634109
545,BS_49,BS_49_1_AC.pickle,33,pre early,0.5420054200542004,0.500250078
546,BS_49,BS_49_1_AC.pickle,34,pre early,1.6440831074977424,0.50532614
547,BS_49,BS_49_1_AC.pickle,37,pre early,0.996884735202492,0.497702404
548,BS_49,BS_49_1_AC.pickle,46,pre early,3.5772357723577217,0.502194358
549,BS_49,BS_49_1_AC.pickle,48,pre early,1.102077687443541,0.503374994
550,BS_49,BS_49_1_AC.pickle,49,pre early,1.3188798554652204,0.501048463
551,BS_49,BS_49_1_AC.pickle,58,pre early,2.0596205962059693,0.500365125
552,BS_49,BS_49_1_AC.pickle,66,pre early,3.1255645889792247,0.499813465
553,BS_49,BS_49_1_AC.pickle,69,pre early,1.9331526648599808,0.496685862
554,BS_49,BS_49_1_AC.pickle,71,pre early,1.0117434507678411,0.500566122
555,BS_49,BS_49_1_AC.pickle,73,pre early,0.8491418247515814,0.495641435
556,BS_49,BS_49_1_AC.pickle,74,pre early,3.595302619692863,0.497177106
557,BS_49,BS_49_1_AC.pickle,80,pre early,1.2285456187895218,0.498568685
558,BS_49,BS_49_1_AC.pickle,81,pre early,0.8130081300812999,0.498142474
559,BS_49,BS_49_1_AC.pickle,82,pre early,4.6251129177958425,0.496467409
560,BS_49,BS_49_1_AC.pickle,83,pre early,0.5500550055005501,0.503420844
561,BS_49,BS_49_1_AC.pickle,94,pre early,0.3750000000000003,0.495958944
562,BS_49,BS_49_1_AC.pickle,96,pre early,8.148148148148158,0.502888099
563,BS_49,BS_49_1_AC.pickle,97,pre early,1.4453477868112015,0.501155381
564,BS_49,BS_49_1_AC.pickle,105,pre early,1.2748171368861032,0.505971925
565,BS_49,BS_49_1_AC.pickle,108,pre early,2.2764227642276462,0.493369023
566,BS_49,BS_49_1_AC.pickle,111,pre early,1.2285456187895205,0.501903965
567,BS_49,BS_49_1_AC.pickle,112,pre early,2.2944896115627853,0.497418228
568,BS_49,BS_49_1_AC.pickle,113,pre early,1.6260162601626023,0.499978297
569,BS_49,BS_49_1_AC.pickle,118,pre early,1.9152854511970507,
570,BS_49,BS_49_1_AC.pickle,124,pre early,4.433497536945816,0.498590227
571,BS_49,BS_49_1_AC.pickle,129,pre early,12.195121951219514,0.502675747
572,BS_49,BS_49_1_AC.pickle,132,pre early,2.6738934056007264,0.499890554
573,BS_49,BS_49_1_AC.pickle,133,pre early,0.28906955736224027,0.500675043
574,BS_49,BS_49_1_AC.pickle,135,pre early,4.724061810154522,0.496963819
575,BS_49,BS_49_1_AC.pickle,143,pre early,11.074977416440833,0.502751255
576,BS_49,BS_49_1_AC.pickle,146,pre early,1.3730803974706407,0.500805501
577,BS_49,BS_49_1_AC.pickle,150,pre early,1.7886178861788622,0.500747847
578,BS_49,BS_49_1_AC.pickle,152,pre early,0.9936766034326998,0.494328493
579,BS_49,BS_49_1_AC.pickle,155,pre early,1.2672176308539942,0.502864107
580,BS_49,BS_49_1_AC.pickle,157,pre early,0.5058717253839211,0.503354084
581,BS_49,BS_49_1_AC.pickle,161,pre early,1.7705510388437231,0.501009773
582,BS_49,BS_49_1_AC.pickle,162,pre early,2.603550295857989,0.497416054
583,BS_49,BS_49_1_AC.pickle,169,pre early,1.318879855465221,0.499881122
584,BS_49,BS_49_1_AC.pickle,176,pre early,0.6349206349206346,0.505886364
585,BS_49,BS_49_1_AC.pickle,178,pre early,5.185185185185187,0.501590641
586,BS_49,BS_49_1_AC.pickle,188,pre early,1.5686274509803924,0.502363636
587,BS_49,BS_49_2_AC.pickle,4,pre early,3.1652661064425747,0.497165182
588,BS_49,BS_49_2_AC.pickle,6,pre early,4.17254901960784,0.506123456
589,BS_49,BS_49_2_AC.pickle,11,pre early,4.188235294117644,0.500890705
590,BS_49,BS_49_2_AC.pickle,12,pre early,17.731481481481474,0.503572023
591,BS_49,BS_49_2_AC.pickle,16,pre early,2.2274509803921583,0.496751607
592,BS_49,BS_49_2_AC.pickle,17,pre early,8.800000000000006,0.499830356
593,BS_49,BS_49_2_AC.pickle,20,pre early,1.1764705882352946,0.508280875
594,BS_49,BS_49_2_AC.pickle,26,pre early,8.586387434554972,0.506365966
595,BS_49,BS_49_2_AC.pickle,30,pre early,12.909803921568626,0.497277741
596,BS_49,BS_49_2_AC.pickle,31,pre early,11.921568627450982,0.49750218
597,BS_49,BS_49_2_AC.pickle,39,pre early,5.991341991341984,0.496264254
598,BS_49,BS_49_2_AC.pickle,42,pre early,3.5294117647058783,0.498918361
599,BS_49,BS_49_2_AC.pickle,47,pre early,10.149019607843137,0.502788395
600,BS_49,BS_49_2_AC.pickle,58,pre early,2.7607843137254893,0.495659589
601,BS_49,BS_49_2_AC.pickle,60,pre early,1.3019607843137266,0.507432422
602,BS_49,BS_49_2_AC.pickle,64,pre early,2.337254901960788,0.500511568
603,BS_49,BS_49_2_AC.pickle,66,pre early,2.268041237113404,0.497076813
604,BS_49,BS_49_2_AC.pickle,69,pre early,1.8829516539440205,0.505703912
605,BS_49,BS_49_2_AC.pickle,78,pre early,5.239215686274507,0.504374993
606,BS_49,BS_49_2_AC.pickle,86,pre early,2.7294117647058846,0.505579424
607,BS_49,BS_49_2_AC.pickle,90,pre early,6.698039215686274,0.50102788
608,BS_49,BS_49_2_AC.pickle,102,pre early,2.2745098039215708,0.491556036
609,BS_49,BS_49_2_AC.pickle,105,pre early,3.8745098039215673,0.500683604
610,BS_49,BS_49_2_AC.pickle,110,pre early,8.594771241830069,0.506804787
611,BS_49,BS_49_2_AC.pickle,111,pre early,11.230769230769228,0.5
612,BS_49,BS_49_2_AC.pickle,113,pre early,4.207119741100325,0.50313092
613,BS_49,BS_49_2_AC.pickle,115,pre early,1.3102119460500967,0.501285403
614,BS_49,BS_49_2_AC.pickle,116,pre early,4.396135265700484,
615,BS_49,BS_49_2_AC.pickle,122,pre early,6.829268292682932,0.493823037
616,BS_49,BS_49_2_AC.pickle,127,pre early,4.128902316213494,0.502462649
617,BS_49,BS_49_2_AC.pickle,128,pre early,15.647382920110184,0.504069871
618,BS_49,BS_49_4_AC.pickle,0,pre early,1.7999999999999998,0.49400641
619,BS_49,BS_49_4_AC.pickle,7,pre early,2.2000000000000006,
620,BS_49,BS_49_4_AC.pickle,9,pre early,27.799999999999997,0.500977564
621,BS_49,BS_49_4_AC.pickle,11,pre early,4.533333333333332,0.503044872
622,BS_49,BS_49_4_AC.pickle,14,pre early,18.933333333333323,0.499375
623,BS_49,BS_49_4_AC.pickle,16,pre early,13.533333333333333,0.501105769
624,BS_49,BS_49_4_AC.pickle,18,pre early,5.866666666666665,0.492932692
625,BS_49,BS_49_4_AC.pickle,19,pre early,1.0,
626,BS_49,BS_49_4_AC.pickle,20,pre early,13.666666666666664,0.511089744
627,BS_49,BS_49_4_AC.pickle,25,pre early,6.333333333333334,0.500496795
628,BS_49,BS_49_4_AC.pickle,27,pre early,13.533333333333328,0.499102564
629,BS_49,BS_49_4_AC.pickle,28,pre early,1.4,0.498782051
630,BS_49,BS_49_4_AC.pickle,29,pre early,28.199999999999996,0.514278846
631,BS_49,BS_49_4_AC.pickle,35,pre early,29.000000000000004,0.498573718
632,BS_49,BS_49_4_AC.pickle,36,pre early,5.9333333333333345,0.499471154
633,BS_49,BS_49_4_AC.pickle,39,pre early,22.199999999999996,0.504663462
634,BS_49,BS_49_4_AC.pickle,45,pre early,17.599999999999994,0.485080128
635,BS_49,BS_49_4_AC.pickle,46,pre early,22.866666666666656,0.497708333
636,BS_49,BS_49_4_AC.pickle,53,pre early,34.66666666666667,0.488125
637,BS_49,BS_49_4_AC.pickle,54,pre early,3.266666666666667,0.499407051
638,BS_49,BS_49_4_AC.pickle,55,pre early,3.066666666666667,0.506586538
639,BS_49,BS_49_4_AC.pickle,56,pre early,16.20000000000001,0.506682692
640,BS_49,BS_49_4_AC.pickle,58,pre early,1.3333333333333337,0.502964744
641,BS_49,BS_49_4_AC.pickle,66,pre early,5.933333333333334,0.497387821
642,BS_49,BS_49_4_AC.pickle,68,pre early,16.199999999999992,0.511538462
643,BS_49,BS_49_4_AC.pickle,71,pre early,2.4000000000000004,0.504871795
644,BS_49,BS_49_4_AC.pickle,73,pre early,12.4,0.502740385
645,BS_49,BS_49_5_AC.pickle,9,pre early,9.333333333333332,0.499138527
646,BS_49,BS_49_5_AC.pickle,13,pre early,1.9555555555555557,0.481307005
647,BS_49,BS_49_5_AC.pickle,14,pre early,3.9999999999999987,
648,BS_49,BS_49_5_AC.pickle,18,pre early,4.711111111111111,0.51411374
649,BS_49,BS_49_5_AC.pickle,24,pre early,0.8888888888888887,
650,BS_49,BS_49_6_AC.pickle,0,pre late,5.384615384615385,0.50083978
651,BS_49,BS_49_6_AC.pickle,4,pre late,12.17948717948718,0.496632484
652,BS_49,BS_49_7_AC.pickle,2,pre late,4.8717948717948705,0.496705247
653,BS_49,BS_49_7_AC.pickle,4,pre late,5.897435897435897,0.49147926
654,BS_49,BS_49_9_AC.pickle,6,pre late,6.548323471400395,0.498047285
655,BS_49,BS_49_9_AC.pickle,11,pre late,5.83333333333333,0.496772949
656,BS_49,BS_49_9_AC.pickle,15,pre late,6.078431372549015,0.506931831
657,BS_49,BS_49_9_AC.pickle,18,pre late,17.622549019607856,0.493791301
658,BS_49,BS_49_9_AC.pickle,25,pre late,1.2051282051282055,0.499785786
659,BS_49,BS_49_9_AC.pickle,26,pre late,30.392156862745114,0.498403548
660,BS_49,BS_49_9_AC.pickle,27,pre late,3.750000000000002,0.497947791
661,BS_49,BS_49_9_AC.pickle,28,pre late,20.80882352941175,0.503387292
662,BS_49,BS_49_9_AC.pickle,31,pre late,1.8518518518518519,0.501802098
663,BS_49,BS_49_9_AC.pickle,32,pre late,1.2531328320802002,0.499466207
664,BS_49,BS_49_9_AC.pickle,33,pre late,14.95098039215687,0.5076458
665,BS_49,BS_49_9_AC.pickle,45,pre late,4.076923076923076,0.503317356
666,BS_49,BS_49_9_AC.pickle,49,pre late,1.1029411764705879,0.496922394
667,BS_49,BS_49_9_AC.pickle,61,pre late,11.102941176470594,0.500965886
668,BS_49,BS_49_9_AC.pickle,62,pre late,0.6127450980392155,0.495207013
669,BS_50,BS_50_2_AC.pickle,2,pre early,8.217054263565892,0.504721488
670,BS_50,BS_50_2_AC.pickle,6,pre early,14.470284237726094,0.504411093
671,BS_50,BS_50_2_AC.pickle,10,pre early,1.1886304909560723,0.501349679
672,BS_50,BS_50_2_AC.pickle,14,pre early,13.901808785529713,0.509502662
673,BS_50,BS_50_2_AC.pickle,18,pre early,2.2222222222222228,0.500419691
674,BS_50,BS_50_2_AC.pickle,19,pre early,1.5503875968992251,
675,BS_50,BS_50_2_AC.pickle,23,pre early,4.702842377260982,0.502448049
676,BS_50,BS_50_2_AC.pickle,32,pre early,3.152454780361757,0.502395318
677,BS_50,BS_50_2_AC.pickle,35,pre early,27.338501291989672,0.501462932
678,BS_50,BS_50_2_AC.pickle,42,pre early,4.754521963824288,0.498625627
679,BS_50,BS_50_2_AC.pickle,43,pre early,8.630490956072348,0.504657372
680,BS_50,BS_50_2_AC.pickle,47,pre early,5.529715762273902,0.507080616
681,BS_50,BS_50_2_AC.pickle,65,pre early,1.65374677002584,
