,animal,session,cluster ID,FR modulation,depth
387,BS_42,BS_42_2_AC.pickle,131,1.3199999999999996,0.695
388,BS_42,BS_42_2_AC.pickle,135,1.5615615615615615,0.995
389,BS_42,BS_42_3_AC.pickle,5,1.6111111111111114,0.739
390,BS_42,BS_42_3_AC.pickle,12,130.73333333333332,0.864
391,BS_42,BS_42_3_AC.pickle,19,0.7666666666666667,0.714
392,BS_42,BS_42_3_AC.pickle,26,2.0333333333333306,0.789
393,BS_42,BS_42_3_AC.pickle,27,1.9455252918287929,0.364
394,BS_42,BS_42_3_AC.pickle,47,2.103448275862068,0.389
395,BS_42,BS_42_3_AC.pickle,48,1.1743119266055055,0.414
396,BS_42,BS_42_3_AC.pickle,49,1.3381995133819948,0.414
397,BS_42,BS_42_3_AC.pickle,51,4.35555555555556,0.7515
398,BS_42,BS_42_3_AC.pickle,52,2.6222222222222227,0.789
399,BS_42,BS_42_3_AC.pickle,53,13.3,0.589
400,BS_42,BS_42_3_AC.pickle,55,0.9222222222222223,0.589
401,BS_42,BS_42_3_AC.pickle,56,5.7333333333333405,0.614
402,BS_42,BS_42_3_AC.pickle,58,1.9444444444444469,0.5765
403,BS_42,BS_42_3_AC.pickle,61,12.15555555555555,0.564
404,BS_42,BS_42_3_AC.pickle,62,1.0586552217453506,0.564
405,BS_42,BS_42_3_AC.pickle,63,18.188034188034212,0.639
406,BS_42,BS_42_3_AC.pickle,66,5.1777777777777825,0.6515
407,BS_42,BS_42_3_AC.pickle,71,20.27777777777778,0.539
408,BS_42,BS_42_3_AC.pickle,73,8.211111111111105,0.5015
409,BS_42,BS_42_3_AC.pickle,80,3.5111111111111133,0.4515
410,BS_42,BS_42_3_AC.pickle,82,0.4777777777777782,0.4265
411,BS_42,BS_42_3_AC.pickle,92,4.523809523809525,0.839
412,BS_42,BS_42_3_AC.pickle,96,14.34878587196468,0.864
413,BS_42,BS_42_3_AC.pickle,97,2.7030812324929983,0.7015
414,BS_42,BS_42_3_AC.pickle,99,1.3589128697042363,0.339
415,BS_42,BS_42_3_AC.pickle,101,0.8659793814432997,0.389
416,BS_42,BS_42_3_AC.pickle,102,1.9666666666666681,0.5765
417,BS_42,BS_42_3_AC.pickle,105,4.008438818565397,0.5515
418,BS_42,BS_42_3_AC.pickle,107,50.97777777777771,0.539
419,BS_42,BS_42_4_AC.pickle,0,1.997896950578338,0.8085
420,BS_42,BS_42_4_AC.pickle,1,2.6182965299684597,0.8585
421,BS_42,BS_42_4_AC.pickle,7,3.4174553101997858,0.8835
422,BS_42,BS_42_4_AC.pickle,12,0.8480565371024732,0.821
423,BS_42,BS_42_4_AC.pickle,13,2.1766561514195595,0.8335
424,BS_42,BS_42_4_AC.pickle,16,5.215562565720304,0.371
425,BS_42,BS_42_4_AC.pickle,18,6.572029442691902,0.321
426,BS_42,BS_42_4_AC.pickle,26,25.541535226077862,0.396
427,BS_42,BS_42_4_AC.pickle,29,0.6191265892758429,0.7835
428,BS_42,BS_42_4_AC.pickle,36,3.3274544385655545,0.571
429,BS_42,BS_42_4_AC.pickle,38,1.8822292323869556,0.6835
430,BS_42,BS_42_4_AC.pickle,40,42.947845804988646,0.4585
431,BS_42,BS_42_4_AC.pickle,41,38.7802313354363,0.4585
432,BS_42,BS_42_4_AC.pickle,42,31.629863301787566,0.4335
433,BS_42,BS_42_4_AC.pickle,45,18.17225509533202,0.1585
434,BS_42,BS_42_4_AC.pickle,46,1.2855517633674642,0.296
435,BS_42,BS_42_4_AC.pickle,47,2.538552787663106,0.3585
436,BS_42,BS_42_4_AC.pickle,48,7.920110192837468,0.3335
437,BS_42,BS_42_4_AC.pickle,50,9.481981981981987,0.2335
438,BS_42,BS_42_4_AC.pickle,51,11.125131440588826,0.2585
439,BS_42,BS_42_4_AC.pickle,52,0.8441558441558441,0.7085
440,BS_42,BS_42_4_AC.pickle,57,0.5662100456621005,0.771
441,BS_42,BS_42_4_AC.pickle,58,3.880126182965297,0.596
442,BS_42,BS_42_4_AC.pickle,61,8.874868559411139,0.5835
443,BS_42,BS_42_4_AC.pickle,62,1.3669821240799138,0.646
444,BS_42,BS_42_4_AC.pickle,63,0.4463040446304044,0.646
445,BS_42,BS_42_4_AC.pickle,65,2.660882140274765,0.4085
446,BS_42,BS_42_4_AC.pickle,66,4.97801231310466,0.3335
447,BS_42,BS_42_4_AC.pickle,68,21.661409043112503,0.5335
448,BS_42,BS_42_4_AC.pickle,69,16.29629629629629,0.321
449,BS_42,BS_42_5_AC.pickle,0,2.292993630573249,1.095
450,BS_42,BS_42_5_AC.pickle,1,16.133333333333333,1.07
451,BS_42,BS_42_5_AC.pickle,3,0.5200000000000011,1.0575
452,BS_42,BS_42_5_AC.pickle,5,0.8532176428054968,1.0325
453,BS_42,BS_42_5_AC.pickle,11,1.988950276243093,0.445
454,BS_42,BS_42_5_AC.pickle,13,3.173333333333333,0.495
455,BS_42,BS_42_5_AC.pickle,20,1.2533333333333334,0.945
456,BS_42,BS_42_5_AC.pickle,23,0.6133333333333334,0.995
457,BS_42,BS_42_5_AC.pickle,24,0.639999999999999,0.995
458,BS_42,BS_42_5_AC.pickle,33,23.386666666666667,0.6575
459,BS_42,BS_42_5_AC.pickle,38,3.960000000000004,0.57
460,BS_42,BS_42_5_AC.pickle,39,2.9395218002812933,0.5575
461,BS_42,BS_42_5_AC.pickle,41,2.655367231638418,0.5575
462,BS_42,BS_42_6_AC.pickle,0,0.9263477600607436,0.6325
463,BS_42,BS_42_6_AC.pickle,7,3.975757575757578,0.545
464,BS_42,BS_42_6_AC.pickle,8,6.069651741293537,0.645
465,BS_42,BS_42_6_AC.pickle,9,0.9794628751974719,0.645
466,BS_42,BS_42_6_AC.pickle,18,4.0,-0.03
467,BS_42,BS_42_6_AC.pickle,21,7.207977207977202,-0.005
468,BS_42,BS_42_6_AC.pickle,22,7.677777777777777,0.22
469,BS_42,BS_42_6_AC.pickle,26,13.411111111111072,0.145
470,BS_42,BS_42_6_AC.pickle,36,1.3502109704641365,0.42
471,BS_42,BS_42_6_AC.pickle,47,3.92452830188679,0.52
472,BS_42,BS_42_6_AC.pickle,48,6.8777777777777915,0.3575
473,BS_42,BS_42_6_AC.pickle,49,5.702527924750152,0.5075
474,BS_42,BS_42_6_AC.pickle,51,26.352324819908343,0.52
475,BS_42,BS_42_6_AC.pickle,52,0.7524059492563433,0.2825
476,BS_42,BS_42_6_AC.pickle,62,1.9999999999999996,0.07
477,BS_42,BS_42_6_AC.pickle,65,2.5860023724792405,0.545
478,BS_42,BS_42_6_AC.pickle,66,5.076923076923073,0.545
479,BS_42,BS_42_6_AC.pickle,67,0.36697247706422026,0.67
480,BS_42,BS_42_6_AC.pickle,68,3.259259259259259,0.195
481,BS_42,BS_42_6_AC.pickle,70,2.925170068027214,-0.005
482,BS_42,BS_42_6_AC.pickle,72,1.5342465753424661,0.245
483,BS_42,BS_42_6_AC.pickle,73,0.7333333333333333,0.245
484,BS_42,BS_42_6_AC.pickle,76,0.26402640264026406,0.395
485,BS_42,BS_42_6_AC.pickle,79,1.275362318840581,0.5075
486,BS_42,BS_42_6_AC.pickle,80,0.2842377260981912,0.52
487,BS_42,BS_42_6_AC.pickle,86,4.96706192358367,0.0575
488,BS_42,BS_42_7_AC.pickle,0,0.366666666666666,0.4325
489,BS_42,BS_42_7_AC.pickle,1,1.2387387387387372,0.6825
490,BS_42,BS_42_7_AC.pickle,23,12.933333333333316,0.195
491,BS_42,BS_42_7_AC.pickle,24,0.5555555555555555,0.17
492,BS_42,BS_42_7_AC.pickle,25,3.076923076923086,0.17
493,BS_42,BS_42_7_AC.pickle,26,0.7555555555555565,0.17
494,BS_42,BS_42_7_AC.pickle,33,6.143410852713168,-0.005
495,BS_42,BS_42_7_AC.pickle,35,3.4888888888888885,0.22
496,BS_42,BS_42_7_AC.pickle,42,5.966666666666689,0.42
497,BS_42,BS_42_7_AC.pickle,45,0.4066543438077632,0.42
498,BS_42,BS_42_7_AC.pickle,46,0.9000000000000008,0.445
499,BS_42,BS_42_7_AC.pickle,47,4.544444444444451,0.445
500,BS_42,BS_42_7_AC.pickle,49,0.8937198067632863,0.4075
501,BS_42,BS_42_7_AC.pickle,50,0.8350730688935278,0.4075
502,BS_42,BS_42_7_AC.pickle,52,1.9835680751173703,0.4575
503,BS_42,BS_42_7_AC.pickle,53,0.5000000000000002,0.395
504,BS_42,BS_42_7_AC.pickle,58,1.0555555555555551,0.47
505,BS_42,BS_42_7_AC.pickle,64,0.7333333333333332,0.37
506,BS_42,BS_42_7_AC.pickle,65,1.4000000000000012,0.37
507,BS_42,BS_42_7_AC.pickle,66,0.8333333333333334,0.495
508,BS_42,BS_42_7_AC.pickle,69,1.1999999999999995,0.5325
509,BS_42,BS_42_7_AC.pickle,71,2.2098765432098806,0.52
510,BS_42,BS_42_7_AC.pickle,72,3.3999999999999977,0.52
511,BS_42,BS_42_7_AC.pickle,73,0.6790123456790125,0.3075
512,BS_42,BS_42_7_AC.pickle,84,0.8444444444444444,0.145
513,BS_42,BS_42_7_AC.pickle,89,1.2345679012345678,0.6825
514,BS_42,BS_42_7_AC.pickle,93,3.9080459770114935,0.545
515,BS_42,BS_42_7_AC.pickle,100,32.87449392712553,-0.03
516,BS_42,BS_42_7_AC.pickle,117,0.3589743589743591,0.545
517,BS_42,BS_42_7_AC.pickle,119,0.7888888888888897,0.17
518,BS_42,BS_42_7_AC.pickle,124,14.862385321100914,0.0325
519,BS_42,BS_42_8_AC.pickle,13,5.114942528735632,0.5655
520,BS_42,BS_42_8_AC.pickle,14,3.9924670433145044,1.003
521,BS_42,BS_42_9_AC.pickle,9,0.5352798053527981,1.0325
522,BS_42,BS_42_9_AC.pickle,32,3.1630170316301696,1.0325
523,BS_49,BS_49_10_AC.pickle,12,1.0840108401084012,-0.005
524,BS_49,BS_49_12_AC.pickle,6,1.2121212121212117,0.7395
525,BS_49,BS_49_12_AC.pickle,10,10.3030303030303,0.252
526,BS_49,BS_49_12_AC.pickle,13,4.646464646464645,0.202
527,BS_49,BS_49_12_AC.pickle,22,3.3131313131313127,0.302
528,BS_49,BS_49_12_AC.pickle,39,3.7575757575757582,0.4395
529,BS_49,BS_49_12_AC.pickle,49,0.6464646464646466,0.677
530,BS_49,BS_49_14_AC.pickle,12,1.2318840579710149,1.095
531,BS_49,BS_49_14_AC.pickle,16,0.7246376811594224,0.8575
532,BS_49,BS_49_16_AC.pickle,7,4.371584699453552,0.897
533,BS_49,BS_49_16_AC.pickle,10,4.4808743169398895,0.722
534,BS_49,BS_49_16_AC.pickle,17,9.508196721311482,0.822
535,BS_49,BS_49_1_AC.pickle,0,0.8672086720867209,1.1325
536,BS_49,BS_49_1_AC.pickle,4,3.3965672990063256,0.9325
537,BS_49,BS_49_1_AC.pickle,6,23.1616982836495,1.1825
538,BS_49,BS_49_1_AC.pickle,8,1.5537488708220426,1.1825
539,BS_49,BS_49_1_AC.pickle,10,6.919602529358627,1.07
540,BS_49,BS_49_1_AC.pickle,11,2.890695573622398,1.07
541,BS_49,BS_49_1_AC.pickle,15,0.6504065040650405,1.0575
542,BS_49,BS_49_1_AC.pickle,23,6.39566395663957,1.2075
543,BS_49,BS_49_1_AC.pickle,24,10.514905149051494,1.2075
544,BS_49,BS_49_1_AC.pickle,29,1.8809523809523805,1.22
545,BS_49,BS_49_1_AC.pickle,33,0.5420054200542004,1.145
546,BS_49,BS_49_1_AC.pickle,34,1.6440831074977424,1.145
547,BS_49,BS_49_1_AC.pickle,37,0.996884735202492,1.12
548,BS_49,BS_49_1_AC.pickle,46,3.5772357723577217,0.695
549,BS_49,BS_49_1_AC.pickle,48,1.102077687443541,0.595
550,BS_49,BS_49_1_AC.pickle,49,1.3188798554652204,0.595
551,BS_49,BS_49_1_AC.pickle,58,2.0596205962059693,0.82
552,BS_49,BS_49_1_AC.pickle,66,3.1255645889792247,0.795
553,BS_49,BS_49_1_AC.pickle,69,1.9331526648599808,0.52
554,BS_49,BS_49_1_AC.pickle,71,1.0117434507678411,0.77
555,BS_49,BS_49_1_AC.pickle,73,0.8491418247515814,0.77
556,BS_49,BS_49_1_AC.pickle,74,3.595302619692863,0.72
557,BS_49,BS_49_1_AC.pickle,80,1.2285456187895218,0.645
558,BS_49,BS_49_1_AC.pickle,81,0.8130081300812999,1.095
559,BS_49,BS_49_1_AC.pickle,82,4.6251129177958425,0.92
560,BS_49,BS_49_1_AC.pickle,83,0.5500550055005501,0.9325
561,BS_49,BS_49_1_AC.pickle,94,0.3750000000000003,0.97
562,BS_49,BS_49_1_AC.pickle,96,8.148148148148158,0.8825
563,BS_49,BS_49_1_AC.pickle,97,1.4453477868112015,0.8825
564,BS_49,BS_49_1_AC.pickle,105,1.2748171368861032,0.995
565,BS_49,BS_49_1_AC.pickle,108,2.2764227642276462,0.8575
566,BS_49,BS_49_1_AC.pickle,111,1.2285456187895205,1.045
567,BS_49,BS_49_1_AC.pickle,112,2.2944896115627853,0.8075
568,BS_49,BS_49_1_AC.pickle,113,1.6260162601626023,0.7825
569,BS_49,BS_49_1_AC.pickle,118,1.9152854511970507,0.87
570,BS_49,BS_49_1_AC.pickle,124,4.433497536945816,0.7575
571,BS_49,BS_49_1_AC.pickle,129,12.195121951219514,0.4575
572,BS_49,BS_49_1_AC.pickle,132,2.6738934056007264,0.4575
573,BS_49,BS_49_1_AC.pickle,133,0.28906955736224027,0.67
574,BS_49,BS_49_1_AC.pickle,135,4.724061810154522,0.5075
575,BS_49,BS_49_1_AC.pickle,143,11.074977416440833,0.57
576,BS_49,BS_49_1_AC.pickle,146,1.3730803974706407,0.595
577,BS_49,BS_49_1_AC.pickle,150,1.7886178861788622,1.0825
578,BS_49,BS_49_1_AC.pickle,152,0.9936766034326998,1.195
579,BS_49,BS_49_1_AC.pickle,155,1.2672176308539942,1.0325
580,BS_49,BS_49_1_AC.pickle,157,0.5058717253839211,1.1575
581,BS_49,BS_49_1_AC.pickle,161,1.7705510388437231,0.845
582,BS_49,BS_49_1_AC.pickle,162,2.603550295857989,0.495
583,BS_49,BS_49_1_AC.pickle,169,1.318879855465221,0.8825
584,BS_49,BS_49_1_AC.pickle,176,0.6349206349206346,0.7325
585,BS_49,BS_49_1_AC.pickle,178,5.185185185185187,0.495
586,BS_49,BS_49_1_AC.pickle,188,1.5686274509803924,0.8825
587,BS_49,BS_49_2_AC.pickle,4,3.1652661064425747,0.7075
588,BS_49,BS_49_2_AC.pickle,6,4.17254901960784,0.72
589,BS_49,BS_49_2_AC.pickle,11,4.188235294117644,0.6825
590,BS_49,BS_49_2_AC.pickle,12,17.731481481481474,0.6575
591,BS_49,BS_49_2_AC.pickle,16,2.2274509803921583,0.17
592,BS_49,BS_49_2_AC.pickle,17,8.800000000000006,0.195
593,BS_49,BS_49_2_AC.pickle,20,1.1764705882352946,0.095
594,BS_49,BS_49_2_AC.pickle,26,8.586387434554972,0.32
595,BS_49,BS_49_2_AC.pickle,30,12.909803921568626,0.295
596,BS_49,BS_49_2_AC.pickle,31,11.921568627450982,0.27
597,BS_49,BS_49_2_AC.pickle,39,5.991341991341984,0.02
598,BS_49,BS_49_2_AC.pickle,42,3.5294117647058783,0.1075
599,BS_49,BS_49_2_AC.pickle,47,10.149019607843137,0.42
600,BS_49,BS_49_2_AC.pickle,58,2.7607843137254893,0.3325
601,BS_49,BS_49_2_AC.pickle,60,1.3019607843137266,0.3325
602,BS_49,BS_49_2_AC.pickle,64,2.337254901960788,0.2825
603,BS_49,BS_49_2_AC.pickle,66,2.268041237113404,0.3075
604,BS_49,BS_49_2_AC.pickle,69,1.8829516539440205,0.345
605,BS_49,BS_49_2_AC.pickle,78,5.239215686274507,0.22
606,BS_49,BS_49_2_AC.pickle,86,2.7294117647058846,0.2075
607,BS_49,BS_49_2_AC.pickle,90,6.698039215686274,0.2075
608,BS_49,BS_49_2_AC.pickle,102,2.2745098039215708,0.1325
609,BS_49,BS_49_2_AC.pickle,105,3.8745098039215673,0.195
610,BS_49,BS_49_2_AC.pickle,110,8.594771241830069,0.27
611,BS_49,BS_49_2_AC.pickle,111,11.230769230769228,0.27
612,BS_49,BS_49_2_AC.pickle,113,4.207119741100325,0.12
613,BS_49,BS_49_2_AC.pickle,115,1.3102119460500967,0.3075
614,BS_49,BS_49_2_AC.pickle,116,4.396135265700484,0.32
615,BS_49,BS_49_2_AC.pickle,122,6.829268292682932,0.22
616,BS_49,BS_49_2_AC.pickle,127,4.128902316213494,0.32
617,BS_49,BS_49_2_AC.pickle,128,15.647382920110184,0.1325
618,BS_49,BS_49_4_AC.pickle,0,1.7999999999999998,1.202
619,BS_49,BS_49_4_AC.pickle,7,2.2000000000000006,1.227
620,BS_49,BS_49_4_AC.pickle,9,27.799999999999997,1.1645
621,BS_49,BS_49_4_AC.pickle,11,4.533333333333332,1.177
622,BS_49,BS_49_4_AC.pickle,14,18.933333333333323,1.1895
623,BS_49,BS_49_4_AC.pickle,16,13.533333333333333,1.1395
624,BS_49,BS_49_4_AC.pickle,18,5.866666666666665,0.627
625,BS_49,BS_49_4_AC.pickle,19,1.0,0.627
626,BS_49,BS_49_4_AC.pickle,20,13.666666666666664,0.627
627,BS_49,BS_49_4_AC.pickle,25,6.333333333333334,0.652
628,BS_49,BS_49_4_AC.pickle,27,13.533333333333328,0.827
629,BS_49,BS_49_4_AC.pickle,28,1.4,0.527
630,BS_49,BS_49_4_AC.pickle,29,28.199999999999996,0.777
631,BS_49,BS_49_4_AC.pickle,35,29.000000000000004,0.777
632,BS_49,BS_49_4_AC.pickle,36,5.9333333333333345,0.552
633,BS_49,BS_49_4_AC.pickle,39,22.199999999999996,1.127
634,BS_49,BS_49_4_AC.pickle,45,17.599999999999994,0.7395
635,BS_49,BS_49_4_AC.pickle,46,22.866666666666656,0.7395
636,BS_49,BS_49_4_AC.pickle,53,34.66666666666667,0.6645
637,BS_49,BS_49_4_AC.pickle,54,3.266666666666667,0.602
638,BS_49,BS_49_4_AC.pickle,55,3.066666666666667,0.6145
639,BS_49,BS_49_4_AC.pickle,56,16.20000000000001,0.6145
640,BS_49,BS_49_4_AC.pickle,58,1.3333333333333337,1.202
641,BS_49,BS_49_4_AC.pickle,66,5.933333333333334,0.727
642,BS_49,BS_49_4_AC.pickle,68,16.199999999999992,0.652
643,BS_49,BS_49_4_AC.pickle,71,2.4000000000000004,0.6145
644,BS_49,BS_49_4_AC.pickle,73,12.4,1.202
645,BS_49,BS_49_5_AC.pickle,9,9.333333333333332,1.2075
646,BS_49,BS_49_5_AC.pickle,13,1.9555555555555557,1.145
647,BS_49,BS_49_5_AC.pickle,14,3.9999999999999987,1.12
648,BS_49,BS_49_5_AC.pickle,18,4.711111111111111,1.1075
649,BS_49,BS_49_5_AC.pickle,24,0.8888888888888887,0.995
650,BS_49,BS_49_6_AC.pickle,0,5.384615384615385,1.0575
651,BS_49,BS_49_6_AC.pickle,4,12.17948717948718,1.1575
652,BS_49,BS_49_7_AC.pickle,2,4.8717948717948705,1.2075
653,BS_49,BS_49_7_AC.pickle,4,5.897435897435897,1.1575
654,BS_49,BS_49_9_AC.pickle,6,6.548323471400395,0.5825
655,BS_49,BS_49_9_AC.pickle,11,5.83333333333333,0.545
656,BS_49,BS_49_9_AC.pickle,15,6.078431372549015,0.645
657,BS_49,BS_49_9_AC.pickle,18,17.622549019607856,0.6075
658,BS_49,BS_49_9_AC.pickle,25,1.2051282051282055,0.42
659,BS_49,BS_49_9_AC.pickle,26,30.392156862745114,0.42
660,BS_49,BS_49_9_AC.pickle,27,3.750000000000002,0.445
661,BS_49,BS_49_9_AC.pickle,28,20.80882352941175,0.445
662,BS_49,BS_49_9_AC.pickle,31,1.8518518518518519,0.3825
663,BS_49,BS_49_9_AC.pickle,32,1.2531328320802002,0.4825
664,BS_49,BS_49_9_AC.pickle,33,14.95098039215687,0.495
665,BS_49,BS_49_9_AC.pickle,45,4.076923076923076,0.3075
666,BS_49,BS_49_9_AC.pickle,49,1.1029411764705879,0.2575
667,BS_49,BS_49_9_AC.pickle,61,11.102941176470594,0.2075
668,BS_49,BS_49_9_AC.pickle,62,0.6127450980392155,0.5575
669,BS_50,BS_50_2_AC.pickle,2,8.217054263565892,0.62
670,BS_50,BS_50_2_AC.pickle,6,14.470284237726094,0.695
671,BS_50,BS_50_2_AC.pickle,10,1.1886304909560723,0.7075
672,BS_50,BS_50_2_AC.pickle,14,13.901808785529713,0.62
673,BS_50,BS_50_2_AC.pickle,18,2.2222222222222228,0.645
674,BS_50,BS_50_2_AC.pickle,19,1.5503875968992251,0.6075
675,BS_50,BS_50_2_AC.pickle,23,4.702842377260982,0.62
676,BS_50,BS_50_2_AC.pickle,32,3.152454780361757,0.445
677,BS_50,BS_50_2_AC.pickle,35,27.338501291989672,0.4075
678,BS_50,BS_50_2_AC.pickle,42,4.754521963824288,0.47
679,BS_50,BS_50_2_AC.pickle,43,8.630490956072348,0.3825
680,BS_50,BS_50_2_AC.pickle,47,5.529715762273902,0.495
681,BS_50,BS_50_2_AC.pickle,65,1.65374677002584,0.57
682,BS_50,BS_50_2_AC.pickle,68,1.4470284237726099,0.545
683,BS_50,BS_50_2_AC.pickle,74,35.45219638242894,0.62
684,BS_50,BS_50_2_AC.pickle,79,3.049095607235142,0.4575
685,BS_50,BS_50_2_AC.pickle,81,3.462532299741601,0.545
686,BS_50,BS_50_2_AC.pickle,83,2.8940568475452197,0.52
687,BS_50,BS_50_2_AC.pickle,88,2.790697674418605,0.57
688,BS_50,BS_50_2_AC.pickle,91,3.4108527131782957,0.5325
689,BS_50,BS_50_2_AC.pickle,95,10.69767441860465,0.5575
690,BS_50,BS_50_3_AC.pickle,0,17.733333333333338,0.6325
691,BS_50,BS_50_3_AC.pickle,3,65.79047619047616,0.57
692,BS_50,BS_50_3_AC.pickle,6,18.09523809523808,0.5825
693,BS_50,BS_50_3_AC.pickle,11,11.714285714285712,0.52
694,BS_50,BS_50_3_AC.pickle,16,3.6571428571428584,0.6575
695,BS_50,BS_50_3_AC.pickle,21,6.553030303030304,0.6575
696,BS_50,BS_50_3_AC.pickle,28,1.9999999999999993,0.42
697,BS_50,BS_50_3_AC.pickle,32,3.987538940809973,0.395
698,BS_50,BS_50_3_AC.pickle,34,9.31428571428572,0.47
699,BS_50,BS_50_3_AC.pickle,41,37.3904761904762,0.7075
700,BS_50,BS_50_3_AC.pickle,45,7.0132517838939865,0.6075
701,BS_50,BS_50_3_AC.pickle,50,1.1188811188811192,0.495
702,BS_50,BS_50_7_AC.pickle,3,0.9416195856873822,1.045
703,BS_50,BS_50_7_AC.pickle,5,1.4061519146264911,1.12
704,BS_50,BS_50_7_AC.pickle,10,0.729684908789386,1.1075
705,BS_50,BS_50_7_AC.pickle,12,2.9001883239171367,1.095
706,BS_50,BS_50_7_AC.pickle,20,0.7607192254495159,1.045
707,BS_50,BS_50_7_AC.pickle,23,1.2052730696798484,1.095
708,BS_51,BS_51_2_AC.pickle,0,2.0143884892086334,0.67
709,BS_51,BS_51_2_AC.pickle,3,0.927960927960928,0.495
710,BS_51,BS_51_2_AC.pickle,7,1.2454212454212468,0.7575
711,BS_51,BS_51_2_AC.pickle,12,0.8302808302808306,0.62
712,BS_56,BS_56_1_AC.pickle,0,0.5494505494505495,0.6325
713,BS_56,BS_56_1_AC.pickle,3,4.94505494505495,0.5825
714,BS_56,BS_56_1_AC.pickle,10,1.5384615384615388,0.645
715,BS_56,BS_56_1_AC.pickle,11,0.9009009009009009,0.645
716,BS_56,BS_56_1_AC.pickle,14,0.952380952380952,0.595
717,BS_56,BS_56_1_AC.pickle,15,1.0622710622710625,0.62
718,BS_56,BS_56_1_AC.pickle,16,3.809523809523811,0.6075
719,BS_56,BS_56_1_AC.pickle,17,0.21978021978021983,0.6075
720,BS_56,BS_56_1_AC.pickle,26,1.7216117216117215,0.1825
721,BS_56,BS_56_2_AC.pickle,9,4.210526315789474,0.0575
722,BS_56,BS_56_3_AC.pickle,2,0.9000000000000005,0.575
723,BS_56,BS_56_3_AC.pickle,7,0.5833333333333336,0.55
724,BS_56,BS_56_3_AC.pickle,10,1.1333333333333346,0.65
725,BS_56,BS_56_3_AC.pickle,13,0.6666666666666672,0.625
726,BS_56,BS_56_3_AC.pickle,20,0.7500000000000001,0.6
727,BS_56,BS_56_3_AC.pickle,30,0.4333333333333334,0.55
728,BS_56,BS_56_3_AC.pickle,31,0.5333333333333331,0.6
729,BS_56,BS_56_3_AC.pickle,35,4.383333333333336,0.5375
730,BS_56,BS_56_4_AC.pickle,5,3.2653061224489788,1.133
731,BS_56,BS_56_4_AC.pickle,6,2.3129251700680267,1.0955
732,BS_67,BS_67_1_AC.pickle,10,1.9209039548022588,0.1465
733,BS_67,BS_67_1_AC.pickle,14,4.7047619047619165,0.359
734,BS_67,BS_67_1_AC.pickle,16,4.957264957264958,0.309
735,BS_67,BS_67_1_AC.pickle,19,17.858880778588805,0.684
736,BS_67,BS_67_1_AC.pickle,31,10.419047619047602,0.3465
737,BS_67,BS_67_1_AC.pickle,55,14.684095860566448,0.709
738,BS_67,BS_67_1_AC.pickle,59,7.999999999999997,0.684
739,BS_67,BS_67_2_AC.pickle,1,1.8741633199464525,0.4165
740,BS_67,BS_67_2_AC.pickle,5,7.333333333333333,0.5415
741,BS_67,BS_67_2_AC.pickle,8,0.7588075880758809,0.6165
742,BS_67,BS_67_2_AC.pickle,43,2.9718875502008033,0.579
743,BS_67,BS_67_2_AC.pickle,47,16.666666666666668,0.154
744,BS_67,BS_67_2_AC.pickle,49,9.24731182795699,0.4165
745,BS_67,BS_67_3_AC.pickle,26,0.925925925925926,0.603
746,BS_70,BS_70_10_AC.pickle,11,24.944444444444464,-0.004
747,BS_70,BS_70_10_AC.pickle,16,0.7680491551459314,0.421
748,BS_70,BS_70_10_AC.pickle,19,2.642089093701996,0.4085
749,BS_70,BS_70_10_AC.pickle,27,1.1674347158218108,0.3085
750,BS_70,BS_70_10_AC.pickle,30,0.6912442396313367,0.346
751,BS_70,BS_70_10_AC.pickle,37,1.3210445468510001,-0.029
752,BS_70,BS_70_10_AC.pickle,38,1.3202933985330085,0.3335
753,BS_70,BS_70_10_AC.pickle,41,1.488888888888887,-0.004
754,BS_70,BS_70_10_AC.pickle,43,2.580645161290321,0.346
755,BS_70,BS_70_11_AC.pickle,14,2.55208333333333,0.37
756,BS_70,BS_70_11_AC.pickle,15,0.9895833333333334,0.37
757,BS_70,BS_70_11_AC.pickle,18,1.3888888888888886,0.395
758,BS_70,BS_70_11_AC.pickle,23,4.53124999999999,0.445
759,BS_70,BS_70_11_AC.pickle,24,0.8536585365853661,0.42
760,BS_70,BS_70_11_AC.pickle,32,3.802083333333332,0.3325
761,BS_70,BS_70_11_AC.pickle,35,2.1874999999999996,0.47
762,BS_70,BS_70_11_AC.pickle,37,0.7638888888888906,0.395
763,BS_70,BS_70_11_AC.pickle,38,0.8159722222222209,0.42
764,BS_70,BS_70_12_AC.pickle,5,1.5359477124183,0.395
765,BS_70,BS_70_12_AC.pickle,6,3.1243781094527345,0.395
766,BS_70,BS_70_12_AC.pickle,7,0.9309309309309319,0.4075
767,BS_70,BS_70_12_AC.pickle,19,2.0080321285140563,0.3825
768,BS_70,BS_70_12_AC.pickle,20,2.5120772946859904,0.4575
769,BS_70,BS_70_13_AC.pickle,5,0.6435006435006433,0.723
770,BS_70,BS_70_13_AC.pickle,8,3.912483912483913,0.698
771,BS_70,BS_70_13_AC.pickle,18,5.070785070785068,0.5105
772,BS_70,BS_70_1_AC.pickle,1,12.5626204238921,0.4345
773,BS_70,BS_70_1_AC.pickle,2,2.303921568627451,0.6845
774,BS_70,BS_70_1_AC.pickle,13,35.87668593448939,0.7095
775,BS_70,BS_70_1_AC.pickle,15,8.901734104046245,0.722
