,animal,session,cluster ID,category,depth
452,BS_42,BS_42_5_AC.pickle,5,NCR,1032.5
453,BS_42,BS_42_5_AC.pickle,11,NCR,445.0
454,BS_42,BS_42_5_AC.pickle,13,NCR,495.0
455,BS_42,BS_42_5_AC.pickle,20,NCR,945.0
456,BS_42,BS_42_5_AC.pickle,23,NCR,995.0
457,BS_42,BS_42_5_AC.pickle,24,NCR,995.0
458,BS_42,BS_42_5_AC.pickle,33,CR,657.5
459,BS_42,BS_42_5_AC.pickle,38,CR,570.0
460,BS_42,BS_42_5_AC.pickle,39,NCR,557.5
461,BS_42,BS_42_5_AC.pickle,41,NCR,557.5
462,BS_42,BS_42_6_AC.pickle,0,NCR,632.5
463,BS_42,BS_42_6_AC.pickle,7,CR,545.0
464,BS_42,BS_42_6_AC.pickle,8,CR,645.0
465,BS_42,BS_42_6_AC.pickle,9,NCR,645.0
466,BS_42,BS_42_6_AC.pickle,18,CR,-30.0
467,BS_42,BS_42_6_AC.pickle,21,CR,-5.0
468,BS_42,BS_42_6_AC.pickle,22,CR,220.0
469,BS_42,BS_42_6_AC.pickle,26,CR,145.0
470,BS_42,BS_42_6_AC.pickle,36,NCR,420.0
471,BS_42,BS_42_6_AC.pickle,47,CR,520.0
472,BS_42,BS_42_6_AC.pickle,48,CR,357.5
473,BS_42,BS_42_6_AC.pickle,49,CR,507.5
474,BS_42,BS_42_6_AC.pickle,51,CR,520.0
475,BS_42,BS_42_6_AC.pickle,52,NCR,282.5
476,BS_42,BS_42_6_AC.pickle,62,NCR,70.0
477,BS_42,BS_42_6_AC.pickle,65,NCR,545.0
478,BS_42,BS_42_6_AC.pickle,66,CR,545.0
479,BS_42,BS_42_6_AC.pickle,67,NCR,670.0
480,BS_42,BS_42_6_AC.pickle,68,NCR,195.0
481,BS_42,BS_42_6_AC.pickle,70,NCR,-5.0
482,BS_42,BS_42_6_AC.pickle,72,NCR,245.0
483,BS_42,BS_42_6_AC.pickle,73,NCR,245.0
484,BS_42,BS_42_6_AC.pickle,76,NCR,395.0
485,BS_42,BS_42_6_AC.pickle,79,NCR,507.5
486,BS_42,BS_42_6_AC.pickle,80,NCR,520.0
487,BS_42,BS_42_6_AC.pickle,86,CR,57.5
488,BS_42,BS_42_7_AC.pickle,0,NCR,432.5
489,BS_42,BS_42_7_AC.pickle,1,NCR,682.5
490,BS_42,BS_42_7_AC.pickle,23,CR,195.0
491,BS_42,BS_42_7_AC.pickle,24,NCR,170.0
492,BS_42,BS_42_7_AC.pickle,25,NCR,170.0
493,BS_42,BS_42_7_AC.pickle,26,NCR,170.0
494,BS_42,BS_42_7_AC.pickle,33,CR,-5.0
495,BS_42,BS_42_7_AC.pickle,35,NCR,220.0
496,BS_42,BS_42_7_AC.pickle,42,CR,420.0
497,BS_42,BS_42_7_AC.pickle,45,NCR,420.0
498,BS_42,BS_42_7_AC.pickle,46,NCR,445.0
499,BS_42,BS_42_7_AC.pickle,47,CR,445.0
500,BS_42,BS_42_7_AC.pickle,49,NCR,407.5
501,BS_42,BS_42_7_AC.pickle,50,NCR,407.5
502,BS_42,BS_42_7_AC.pickle,52,NCR,457.5
503,BS_42,BS_42_7_AC.pickle,53,NCR,395.0
504,BS_42,BS_42_7_AC.pickle,58,NCR,470.0
505,BS_42,BS_42_7_AC.pickle,64,NCR,370.0
506,BS_42,BS_42_7_AC.pickle,65,NCR,370.0
507,BS_42,BS_42_7_AC.pickle,66,NCR,495.0
508,BS_42,BS_42_7_AC.pickle,69,NCR,532.5
509,BS_42,BS_42_7_AC.pickle,71,NCR,520.0
510,BS_42,BS_42_7_AC.pickle,72,NCR,520.0
511,BS_42,BS_42_7_AC.pickle,73,NCR,307.5
512,BS_42,BS_42_7_AC.pickle,84,NCR,145.0
513,BS_42,BS_42_7_AC.pickle,89,NCR,682.5
514,BS_42,BS_42_7_AC.pickle,93,CR,545.0
515,BS_42,BS_42_7_AC.pickle,100,CR,-30.0
516,BS_42,BS_42_7_AC.pickle,117,NCR,545.0
517,BS_42,BS_42_7_AC.pickle,119,NCR,170.0
518,BS_42,BS_42_7_AC.pickle,124,CR,32.5
519,BS_42,BS_42_8_AC.pickle,13,CR,565.5
520,BS_42,BS_42_8_AC.pickle,14,CR,1003.0
521,BS_42,BS_42_9_AC.pickle,9,NCR,1032.5
522,BS_42,BS_42_9_AC.pickle,32,NCR,1032.5
523,BS_49,BS_49_10_AC.pickle,12,NCR,-5.0
524,BS_49,BS_49_12_AC.pickle,6,NCR,739.5
525,BS_49,BS_49_12_AC.pickle,10,CR,252.0
526,BS_49,BS_49_12_AC.pickle,13,CR,202.0
527,BS_49,BS_49_12_AC.pickle,22,NCR,302.0
528,BS_49,BS_49_12_AC.pickle,39,CR,439.5
529,BS_49,BS_49_12_AC.pickle,49,NCR,677.0
530,BS_49,BS_49_14_AC.pickle,12,NCR,1095.0
531,BS_49,BS_49_14_AC.pickle,16,NCR,857.5
532,BS_49,BS_49_16_AC.pickle,7,CR,897.0
533,BS_49,BS_49_16_AC.pickle,10,CR,722.0
534,BS_49,BS_49_16_AC.pickle,17,CR,822.0
535,BS_49,BS_49_1_AC.pickle,0,NCR,1132.5
536,BS_49,BS_49_1_AC.pickle,4,NCR,932.5
537,BS_49,BS_49_1_AC.pickle,6,CR,1182.5
538,BS_49,BS_49_1_AC.pickle,8,NCR,1182.5
539,BS_49,BS_49_1_AC.pickle,10,CR,1070.0
540,BS_49,BS_49_1_AC.pickle,11,NCR,1070.0
541,BS_49,BS_49_1_AC.pickle,15,NCR,1057.5
542,BS_49,BS_49_1_AC.pickle,23,CR,1207.5
543,BS_49,BS_49_1_AC.pickle,24,CR,1207.5
544,BS_49,BS_49_1_AC.pickle,29,NCR,1220.0
545,BS_49,BS_49_1_AC.pickle,33,NCR,1145.0
546,BS_49,BS_49_1_AC.pickle,34,NCR,1145.0
547,BS_49,BS_49_1_AC.pickle,37,NCR,1120.0
548,BS_49,BS_49_1_AC.pickle,46,CR,695.0
549,BS_49,BS_49_1_AC.pickle,48,NCR,595.0
550,BS_49,BS_49_1_AC.pickle,49,NCR,595.0
551,BS_49,BS_49_1_AC.pickle,58,NCR,820.0
552,BS_49,BS_49_1_AC.pickle,66,NCR,795.0
553,BS_49,BS_49_1_AC.pickle,69,NCR,520.0
554,BS_49,BS_49_1_AC.pickle,71,NCR,770.0
555,BS_49,BS_49_1_AC.pickle,73,NCR,770.0
556,BS_49,BS_49_1_AC.pickle,74,CR,720.0
557,BS_49,BS_49_1_AC.pickle,80,NCR,645.0
558,BS_49,BS_49_1_AC.pickle,81,NCR,1095.0
559,BS_49,BS_49_1_AC.pickle,82,CR,920.0
560,BS_49,BS_49_1_AC.pickle,83,NCR,932.5
561,BS_49,BS_49_1_AC.pickle,94,NCR,970.0
562,BS_49,BS_49_1_AC.pickle,96,CR,882.5
563,BS_49,BS_49_1_AC.pickle,97,NCR,882.5
564,BS_49,BS_49_1_AC.pickle,105,NCR,995.0
565,BS_49,BS_49_1_AC.pickle,108,NCR,857.5
566,BS_49,BS_49_1_AC.pickle,111,NCR,1045.0
567,BS_49,BS_49_1_AC.pickle,112,NCR,807.5
568,BS_49,BS_49_1_AC.pickle,113,NCR,782.5
569,BS_49,BS_49_1_AC.pickle,118,NCR,870.0
570,BS_49,BS_49_1_AC.pickle,124,CR,757.5
571,BS_49,BS_49_1_AC.pickle,129,CR,457.5
572,BS_49,BS_49_1_AC.pickle,132,NCR,457.5
573,BS_49,BS_49_1_AC.pickle,133,NCR,670.0
574,BS_49,BS_49_1_AC.pickle,135,CR,507.5
575,BS_49,BS_49_1_AC.pickle,143,CR,570.0
576,BS_49,BS_49_1_AC.pickle,146,NCR,595.0
577,BS_49,BS_49_1_AC.pickle,150,NCR,1082.5
578,BS_49,BS_49_1_AC.pickle,152,NCR,1195.0
579,BS_49,BS_49_1_AC.pickle,155,NCR,1032.5
580,BS_49,BS_49_1_AC.pickle,157,NCR,1157.5
581,BS_49,BS_49_1_AC.pickle,161,NCR,845.0
582,BS_49,BS_49_1_AC.pickle,162,NCR,495.0
583,BS_49,BS_49_1_AC.pickle,169,NCR,882.5
584,BS_49,BS_49_1_AC.pickle,176,NCR,732.5
585,BS_49,BS_49_1_AC.pickle,178,CR,495.0
586,BS_49,BS_49_1_AC.pickle,188,NCR,882.5
587,BS_49,BS_49_2_AC.pickle,4,NCR,707.5
588,BS_49,BS_49_2_AC.pickle,6,CR,720.0
589,BS_49,BS_49_2_AC.pickle,11,CR,682.5
590,BS_49,BS_49_2_AC.pickle,12,CR,657.5
591,BS_49,BS_49_2_AC.pickle,16,NCR,170.0
592,BS_49,BS_49_2_AC.pickle,17,CR,195.0
593,BS_49,BS_49_2_AC.pickle,20,NCR,95.0
594,BS_49,BS_49_2_AC.pickle,26,CR,320.0
595,BS_49,BS_49_2_AC.pickle,30,CR,295.0
596,BS_49,BS_49_2_AC.pickle,31,CR,270.0
597,BS_49,BS_49_2_AC.pickle,39,CR,20.0
598,BS_49,BS_49_2_AC.pickle,42,CR,107.5
599,BS_49,BS_49_2_AC.pickle,47,CR,420.0
600,BS_49,BS_49_2_AC.pickle,58,NCR,332.5
601,BS_49,BS_49_2_AC.pickle,60,NCR,332.5
602,BS_49,BS_49_2_AC.pickle,64,NCR,282.5
603,BS_49,BS_49_2_AC.pickle,66,NCR,307.5
604,BS_49,BS_49_2_AC.pickle,69,NCR,345.0
605,BS_49,BS_49_2_AC.pickle,78,CR,220.0
606,BS_49,BS_49_2_AC.pickle,86,NCR,207.5
607,BS_49,BS_49_2_AC.pickle,90,CR,207.5
608,BS_49,BS_49_2_AC.pickle,102,NCR,132.5
609,BS_49,BS_49_2_AC.pickle,105,CR,195.0
610,BS_49,BS_49_2_AC.pickle,110,CR,270.0
611,BS_49,BS_49_2_AC.pickle,111,CR,270.0
612,BS_49,BS_49_2_AC.pickle,113,CR,120.0
613,BS_49,BS_49_2_AC.pickle,115,NCR,307.5
614,BS_49,BS_49_2_AC.pickle,116,CR,320.0
615,BS_49,BS_49_2_AC.pickle,122,CR,220.0
616,BS_49,BS_49_2_AC.pickle,127,CR,320.0
617,BS_49,BS_49_2_AC.pickle,128,CR,132.5
618,BS_49,BS_49_4_AC.pickle,0,NCR,1202.0
619,BS_49,BS_49_4_AC.pickle,7,NCR,1227.0
620,BS_49,BS_49_4_AC.pickle,9,CR,1164.5
621,BS_49,BS_49_4_AC.pickle,11,CR,1177.0
622,BS_49,BS_49_4_AC.pickle,14,CR,1189.5
623,BS_49,BS_49_4_AC.pickle,16,CR,1139.5
624,BS_49,BS_49_4_AC.pickle,18,CR,627.0
625,BS_49,BS_49_4_AC.pickle,19,NCR,627.0
626,BS_49,BS_49_4_AC.pickle,20,CR,627.0
627,BS_49,BS_49_4_AC.pickle,25,CR,652.0
628,BS_49,BS_49_4_AC.pickle,27,CR,827.0
629,BS_49,BS_49_4_AC.pickle,28,NCR,527.0
630,BS_49,BS_49_4_AC.pickle,29,CR,777.0
631,BS_49,BS_49_4_AC.pickle,35,CR,777.0
632,BS_49,BS_49_4_AC.pickle,36,CR,552.0
633,BS_49,BS_49_4_AC.pickle,39,CR,1127.0
634,BS_49,BS_49_4_AC.pickle,45,CR,739.5
635,BS_49,BS_49_4_AC.pickle,46,CR,739.5
636,BS_49,BS_49_4_AC.pickle,53,CR,664.5
637,BS_49,BS_49_4_AC.pickle,54,NCR,602.0
638,BS_49,BS_49_4_AC.pickle,55,NCR,614.5
639,BS_49,BS_49_4_AC.pickle,56,CR,614.5
640,BS_49,BS_49_4_AC.pickle,58,NCR,1202.0
641,BS_49,BS_49_4_AC.pickle,66,CR,727.0
642,BS_49,BS_49_4_AC.pickle,68,CR,652.0
643,BS_49,BS_49_4_AC.pickle,71,NCR,614.5
644,BS_49,BS_49_4_AC.pickle,73,CR,1202.0
645,BS_49,BS_49_5_AC.pickle,9,CR,1207.5
646,BS_49,BS_49_5_AC.pickle,13,NCR,1145.0
647,BS_49,BS_49_5_AC.pickle,14,CR,1120.0
648,BS_49,BS_49_5_AC.pickle,18,CR,1107.5
649,BS_49,BS_49_5_AC.pickle,24,NCR,995.0
650,BS_49,BS_49_6_AC.pickle,0,CR,1057.5
651,BS_49,BS_49_6_AC.pickle,4,CR,1157.5
652,BS_49,BS_49_7_AC.pickle,2,CR,1207.5
653,BS_49,BS_49_7_AC.pickle,4,CR,1157.5
654,BS_49,BS_49_9_AC.pickle,6,CR,582.5
655,BS_49,BS_49_9_AC.pickle,11,CR,545.0
656,BS_49,BS_49_9_AC.pickle,15,CR,645.0
657,BS_49,BS_49_9_AC.pickle,18,CR,607.5
658,BS_49,BS_49_9_AC.pickle,25,NCR,420.0
659,BS_49,BS_49_9_AC.pickle,26,CR,420.0
660,BS_49,BS_49_9_AC.pickle,27,CR,445.0
661,BS_49,BS_49_9_AC.pickle,28,CR,445.0
662,BS_49,BS_49_9_AC.pickle,31,NCR,382.5
663,BS_49,BS_49_9_AC.pickle,32,NCR,482.5
664,BS_49,BS_49_9_AC.pickle,33,CR,495.0
665,BS_49,BS_49_9_AC.pickle,45,CR,307.5
666,BS_49,BS_49_9_AC.pickle,49,NCR,257.5
667,BS_49,BS_49_9_AC.pickle,61,CR,207.5
668,BS_49,BS_49_9_AC.pickle,62,NCR,557.5
669,BS_50,BS_50_2_AC.pickle,2,CR,620.0
670,BS_50,BS_50_2_AC.pickle,6,CR,695.0
671,BS_50,BS_50_2_AC.pickle,10,NCR,707.5
672,BS_50,BS_50_2_AC.pickle,14,CR,620.0
673,BS_50,BS_50_2_AC.pickle,18,NCR,645.0
674,BS_50,BS_50_2_AC.pickle,19,NCR,607.5
675,BS_50,BS_50_2_AC.pickle,23,CR,620.0
676,BS_50,BS_50_2_AC.pickle,32,NCR,445.0
677,BS_50,BS_50_2_AC.pickle,35,CR,407.5
678,BS_50,BS_50_2_AC.pickle,42,CR,470.0
679,BS_50,BS_50_2_AC.pickle,43,CR,382.5
680,BS_50,BS_50_2_AC.pickle,47,CR,495.0
681,BS_50,BS_50_2_AC.pickle,65,NCR,570.0
682,BS_50,BS_50_2_AC.pickle,68,NCR,545.0
683,BS_50,BS_50_2_AC.pickle,74,CR,620.0
684,BS_50,BS_50_2_AC.pickle,79,NCR,457.5
685,BS_50,BS_50_2_AC.pickle,81,NCR,545.0
686,BS_50,BS_50_2_AC.pickle,83,NCR,520.0
687,BS_50,BS_50_2_AC.pickle,88,NCR,570.0
688,BS_50,BS_50_2_AC.pickle,91,NCR,532.5
689,BS_50,BS_50_2_AC.pickle,95,CR,557.5
690,BS_50,BS_50_3_AC.pickle,0,CR,632.5
691,BS_50,BS_50_3_AC.pickle,3,CR,570.0
692,BS_50,BS_50_3_AC.pickle,6,CR,582.5
693,BS_50,BS_50_3_AC.pickle,11,CR,520.0
694,BS_50,BS_50_3_AC.pickle,16,CR,657.5
695,BS_50,BS_50_3_AC.pickle,21,CR,657.5
696,BS_50,BS_50_3_AC.pickle,28,NCR,420.0
697,BS_50,BS_50_3_AC.pickle,32,CR,395.0
698,BS_50,BS_50_3_AC.pickle,34,CR,470.0
699,BS_50,BS_50_3_AC.pickle,41,CR,707.5
700,BS_50,BS_50_3_AC.pickle,45,CR,607.5
701,BS_50,BS_50_3_AC.pickle,50,NCR,495.0
702,BS_50,BS_50_7_AC.pickle,3,NCR,1045.0
703,BS_50,BS_50_7_AC.pickle,5,NCR,1120.0
704,BS_50,BS_50_7_AC.pickle,10,NCR,1107.5
705,BS_50,BS_50_7_AC.pickle,12,NCR,1095.0
706,BS_50,BS_50_7_AC.pickle,20,NCR,1045.0
707,BS_50,BS_50_7_AC.pickle,23,NCR,1095.0
708,BS_51,BS_51_2_AC.pickle,0,NCR,670.0
709,BS_51,BS_51_2_AC.pickle,3,NCR,495.0
710,BS_51,BS_51_2_AC.pickle,7,NCR,757.5
711,BS_51,BS_51_2_AC.pickle,12,NCR,620.0
712,BS_56,BS_56_1_AC.pickle,0,NCR,632.5
713,BS_56,BS_56_1_AC.pickle,3,CR,582.5
714,BS_56,BS_56_1_AC.pickle,10,NCR,645.0
715,BS_56,BS_56_1_AC.pickle,11,NCR,645.0
716,BS_56,BS_56_1_AC.pickle,14,NCR,595.0
717,BS_56,BS_56_1_AC.pickle,15,NCR,620.0
718,BS_56,BS_56_1_AC.pickle,16,CR,607.5
719,BS_56,BS_56_1_AC.pickle,17,NCR,607.5
720,BS_56,BS_56_1_AC.pickle,26,NCR,182.5
721,BS_56,BS_56_2_AC.pickle,9,CR,57.5
722,BS_56,BS_56_3_AC.pickle,2,NCR,575.0
723,BS_56,BS_56_3_AC.pickle,7,NCR,550.0
724,BS_56,BS_56_3_AC.pickle,10,NCR,650.0
725,BS_56,BS_56_3_AC.pickle,13,NCR,625.0
726,BS_56,BS_56_3_AC.pickle,20,NCR,600.0
727,BS_56,BS_56_3_AC.pickle,30,NCR,550.0
728,BS_56,BS_56_3_AC.pickle,31,NCR,600.0
729,BS_56,BS_56_3_AC.pickle,35,CR,537.5
730,BS_56,BS_56_4_AC.pickle,5,NCR,1133.0
731,BS_56,BS_56_4_AC.pickle,6,NCR,1095.5
732,BS_67,BS_67_1_AC.pickle,10,NCR,146.5
733,BS_67,BS_67_1_AC.pickle,14,CR,359.0
734,BS_67,BS_67_1_AC.pickle,16,CR,309.0
735,BS_67,BS_67_1_AC.pickle,19,CR,684.0
736,BS_67,BS_67_1_AC.pickle,31,CR,346.5
737,BS_67,BS_67_1_AC.pickle,55,CR,709.0
738,BS_67,BS_67_1_AC.pickle,59,CR,684.0
739,BS_67,BS_67_2_AC.pickle,1,NCR,416.5
740,BS_67,BS_67_2_AC.pickle,5,CR,541.5
741,BS_67,BS_67_2_AC.pickle,8,NCR,616.5
742,BS_67,BS_67_2_AC.pickle,43,NCR,579.0
743,BS_67,BS_67_2_AC.pickle,47,CR,154.0
744,BS_67,BS_67_2_AC.pickle,49,CR,416.5
745,BS_67,BS_67_3_AC.pickle,26,NCR,603.0
746,BS_70,BS_70_10_AC.pickle,11,CR,-4.0
747,BS_70,BS_70_10_AC.pickle,16,NCR,421.0
748,BS_70,BS_70_10_AC.pickle,19,NCR,408.5
749,BS_70,BS_70_10_AC.pickle,27,NCR,308.5
750,BS_70,BS_70_10_AC.pickle,30,NCR,346.0
751,BS_70,BS_70_10_AC.pickle,37,NCR,-29.0
752,BS_70,BS_70_10_AC.pickle,38,NCR,333.5
753,BS_70,BS_70_10_AC.pickle,41,NCR,-4.0
754,BS_70,BS_70_10_AC.pickle,43,NCR,346.0
755,BS_70,BS_70_11_AC.pickle,14,NCR,370.0
756,BS_70,BS_70_11_AC.pickle,15,NCR,370.0
757,BS_70,BS_70_11_AC.pickle,18,NCR,395.0
758,BS_70,BS_70_11_AC.pickle,23,CR,445.0
759,BS_70,BS_70_11_AC.pickle,24,NCR,420.0
760,BS_70,BS_70_11_AC.pickle,32,CR,332.5
761,BS_70,BS_70_11_AC.pickle,35,NCR,470.0
762,BS_70,BS_70_11_AC.pickle,37,NCR,395.0
763,BS_70,BS_70_11_AC.pickle,38,NCR,420.0
764,BS_70,BS_70_12_AC.pickle,5,NCR,395.0
765,BS_70,BS_70_12_AC.pickle,6,NCR,395.0
766,BS_70,BS_70_12_AC.pickle,7,NCR,407.5
767,BS_70,BS_70_12_AC.pickle,19,NCR,382.5
768,BS_70,BS_70_12_AC.pickle,20,NCR,457.5
769,BS_70,BS_70_13_AC.pickle,5,NCR,723.0
770,BS_70,BS_70_13_AC.pickle,8,CR,698.0
771,BS_70,BS_70_13_AC.pickle,18,CR,510.5
772,BS_70,BS_70_1_AC.pickle,1,CR,434.5
773,BS_70,BS_70_1_AC.pickle,2,NCR,684.5
774,BS_70,BS_70_1_AC.pickle,13,CR,709.5
775,BS_70,BS_70_1_AC.pickle,15,CR,722.0
776,BS_70,BS_70_1_AC.pickle,23,CR,684.5
777,BS_70,BS_70_1_AC.pickle,31,NCR,172.0
778,BS_70,BS_70_1_AC.pickle,37,CR,322.0
779,BS_70,BS_70_1_AC.pickle,42,NCR,297.0
780,BS_70,BS_70_1_AC.pickle,58,NCR,22.0
781,BS_70,BS_70_1_AC.pickle,66,NCR,422.0
782,BS_70,BS_70_1_AC.pickle,69,CR,447.0
783,BS_70,BS_70_1_AC.pickle,72,CR,459.5
784,BS_70,BS_70_1_AC.pickle,73,NCR,397.0
785,BS_70,BS_70_1_AC.pickle,74,NCR,397.0
786,BS_70,BS_70_1_AC.pickle,77,NCR,472.0
787,BS_70,BS_70_1_AC.pickle,78,CR,472.0
788,BS_70,BS_70_1_AC.pickle,80,NCR,384.5
789,BS_70,BS_70_1_AC.pickle,81,NCR,384.5
790,BS_70,BS_70_1_AC.pickle,85,NCR,372.0
791,BS_70,BS_70_1_AC.pickle,88,NCR,534.5
792,BS_70,BS_70_1_AC.pickle,91,NCR,334.5
793,BS_70,BS_70_1_AC.pickle,98,CR,347.0
794,BS_70,BS_70_1_AC.pickle,124,NCR,247.0
795,BS_70,BS_70_1_AC.pickle,127,CR,472.0
796,BS_70,BS_70_1_AC.pickle,140,CR,484.5
797,BS_70,BS_70_1_AC.pickle,141,NCR,97.0
798,BS_70,BS_70_5_AC.pickle,0,CR,614.5
799,BS_70,BS_70_5_AC.pickle,3,NCR,652.0
800,BS_70,BS_70_5_AC.pickle,4,NCR,627.0
801,BS_70,BS_70_5_AC.pickle,10,CR,177.0
802,BS_70,BS_70_6_AC.pickle,2,NCR,466.5
803,BS_70,BS_70_6_AC.pickle,3,NCR,629.0
804,BS_70,BS_70_6_AC.pickle,14,NCR,604.0
805,BS_70,BS_70_6_AC.pickle,16,NCR,579.0
806,BS_70,BS_70_6_AC.pickle,37,NCR,154.0
807,BS_70,BS_70_6_AC.pickle,42,NCR,179.0
808,BS_70,BS_70_6_AC.pickle,51,NCR,441.5
809,BS_70,BS_70_6_AC.pickle,52,NCR,516.5
810,BS_70,BS_70_6_AC.pickle,56,NCR,579.0
811,BS_70,BS_70_6_AC.pickle,68,NCR,166.5
812,BS_70,BS_70_6_AC.pickle,73,NCR,629.0
813,BS_70,BS_70_6_AC.pickle,74,NCR,591.5
814,BS_70,BS_70_6_AC.pickle,78,NCR,179.0
815,BS_70,BS_70_6_AC.pickle,81,NCR,604.0
816,BS_70,BS_70_7_AC.pickle,15,NCR,1049.0
817,BS_70,BS_70_7_AC.pickle,22,CR,486.5
818,BS_70,BS_70_7_AC.pickle,45,CR,561.5
819,BS_70,BS_70_7_AC.pickle,49,CR,474.0
820,BS_70,BS_70_7_AC.pickle,51,NCR,974.0
821,BS_70,BS_70_7_AC.pickle,62,CR,549.0
822,BS_70,BS_70_7_AC.pickle,63,CR,811.5
823,BS_70,BS_70_7_AC.pickle,72,NCR,1049.0
824,BS_70,BS_70_8_AC.pickle,1,NCR,627.5
825,BS_70,BS_70_8_AC.pickle,3,NCR,627.5
826,BS_70,BS_70_8_AC.pickle,18,NCR,465.0
827,BS_70,BS_70_8_AC.pickle,20,CR,215.0
828,BS_70,BS_70_8_AC.pickle,21,CR,215.0
829,BS_70,BS_70_8_AC.pickle,25,NCR,615.0
830,BS_70,BS_70_8_AC.pickle,28,NCR,602.5
831,BS_70,BS_70_8_AC.pickle,29,NCR,590.0
832,BS_70,BS_70_8_AC.pickle,32,NCR,665.0
833,BS_70,BS_70_8_AC.pickle,36,NCR,690.0
834,BS_70,BS_70_8_AC.pickle,40,NCR,702.5
835,BS_70,BS_70_8_AC.pickle,42,NCR,715.0
836,BS_70,BS_70_8_AC.pickle,48,CR,177.5
837,BS_70,BS_70_8_AC.pickle,52,NCR,565.0
838,BS_70,BS_70_8_AC.pickle,53,NCR,665.0
839,BS_70,BS_70_9_AC.pickle,8,NCR,498.0
840,BS_70,BS_70_9_AC.pickle,9,NCR,223.0
841,BS_70,BS_70_9_AC.pickle,14,NCR,673.0
842,BS_70,BS_70_9_AC.pickle,15,NCR,635.5
843,BS_70,BS_70_9_AC.pickle,20,NCR,623.0
844,BS_70,BS_70_9_AC.pickle,21,NCR,723.0
845,BS_70,BS_70_9_AC.pickle,34,NCR,523.0
846,BS_70,BS_70_9_AC.pickle,35,CR,748.0
847,BS_70,BS_70_9_AC.pickle,36,NCR,510.5
848,BS_70,BS_70_9_AC.pickle,38,NCR,460.5
849,BS_70,BS_70_9_AC.pickle,40,NCR,435.5
850,BS_70,BS_70_9_AC.pickle,41,NCR,210.5
851,BS_70,BS_70_9_AC.pickle,48,CR,248.0
852,BS_70,BS_70_9_AC.pickle,54,NCR,573.0
853,BS_70,BS_70_9_AC.pickle,56,CR,185.5
854,BS_70,BS_70_9_AC.pickle,60,CR,223.0
855,BS_72,BS_72_10_AC.pickle,1,NCR,883.0
856,BS_72,BS_72_10_AC.pickle,13,NCR,820.5
857,BS_72,BS_72_10_AC.pickle,18,CR,183.0
858,BS_72,BS_72_10_AC.pickle,24,NCR,570.5
859,BS_72,BS_72_10_AC.pickle,31,NCR,720.5
860,BS_72,BS_72_10_AC.pickle,32,NCR,758.0
861,BS_72,BS_72_10_AC.pickle,39,NCR,895.5
862,BS_72,BS_72_12_AC.pickle,22,NCR,546.0
863,BS_72,BS_72_12_AC.pickle,25,NCR,633.5
864,BS_72,BS_72_13_AC.pickle,0,NCR,911.0
865,BS_72,BS_72_13_AC.pickle,6,CR,811.0
866,BS_72,BS_72_13_AC.pickle,10,CR,811.0
867,BS_72,BS_72_13_AC.pickle,12,CR,811.0
868,BS_72,BS_72_1_AC.pickle,0,CR,565.5
869,BS_72,BS_72_1_AC.pickle,5,NCR,678.0
870,BS_72,BS_72_1_AC.pickle,16,NCR,453.0
871,BS_72,BS_72_1_AC.pickle,18,NCR,428.0
872,BS_72,BS_72_1_AC.pickle,20,NCR,403.0
873,BS_72,BS_72_1_AC.pickle,24,NCR,378.0
874,BS_72,BS_72_1_AC.pickle,26,NCR,728.0
875,BS_72,BS_72_1_AC.pickle,27,NCR,553.0
876,BS_72,BS_72_1_AC.pickle,29,NCR,603.0
877,BS_72,BS_72_1_AC.pickle,30,CR,590.5
878,BS_72,BS_72_1_AC.pickle,31,NCR,528.0
879,BS_72,BS_72_1_AC.pickle,32,NCR,528.0
880,BS_72,BS_72_1_AC.pickle,38,CR,603.0
881,BS_72,BS_72_1_AC.pickle,41,NCR,640.5
882,BS_72,BS_72_1_AC.pickle,51,NCR,478.0
883,BS_72,BS_72_1_AC.pickle,54,CR,328.0
884,BS_72,BS_72_1_AC.pickle,58,NCR,665.5
885,BS_72,BS_72_2_AC.pickle,0,NCR,458.5
886,BS_72,BS_72_2_AC.pickle,1,NCR,683.5
887,BS_72,BS_72_2_AC.pickle,3,CR,708.5
888,BS_72,BS_72_2_AC.pickle,7,CR,583.5
889,BS_72,BS_72_2_AC.pickle,8,NCR,583.5
890,BS_72,BS_72_2_AC.pickle,17,CR,708.5
891,BS_72,BS_72_2_AC.pickle,19,CR,708.5
892,BS_72,BS_72_2_AC.pickle,20,NCR,721.0
893,BS_72,BS_72_2_AC.pickle,26,NCR,658.5
894,BS_72,BS_72_2_AC.pickle,45,NCR,683.5
895,BS_72,BS_72_2_AC.pickle,52,CR,671.0
896,BS_72,BS_72_4_AC.pickle,0,CR,432.5
897,BS_72,BS_72_4_AC.pickle,2,NCR,570.0
898,BS_72,BS_72_4_AC.pickle,7,NCR,545.0
899,BS_72,BS_72_4_AC.pickle,9,CR,532.5
900,BS_72,BS_72_4_AC.pickle,10,CR,532.5
901,BS_72,BS_72_4_AC.pickle,11,CR,532.5
902,BS_72,BS_72_4_AC.pickle,12,NCR,645.0
903,BS_72,BS_72_4_AC.pickle,34,NCR,270.0
904,BS_72,BS_72_4_AC.pickle,43,NCR,107.5
905,BS_72,BS_72_4_AC.pickle,44,CR,132.5
