,animal,session,cluster ID,learning phase,Choice modulation
0,BS_108,BS_108_1_AC.pickle,2,pre expert,3.03030303030303
1,BS_108,BS_108_1_AC.pickle,8,pre expert,8.595275029356051e-16
2,BS_108,BS_108_1_AC.pickle,9,pre expert,8.14516129032258
3,BS_108,BS_108_1_AC.pickle,14,pre expert,4.765840220385676
4,BS_108,BS_108_1_AC.pickle,34,pre expert,10.053763440860212
5,BS_108,BS_108_1_AC.pickle,35,pre expert,2.3387096774193545
6,BS_108,BS_108_2_AC.pickle,2,pre expert,6.522988505747126
7,BS_108,BS_108_2_AC.pickle,7,pre expert,4.511494252873563
8,BS_108,BS_108_2_AC.pickle,26,pre expert,1.4080459770114941
9,BS_108,BS_108_4_AC.pickle,26,post early,1.0660660660660661
10,BS_108,BS_108_4_AC.pickle,93,post early,1.6505894962486602
11,BS_108,BS_108_6_AC.pickle,2,post early,1.6003787878787883
12,BS_108,BS_108_6_AC.pickle,3,post early,3.535353535353535
13,BS_108,BS_108_6_AC.pickle,9,post early,1.6111111111111107
14,BS_108,BS_108_6_AC.pickle,33,post early,1.996336996336996
15,BS_108,BS_108_6_AC.pickle,35,post early,2.6326326326326326
16,BS_108,BS_108_6_AC.pickle,38,post early,2.1302681992337162
17,BS_108,BS_108_6_AC.pickle,39,post early,0.4735883424408016
18,BS_108,BS_108_6_AC.pickle,47,post early,4.579533941236068
19,BS_108,BS_108_6_AC.pickle,48,post early,6.2605363984674325
20,BS_108,BS_108_6_AC.pickle,49,post early,4.950191570881226
21,BS_108,BS_108_6_AC.pickle,50,post early,1.172413793103448
22,BS_108,BS_108_6_AC.pickle,72,post early,1.3716475095785436
23,BS_108,BS_108_6_AC.pickle,73,post early,1.627680311890838
24,BS_108,BS_108_6_AC.pickle,76,post early,0.5747126436781606
25,BS_108,BS_108_6_AC.pickle,78,post early,0.7761194029850746
26,BS_108,BS_108_6_AC.pickle,79,post early,0.6597222222222221
27,BS_108,BS_108_6_AC.pickle,82,post early,0.8812260536398465
28,BS_108,BS_108_6_AC.pickle,88,post early,0.22222222222222202
29,BS_108,BS_108_6_AC.pickle,90,post early,0.12101210121012096
30,BS_108,BS_108_6_AC.pickle,125,post early,0.6349206349206348
31,BS_108,BS_108_6_AC.pickle,126,post early,12.409090909090908
32,BS_108,BS_108_6_AC.pickle,133,post early,3.088122605363984
33,BS_40,BS_40_10_AC.pickle,0,pre late,0.5596107055961071
34,BS_40,BS_40_10_AC.pickle,2,pre late,2.369281045751634
35,BS_40,BS_40_10_AC.pickle,3,pre late,0.7464212678936607
36,BS_40,BS_40_10_AC.pickle,5,pre late,6.88888888888889
37,BS_40,BS_40_10_AC.pickle,9,pre late,3.0333333333333323
38,BS_40,BS_40_10_AC.pickle,12,pre late,1.826388888888889
39,BS_40,BS_40_10_AC.pickle,20,pre late,0.2857142857142856
40,BS_40,BS_40_10_AC.pickle,22,pre late,0.2112676056338027
41,BS_40,BS_40_10_AC.pickle,23,pre late,1.0388888888888892
42,BS_40,BS_40_10_AC.pickle,24,pre late,0.8666666666666668
43,BS_40,BS_40_10_AC.pickle,25,pre late,0.9333333333333336
44,BS_40,BS_40_10_AC.pickle,44,pre late,1.3236187006678812
45,BS_40,BS_40_10_AC.pickle,50,pre late,1.0555555555555556
46,BS_40,BS_40_10_AC.pickle,53,pre late,0.24067388688327324
47,BS_40,BS_40_10_AC.pickle,55,pre late,1.4111111111111108
48,BS_40,BS_40_10_AC.pickle,58,pre late,0.8722222222222225
49,BS_40,BS_40_10_AC.pickle,73,pre late,0.06074411541381852
50,BS_40,BS_40_12_AC.pickle,2,pre expert,4.276729559748427
51,BS_40,BS_40_12_AC.pickle,5,pre expert,0.1886792452830189
52,BS_40,BS_40_12_AC.pickle,6,pre expert,0.37735849056603776
53,BS_40,BS_40_12_AC.pickle,27,pre expert,0.6918238993710687
54,BS_40,BS_40_12_AC.pickle,29,pre expert,1.0691823899371071
55,BS_40,BS_40_12_AC.pickle,50,pre expert,1.69811320754717
56,BS_40,BS_40_12_AC.pickle,52,pre expert,0.3773584905660372
57,BS_40,BS_40_12_AC.pickle,56,pre expert,2.2641509433962264
58,BS_40,BS_40_12_AC.pickle,57,pre expert,3.396226415094339
59,BS_40,BS_40_12_AC.pickle,80,pre expert,0.25157232704402505
60,BS_40,BS_40_12_AC.pickle,85,pre expert,1.3333333333333335
61,BS_40,BS_40_12_AC.pickle,100,pre expert,2.0754716981132075
62,BS_40,BS_40_12_AC.pickle,103,pre expert,0.18867924528301888
63,BS_40,BS_40_12_AC.pickle,118,pre expert,2.389937106918239
64,BS_40,BS_40_15_AC.pickle,0,post early,2.6453488372093013
65,BS_40,BS_40_15_AC.pickle,1,post early,0.8333333333333335
66,BS_40,BS_40_15_AC.pickle,3,post early,0.8914728682170535
67,BS_40,BS_40_15_AC.pickle,7,post early,1.1965811965811963
68,BS_40,BS_40_15_AC.pickle,10,post early,1.5600775193798455
69,BS_40,BS_40_15_AC.pickle,40,post early,3.614303959131546
70,BS_40,BS_40_15_AC.pickle,47,post early,1.5213178294573637
71,BS_40,BS_40_15_AC.pickle,60,post early,0.3460207612456748
72,BS_40,BS_40_15_AC.pickle,62,post early,2.0028011204481797
73,BS_40,BS_40_15_AC.pickle,64,post early,0.8236434108527105
74,BS_40,BS_40_15_AC.pickle,66,post early,1.0499490316004083
75,BS_40,BS_40_15_AC.pickle,68,post early,1.1918604651162783
76,BS_40,BS_40_16_AC.pickle,0,post early,3.4772182254196635
77,BS_40,BS_40_16_AC.pickle,4,post early,0.5029838022165389
78,BS_40,BS_40_16_AC.pickle,5,post early,1.048593350383632
79,BS_40,BS_40_16_AC.pickle,10,post early,0.4177323103154312
80,BS_40,BS_40_16_AC.pickle,14,post early,4.720430107526881
81,BS_40,BS_40_16_AC.pickle,15,post early,1.2609649122807018
82,BS_40,BS_40_16_AC.pickle,16,post early,0.8385093167701865
83,BS_40,BS_40_16_AC.pickle,21,post early,0.34100596760443347
84,BS_40,BS_40_16_AC.pickle,24,post early,3.36405529953917
85,BS_40,BS_40_16_AC.pickle,26,post early,2.1978021978021975
86,BS_40,BS_40_16_AC.pickle,35,post early,1.5447154471544715
87,BS_40,BS_40_18_AC.pickle,2,post early,0.8088235294117649
88,BS_40,BS_40_18_AC.pickle,4,post early,0.5637254901960785
89,BS_40,BS_40_18_AC.pickle,19,post early,0.6177606177606177
90,BS_40,BS_40_18_AC.pickle,36,post early,0.5514705882352949
91,BS_40,BS_40_18_AC.pickle,41,post early,0.4534313725490197
92,BS_40,BS_40_18_AC.pickle,49,post early,0.42666666666666647
93,BS_40,BS_40_19_AC.pickle,1,post late,0.7039337474120088
94,BS_40,BS_40_19_AC.pickle,3,post late,0.28985507246376835
95,BS_40,BS_40_19_AC.pickle,6,post late,0.17943409247757083
96,BS_40,BS_40_19_AC.pickle,8,post late,0.1725327812284335
97,BS_40,BS_40_19_AC.pickle,19,post late,0.4692891649413386
98,BS_40,BS_40_19_AC.pickle,22,post late,1.366459627329192
99,BS_40,BS_40_19_AC.pickle,31,post late,0.30365769496204276
100,BS_40,BS_40_19_AC.pickle,33,post late,0.40712468193384216
101,BS_40,BS_40_19_AC.pickle,34,post late,0.060422960725075484
102,BS_40,BS_40_19_AC.pickle,35,post late,0.7278020378457059
103,BS_40,BS_40_19_AC.pickle,46,post late,1.2284334023464452
104,BS_40,BS_40_19_AC.pickle,47,post late,0.28295376121463073
105,BS_40,BS_40_19_AC.pickle,48,post late,0.9385783298826771
106,BS_40,BS_40_21_AC.pickle,4,post expert,0.03623188405797096
107,BS_40,BS_40_21_AC.pickle,32,post expert,0.9420289855072462
108,BS_40,BS_40_21_AC.pickle,33,post expert,7.401486830834377e-17
109,BS_40,BS_40_21_AC.pickle,37,post expert,0.41666666666666663
110,BS_40,BS_40_21_AC.pickle,42,post expert,2.028985507246377
111,BS_40,BS_40_21_AC.pickle,49,post expert,4.021739130434781
112,BS_40,BS_40_21_AC.pickle,53,post expert,2.5641025641025643
113,BS_40,BS_40_21_AC.pickle,54,post expert,4.0
114,BS_40,BS_40_21_AC.pickle,55,post expert,0.07246376811594209
115,BS_40,BS_40_22_AC.pickle,1,post expert,0.7070707070707068
116,BS_40,BS_40_22_AC.pickle,7,post expert,0.6464646464646476
117,BS_40,BS_40_22_AC.pickle,11,post expert,6.690476190476189
118,BS_40,BS_40_22_AC.pickle,13,post expert,0.3636363636363641
119,BS_40,BS_40_2_AC.pickle,4,pre late,0.15360983102918585
120,BS_40,BS_40_2_AC.pickle,15,pre late,1.147959183673469
121,BS_40,BS_40_2_AC.pickle,18,pre late,0.14455782312925197
122,BS_40,BS_40_2_AC.pickle,30,pre late,0.20408163265306115
123,BS_40,BS_40_2_AC.pickle,33,pre late,2.0434227330779056
124,BS_40,BS_40_2_AC.pickle,43,pre late,3.2138590203106334
125,BS_40,BS_40_2_AC.pickle,45,pre late,1.0240334378265412
126,BS_40,BS_40_2_AC.pickle,46,pre late,1.0289115646258498
127,BS_40,BS_40_2_AC.pickle,51,pre late,0.7653061224489793
128,BS_40,BS_40_2_AC.pickle,56,pre late,0.5250305250305254
129,BS_40,BS_40_2_AC.pickle,58,pre late,0.5017006802721086
130,BS_40,BS_40_2_AC.pickle,61,pre late,0.6972789115646258
131,BS_40,BS_40_2_AC.pickle,65,pre late,1.6921768707482991
132,BS_40,BS_40_2_AC.pickle,66,pre late,0.5272108843537414
133,BS_40,BS_40_2_AC.pickle,67,pre late,2.5303030303030307
134,BS_40,BS_40_2_AC.pickle,70,pre late,1.4030612244897955
135,BS_40,BS_40_2_AC.pickle,72,pre late,0.15306122448979584
136,BS_40,BS_40_2_AC.pickle,83,pre late,2.032312925170068
137,BS_40,BS_40_2_AC.pickle,96,pre late,9.447278911564625
138,BS_40,BS_40_2_AC.pickle,97,pre late,2.057823129251701
139,BS_40,BS_40_2_AC.pickle,98,pre late,0.5612244897959188
140,BS_40,BS_40_2_AC.pickle,103,pre late,1.0459183673469385
141,BS_40,BS_40_2_AC.pickle,115,pre late,2.8342749529190203
142,BS_40,BS_40_2_AC.pickle,120,pre late,1.1531531531531534
143,BS_40,BS_40_2_AC.pickle,122,pre late,4.071428571428571
144,BS_40,BS_40_2_AC.pickle,124,pre late,2.7380952380952377
145,BS_40,BS_40_2_AC.pickle,133,pre late,1.4710884353741498
146,BS_40,BS_40_2_AC.pickle,138,pre late,0.8516886930983847
147,BS_40,BS_40_2_AC.pickle,142,pre late,0.1277584204413474
148,BS_40,BS_40_2_AC.pickle,153,pre late,0.3174603174603174
149,BS_40,BS_40_2_AC.pickle,154,pre late,1.0034013605442176
