,animal,session,cluster ID,learning phase,category
416,DS_15,DS_15_17_AC.pickle,0,post expert,NCR
417,DS_15,DS_15_17_AC.pickle,15,post expert,CR (enhanced)
418,DS_15,DS_15_17_AC.pickle,28,post expert,NCR
419,DS_15,DS_15_17_AC.pickle,54,post expert,NCR
420,DS_15,DS_15_1_AC.pickle,3,pre expert,CR (enhanced)
421,DS_15,DS_15_1_AC.pickle,5,pre expert,CR (suppressed)
422,DS_15,DS_15_1_AC.pickle,22,pre expert,CR (enhanced)
423,DS_15,DS_15_1_AC.pickle,46,pre expert,CR (enhanced)
424,DS_15,DS_15_1_AC.pickle,49,pre expert,CR (enhanced)
425,DS_15,DS_15_1_AC.pickle,52,pre expert,NCR
426,DS_15,DS_15_1_AC.pickle,59,pre expert,CR (suppressed)
427,DS_15,DS_15_1_AC.pickle,81,pre expert,NCR
428,DS_15,DS_15_1_AC.pickle,87,pre expert,CR (enhanced)
429,DS_19,DS_19_18_AC.pickle,4,post expert,NCR
430,DS_19,DS_19_18_AC.pickle,6,post expert,NCR
431,DS_19,DS_19_18_AC.pickle,10,post expert,CR (enhanced)
432,DS_19,DS_19_18_AC.pickle,30,post expert,NCR
433,DS_19,DS_19_19_AC.pickle,2,post expert,CR (enhanced)
434,DS_19,DS_19_19_AC.pickle,21,post expert,CR (enhanced)
435,DS_19,DS_19_19_AC.pickle,27,post expert,NCR
436,DS_19,DS_19_19_AC.pickle,38,post expert,NCR
437,DS_19,DS_19_19_AC.pickle,42,post expert,CR (enhanced)
438,DS_19,DS_19_19_AC.pickle,45,post expert,NCR
439,DS_19,DS_19_1_AC.pickle,12,pre expert,NCR
440,DS_19,DS_19_1_AC.pickle,14,pre expert,NCR
441,DS_19,DS_19_1_AC.pickle,15,pre expert,NCR
442,DS_19,DS_19_1_AC.pickle,41,pre expert,CR (enhanced)
443,DS_19,DS_19_1_AC.pickle,68,pre expert,NCR
444,DS_19,DS_19_1_AC.pickle,96,pre expert,NCR
445,DS_19,DS_19_20_AC.pickle,7,post expert,CR (enhanced)
446,DS_19,DS_19_20_AC.pickle,8,post expert,NCR
447,DS_19,DS_19_20_AC.pickle,14,post expert,CR (enhanced)
