,animal,session,cluster ID,learning phase,Stimulus decoding,Choice decoding
362,BS_42,BS_42_2_AC.pickle,41,post early,0.516613172,0.5591907744308581
363,BS_42,BS_42_2_AC.pickle,48,post early,0.541347159,
364,BS_42,BS_42_2_AC.pickle,54,post early,0.559525594,0.5705885276866488
365,BS_42,BS_42_2_AC.pickle,57,post early,0.523358639,0.5185147628988966
366,BS_42,BS_42_2_AC.pickle,61,post early,0.6045903,0.4278288100208769
367,BS_42,BS_42_2_AC.pickle,62,post early,0.624962522,0.547566358484939
368,BS_42,BS_42_2_AC.pickle,64,post early,0.563356397,0.5195814693309476
369,BS_42,BS_42_2_AC.pickle,68,post early,,0.4887732378964112
370,BS_42,BS_42_2_AC.pickle,69,post early,0.543665513,0.489868774232031
371,BS_42,BS_42_2_AC.pickle,78,post early,0.50364213,0.5354478576399246
372,BS_42,BS_42_2_AC.pickle,82,post early,0.643283042,0.5900029824038177
373,BS_42,BS_42_2_AC.pickle,84,post early,0.503680463,0.3953451923076923
374,BS_42,BS_42_2_AC.pickle,85,post early,0.64974598,0.5503956655731187
375,BS_42,BS_42_2_AC.pickle,86,post early,0.614041579,0.5680355900188886
376,BS_42,BS_42_2_AC.pickle,89,post early,0.543333333,
377,BS_42,BS_42_2_AC.pickle,100,post early,0.5135313,
378,BS_42,BS_42_2_AC.pickle,108,post early,0.522420147,
379,BS_42,BS_42_2_AC.pickle,112,post early,0.472089985,0.4321883572081683
380,BS_42,BS_42_2_AC.pickle,115,post early,0.483503943,
381,BS_42,BS_42_2_AC.pickle,116,post early,0.525299236,
382,BS_42,BS_42_2_AC.pickle,118,post early,0.500573799,
383,BS_42,BS_42_2_AC.pickle,119,post early,,
384,BS_42,BS_42_2_AC.pickle,121,post early,0.484788904,
385,BS_42,BS_42_2_AC.pickle,128,post early,,
386,BS_42,BS_42_2_AC.pickle,129,post early,0.549610477,
387,BS_42,BS_42_2_AC.pickle,131,post early,0.573034467,
388,BS_42,BS_42_2_AC.pickle,135,post early,0.541490413,
389,BS_42,BS_42_3_AC.pickle,5,post early,0.540738748,
390,BS_42,BS_42_3_AC.pickle,12,post early,,
391,BS_42,BS_42_3_AC.pickle,19,post early,0.522841576,
392,BS_42,BS_42_3_AC.pickle,26,post early,0.570240171,
393,BS_42,BS_42_3_AC.pickle,27,post early,0.570326717,
394,BS_42,BS_42_3_AC.pickle,47,post early,0.582551293,
395,BS_42,BS_42_3_AC.pickle,48,post early,0.449476726,
396,BS_42,BS_42_3_AC.pickle,49,post early,0.55273492,
397,BS_42,BS_42_3_AC.pickle,51,post early,0.510909536,0.5781729184840555
398,BS_42,BS_42_3_AC.pickle,52,post early,0.514146059,0.5152205098381312
399,BS_42,BS_42_3_AC.pickle,53,post early,0.535327344,0.4349752835126489
400,BS_42,BS_42_3_AC.pickle,55,post early,0.548359278,0.4888640108558689
401,BS_42,BS_42_3_AC.pickle,56,post early,0.580080502,0.457559368033343
402,BS_42,BS_42_3_AC.pickle,58,post early,0.520034247,0.6430977997479888
403,BS_42,BS_42_3_AC.pickle,61,post early,0.543824942,0.5570437142580207
404,BS_42,BS_42_3_AC.pickle,62,post early,0.533940781,
405,BS_42,BS_42_3_AC.pickle,63,post early,0.461400746,0.4340566065271438
406,BS_42,BS_42_3_AC.pickle,66,post early,0.518399306,0.547038867887952
407,BS_42,BS_42_3_AC.pickle,71,post early,0.486938267,0.478039158670156
408,BS_42,BS_42_3_AC.pickle,73,post early,0.511588685,0.4861674905495783
409,BS_42,BS_42_3_AC.pickle,80,post early,0.534072229,0.4520393525249588
410,BS_42,BS_42_3_AC.pickle,82,post early,0.487024551,
411,BS_42,BS_42_3_AC.pickle,92,post early,0.539610668,
412,BS_42,BS_42_3_AC.pickle,96,post early,0.648849175,0.49016393009768
413,BS_42,BS_42_3_AC.pickle,97,post early,0.552901512,0.5104430851063828
414,BS_42,BS_42_3_AC.pickle,99,post early,0.44205423,
415,BS_42,BS_42_3_AC.pickle,101,post early,0.628104405,
416,BS_42,BS_42_3_AC.pickle,102,post early,0.514246131,
417,BS_42,BS_42_3_AC.pickle,105,post early,0.468091915,
418,BS_42,BS_42_3_AC.pickle,107,post early,,
419,BS_42,BS_42_4_AC.pickle,0,post early,0.500042909,0.512193971705618
420,BS_42,BS_42_4_AC.pickle,1,post early,0.550958068,0.5273589723799469
421,BS_42,BS_42_4_AC.pickle,7,post early,0.550070552,0.5166575775249619
422,BS_42,BS_42_4_AC.pickle,12,post early,0.497541851,
423,BS_42,BS_42_4_AC.pickle,13,post early,0.480412868,0.5076176841946459
424,BS_42,BS_42_4_AC.pickle,16,post early,0.477662463,0.5235522978156318
425,BS_42,BS_42_4_AC.pickle,18,post early,0.50529323,0.4797912844593485
426,BS_42,BS_42_4_AC.pickle,26,post early,0.530660351,0.6293487326617478
427,BS_42,BS_42_4_AC.pickle,29,post early,0.490107363,
428,BS_42,BS_42_4_AC.pickle,36,post early,0.564843314,
429,BS_42,BS_42_4_AC.pickle,38,post early,0.515576458,0.474705159484493
430,BS_42,BS_42_4_AC.pickle,40,post early,0.584086111,0.557558599058849
431,BS_42,BS_42_4_AC.pickle,41,post early,0.599022545,0.6787275882913653
432,BS_42,BS_42_4_AC.pickle,42,post early,0.554145195,0.5545853016193039
433,BS_42,BS_42_4_AC.pickle,45,post early,0.549262616,0.6746857115414568
434,BS_42,BS_42_4_AC.pickle,46,post early,0.497773097,
435,BS_42,BS_42_4_AC.pickle,47,post early,0.453298931,
436,BS_42,BS_42_4_AC.pickle,48,post early,0.510211321,0.5718418520398525
437,BS_42,BS_42_4_AC.pickle,50,post early,0.525857914,0.5708205737345784
438,BS_42,BS_42_4_AC.pickle,51,post early,0.471235616,0.4964928118256713
439,BS_42,BS_42_4_AC.pickle,52,post early,0.482149875,
440,BS_42,BS_42_4_AC.pickle,57,post early,0.506724081,
441,BS_42,BS_42_4_AC.pickle,58,post early,0.557826789,0.5014395746813514
442,BS_42,BS_42_4_AC.pickle,61,post early,0.563500433,0.5587632957080684
443,BS_42,BS_42_4_AC.pickle,62,post early,0.50580702,
444,BS_42,BS_42_4_AC.pickle,63,post early,,
445,BS_42,BS_42_4_AC.pickle,65,post early,0.568079778,
446,BS_42,BS_42_4_AC.pickle,66,post early,0.479419333,
447,BS_42,BS_42_4_AC.pickle,68,post early,0.515367456,0.5791032142663194
448,BS_42,BS_42_4_AC.pickle,69,post early,0.557973925,0.5042957771260995
449,BS_42,BS_42_5_AC.pickle,0,post early,0.483964008,
450,BS_42,BS_42_5_AC.pickle,1,post early,0.485629854,0.5318222222222225
451,BS_42,BS_42_5_AC.pickle,3,post early,0.489946038,
452,BS_42,BS_42_5_AC.pickle,5,post early,0.509777762,
453,BS_42,BS_42_5_AC.pickle,11,post early,0.522735154,
454,BS_42,BS_42_5_AC.pickle,13,post early,0.498610911,0.5631111111111116
455,BS_42,BS_42_5_AC.pickle,20,post early,0.513208275,0.5139777777777781
456,BS_42,BS_42_5_AC.pickle,23,post early,0.51521657,
457,BS_42,BS_42_5_AC.pickle,24,post early,0.500888857,
458,BS_42,BS_42_5_AC.pickle,33,post early,0.565337785,0.5424000000000003
459,BS_42,BS_42_5_AC.pickle,38,post early,0.522298282,0.5167333333333337
460,BS_42,BS_42_5_AC.pickle,39,post early,0.515662954,
461,BS_42,BS_42_5_AC.pickle,41,post early,0.439469697,
462,BS_42,BS_42_6_AC.pickle,0,post late,0.535315248,
463,BS_42,BS_42_6_AC.pickle,7,post late,0.50630877,
464,BS_42,BS_42_6_AC.pickle,8,post late,0.52706451,0.5359084752462047
465,BS_42,BS_42_6_AC.pickle,9,post late,0.469757296,
466,BS_42,BS_42_6_AC.pickle,18,post late,0.502483965,
467,BS_42,BS_42_6_AC.pickle,21,post late,0.510758976,0.4737331884057969
468,BS_42,BS_42_6_AC.pickle,22,post late,0.540737325,0.6257147254776929
469,BS_42,BS_42_6_AC.pickle,26,post late,0.586104429,0.556519492513028
470,BS_42,BS_42_6_AC.pickle,36,post late,0.531062258,0.5088589572420615
471,BS_42,BS_42_6_AC.pickle,47,post late,0.522789558,0.5074692348849649
472,BS_42,BS_42_6_AC.pickle,48,post late,0.562139543,0.4724241957826691
473,BS_42,BS_42_6_AC.pickle,49,post late,0.549600989,0.4925814708807889
474,BS_42,BS_42_6_AC.pickle,51,post late,0.548560656,0.4964304997429683
475,BS_42,BS_42_6_AC.pickle,52,post late,0.512710718,
476,BS_42,BS_42_6_AC.pickle,62,post late,0.53788983,0.5296332373183229
477,BS_42,BS_42_6_AC.pickle,65,post late,0.515667688,
478,BS_42,BS_42_6_AC.pickle,66,post late,0.500769231,0.5364880952380952
479,BS_42,BS_42_6_AC.pickle,67,post late,0.527242625,
480,BS_42,BS_42_6_AC.pickle,68,post late,0.485257694,
481,BS_42,BS_42_6_AC.pickle,70,post late,0.546101604,
482,BS_42,BS_42_6_AC.pickle,72,post late,0.505416761,
483,BS_42,BS_42_6_AC.pickle,73,post late,0.514177617,0.5649352448382772
484,BS_42,BS_42_6_AC.pickle,76,post late,0.582859298,
485,BS_42,BS_42_6_AC.pickle,79,post late,0.506674046,
486,BS_42,BS_42_6_AC.pickle,80,post late,0.506529325,
487,BS_42,BS_42_6_AC.pickle,86,post late,0.533607569,0.5133098700048552
488,BS_42,BS_42_7_AC.pickle,0,post late,0.517473492,
489,BS_42,BS_42_7_AC.pickle,1,post late,0.498803366,
490,BS_42,BS_42_7_AC.pickle,23,post late,0.548641396,0.5898986486486487
491,BS_42,BS_42_7_AC.pickle,24,post late,0.55641952,
492,BS_42,BS_42_7_AC.pickle,25,post late,0.564156688,
493,BS_42,BS_42_7_AC.pickle,26,post late,0.539946261,
494,BS_42,BS_42_7_AC.pickle,33,post late,0.545930169,
495,BS_42,BS_42_7_AC.pickle,35,post late,0.577797928,
496,BS_42,BS_42_7_AC.pickle,42,post late,0.661087685,0.4499493243243246
497,BS_42,BS_42_7_AC.pickle,45,post late,0.537687533,
498,BS_42,BS_42_7_AC.pickle,46,post late,0.587834422,
499,BS_42,BS_42_7_AC.pickle,47,post late,0.53906096,0.4492905405405408
500,BS_42,BS_42_7_AC.pickle,49,post late,0.602324786,
501,BS_42,BS_42_7_AC.pickle,50,post late,0.52185495,
502,BS_42,BS_42_7_AC.pickle,52,post late,0.600628058,
503,BS_42,BS_42_7_AC.pickle,53,post late,0.689817532,
504,BS_42,BS_42_7_AC.pickle,58,post late,0.530503566,0.4763513513513517
505,BS_42,BS_42_7_AC.pickle,64,post late,0.571879304,
506,BS_42,BS_42_7_AC.pickle,65,post late,0.565065588,0.4483614864864867
507,BS_42,BS_42_7_AC.pickle,66,post late,0.609842344,
508,BS_42,BS_42_7_AC.pickle,69,post late,0.5224,
509,BS_42,BS_42_7_AC.pickle,71,post late,0.619192981,0.4684586466165418
510,BS_42,BS_42_7_AC.pickle,72,post late,0.570750008,0.4551182432432435
511,BS_42,BS_42_7_AC.pickle,73,post late,,
512,BS_42,BS_42_7_AC.pickle,84,post late,0.599343896,
513,BS_42,BS_42_7_AC.pickle,89,post late,0.589353999,
514,BS_42,BS_42_7_AC.pickle,93,post late,0.578677569,
515,BS_42,BS_42_7_AC.pickle,100,post late,0.629369621,0.5541408742397161
516,BS_42,BS_42_7_AC.pickle,117,post late,0.547886319,
517,BS_42,BS_42_7_AC.pickle,119,post late,0.664132333,
518,BS_42,BS_42_7_AC.pickle,124,post late,0.527754811,0.7002280881734005
519,BS_42,BS_42_8_AC.pickle,13,post expert,0.559880272,
520,BS_42,BS_42_8_AC.pickle,14,post expert,0.499273239,
521,BS_42,BS_42_9_AC.pickle,9,post expert,0.544340329,
522,BS_42,BS_42_9_AC.pickle,32,post expert,0.620769267,
523,BS_49,BS_49_10_AC.pickle,12,pre late,0.496330814,
524,BS_49,BS_49_12_AC.pickle,6,pre expert,0.600602811,
525,BS_49,BS_49_12_AC.pickle,10,pre expert,0.779021882,0.6006046481092437
526,BS_49,BS_49_12_AC.pickle,13,pre expert,0.680803575,0.4770456932773109
527,BS_49,BS_49_12_AC.pickle,22,pre expert,0.56226054,0.4471934086134453
528,BS_49,BS_49_12_AC.pickle,39,pre expert,0.702642524,0.4961403623949579
529,BS_49,BS_49_12_AC.pickle,49,pre expert,0.572870902,
530,BS_49,BS_49_14_AC.pickle,12,post late,0.546919399,0.5055790853279989
531,BS_49,BS_49_14_AC.pickle,16,post late,0.651823012,0.4945469177530983
532,BS_49,BS_49_16_AC.pickle,7,post expert,0.466148694,
533,BS_49,BS_49_16_AC.pickle,10,post expert,0.567348413,0.4445256557168322
534,BS_49,BS_49_16_AC.pickle,17,post expert,0.445510829,0.6103067863509041
535,BS_49,BS_49_1_AC.pickle,0,pre early,0.548485452,
536,BS_49,BS_49_1_AC.pickle,4,pre early,0.509686437,0.5852771480705303
537,BS_49,BS_49_1_AC.pickle,6,pre early,0.568166427,0.5756363359348652
538,BS_49,BS_49_1_AC.pickle,8,pre early,0.510971537,
539,BS_49,BS_49_1_AC.pickle,10,pre early,0.502070938,0.6189213644794527
540,BS_49,BS_49_1_AC.pickle,11,pre early,0.479154507,0.5578264856433973
541,BS_49,BS_49_1_AC.pickle,15,pre early,0.485892356,0.5231776141783496
542,BS_49,BS_49_1_AC.pickle,23,pre early,0.531207144,0.5440936979091391
543,BS_49,BS_49_1_AC.pickle,24,pre early,0.465762665,0.5797376445295563
544,BS_49,BS_49_1_AC.pickle,29,pre early,0.533333333,0.5157420178799488
545,BS_49,BS_49_1_AC.pickle,33,pre early,0.52235787,
546,BS_49,BS_49_1_AC.pickle,34,pre early,0.558547252,0.5840212428337428
547,BS_49,BS_49_1_AC.pickle,37,pre early,0.505224682,
548,BS_49,BS_49_1_AC.pickle,46,pre early,0.505684549,0.5329156079876668
549,BS_49,BS_49_1_AC.pickle,48,pre early,0.504042799,0.4859582923832923
550,BS_49,BS_49_1_AC.pickle,49,pre early,0.499950505,0.4859155531868767
551,BS_49,BS_49_1_AC.pickle,58,pre early,0.466667487,0.5723692194199547
552,BS_49,BS_49_1_AC.pickle,66,pre early,0.538108448,0.5722397673074142
553,BS_49,BS_49_1_AC.pickle,69,pre early,0.505585288,0.593396336175748
554,BS_49,BS_49_1_AC.pickle,71,pre early,0.483683829,0.518836487088693
555,BS_49,BS_49_1_AC.pickle,73,pre early,0.498442495,0.516221667991521
556,BS_49,BS_49_1_AC.pickle,74,pre early,0.527722761,0.6419829262417497
557,BS_49,BS_49_1_AC.pickle,80,pre early,0.499263183,0.5604153056800116
558,BS_49,BS_49_1_AC.pickle,81,pre early,0.501136703,
559,BS_49,BS_49_1_AC.pickle,82,pre early,0.499704455,0.5745781025678084
560,BS_49,BS_49_1_AC.pickle,83,pre early,0.505966219,
561,BS_49,BS_49_1_AC.pickle,94,pre early,0.531902248,
562,BS_49,BS_49_1_AC.pickle,96,pre early,0.489303536,0.5707042425446835
563,BS_49,BS_49_1_AC.pickle,97,pre early,0.509116141,0.5831790263525559
564,BS_49,BS_49_1_AC.pickle,105,pre early,0.539088677,0.6368231081905867
565,BS_49,BS_49_1_AC.pickle,108,pre early,0.497074457,0.4925776581394229
566,BS_49,BS_49_1_AC.pickle,111,pre early,0.513016438,0.5165782970805031
567,BS_49,BS_49_1_AC.pickle,112,pre early,0.485775526,0.5104835049621813
568,BS_49,BS_49_1_AC.pickle,113,pre early,0.473904205,0.5040361823722118
569,BS_49,BS_49_1_AC.pickle,118,pre early,,0.6148588263960557
570,BS_49,BS_49_1_AC.pickle,124,pre early,0.557958027,0.5392415257319513
571,BS_49,BS_49_1_AC.pickle,129,pre early,0.529613094,0.5625550802139037
572,BS_49,BS_49_1_AC.pickle,132,pre early,0.523309218,0.575571449390567
573,BS_49,BS_49_1_AC.pickle,133,pre early,0.450716424,
574,BS_49,BS_49_1_AC.pickle,135,pre early,0.532189011,0.5859596542716986
575,BS_49,BS_49_1_AC.pickle,143,pre early,0.50028301,0.6485701450113213
576,BS_49,BS_49_1_AC.pickle,146,pre early,0.500849372,0.5357317778339836
577,BS_49,BS_49_1_AC.pickle,150,pre early,0.492291738,0.6944217721732427
578,BS_49,BS_49_1_AC.pickle,152,pre early,0.562981867,0.5148561370862842
579,BS_49,BS_49_1_AC.pickle,155,pre early,0.492044996,
580,BS_49,BS_49_1_AC.pickle,157,pre early,0.45320658,
581,BS_49,BS_49_1_AC.pickle,161,pre early,0.496513659,0.5269638971190443
582,BS_49,BS_49_1_AC.pickle,162,pre early,0.499892718,0.5758516688679705
583,BS_49,BS_49_1_AC.pickle,169,pre early,0.543430259,0.5089255365659778
584,BS_49,BS_49_1_AC.pickle,176,pre early,0.526790909,
585,BS_49,BS_49_1_AC.pickle,178,pre early,0.518633921,0.6082042455557161
586,BS_49,BS_49_1_AC.pickle,188,pre early,0.444072727,
587,BS_49,BS_49_2_AC.pickle,4,pre early,0.529278567,0.4422186131814476
588,BS_49,BS_49_2_AC.pickle,6,pre early,0.611805054,0.5171622763830154
589,BS_49,BS_49_2_AC.pickle,11,pre early,0.595647368,0.5612145204785566
590,BS_49,BS_49_2_AC.pickle,12,pre early,0.653134759,0.5067099153952515
591,BS_49,BS_49_2_AC.pickle,16,pre early,0.545376398,0.5032057059415356
592,BS_49,BS_49_2_AC.pickle,17,pre early,0.473017929,0.5269011633781702
593,BS_49,BS_49_2_AC.pickle,20,pre early,0.535639073,0.4661956750605394
594,BS_49,BS_49_2_AC.pickle,26,pre early,0.484868027,0.4769278478123018
595,BS_49,BS_49_2_AC.pickle,30,pre early,0.552414785,0.5267053588836759
596,BS_49,BS_49_2_AC.pickle,31,pre early,0.578633681,0.5053501925422962
597,BS_49,BS_49_2_AC.pickle,39,pre early,0.527792111,0.4903341543618676
598,BS_49,BS_49_2_AC.pickle,42,pre early,0.530018988,0.4947698103238779
599,BS_49,BS_49_2_AC.pickle,47,pre early,0.634256336,0.5609540352914617
600,BS_49,BS_49_2_AC.pickle,58,pre early,0.511307325,0.5696598009650997
601,BS_49,BS_49_2_AC.pickle,60,pre early,0.55183468,0.5111217033218242
602,BS_49,BS_49_2_AC.pickle,64,pre early,0.500578207,0.5023965657513784
603,BS_49,BS_49_2_AC.pickle,66,pre early,0.522347272,0.5227445503731122
604,BS_49,BS_49_2_AC.pickle,69,pre early,0.473490323,
605,BS_49,BS_49_2_AC.pickle,78,pre early,0.438051703,0.5215939172157634
606,BS_49,BS_49_2_AC.pickle,86,pre early,0.532110907,0.5052778526804875
607,BS_49,BS_49_2_AC.pickle,90,pre early,0.514089614,0.5715131363283223
608,BS_49,BS_49_2_AC.pickle,102,pre early,0.508146656,0.6461490599165696
609,BS_49,BS_49_2_AC.pickle,105,pre early,0.458988893,0.565855507040717
610,BS_49,BS_49_2_AC.pickle,110,pre early,0.45425096,0.5308905636070854
611,BS_49,BS_49_2_AC.pickle,111,pre early,0.451076923,0.4798971861471861
612,BS_49,BS_49_2_AC.pickle,113,pre early,0.436339805,0.4112631765415347
613,BS_49,BS_49_2_AC.pickle,115,pre early,0.504850498,0.5296338276701195
614,BS_49,BS_49_2_AC.pickle,116,pre early,,
615,BS_49,BS_49_2_AC.pickle,122,pre early,0.511684156,0.5305586836240681
616,BS_49,BS_49_2_AC.pickle,127,pre early,0.536137279,0.4879462207192616
617,BS_49,BS_49_2_AC.pickle,128,pre early,0.513419381,0.5758854263206673
618,BS_49,BS_49_4_AC.pickle,0,pre early,0.530897436,
619,BS_49,BS_49_4_AC.pickle,7,pre early,,
620,BS_49,BS_49_4_AC.pickle,9,pre early,0.711201923,0.4189007092198581
621,BS_49,BS_49_4_AC.pickle,11,pre early,0.488125,0.6704964539007092
622,BS_49,BS_49_4_AC.pickle,14,pre early,0.69713141,0.4347872340425532
623,BS_49,BS_49_4_AC.pickle,16,pre early,0.642996795,0.5298936170212767
624,BS_49,BS_49_4_AC.pickle,18,pre early,0.559134615,
625,BS_49,BS_49_4_AC.pickle,19,pre early,,
626,BS_49,BS_49_4_AC.pickle,20,pre early,0.541153846,0.5242198581560283
627,BS_49,BS_49_4_AC.pickle,25,pre early,0.486858974,0.4544680851063829
628,BS_49,BS_49_4_AC.pickle,27,pre early,0.570192308,0.6903900709219859
629,BS_49,BS_49_4_AC.pickle,28,pre early,0.589150641,
630,BS_49,BS_49_4_AC.pickle,29,pre early,0.404903846,0.2943262411347517
631,BS_49,BS_49_4_AC.pickle,35,pre early,0.614967949,0.4229078014184396
632,BS_49,BS_49_4_AC.pickle,36,pre early,0.622099359,
633,BS_49,BS_49_4_AC.pickle,39,pre early,0.544182692,0.5176241134751772
634,BS_49,BS_49_4_AC.pickle,45,pre early,0.620336538,0.415886524822695
635,BS_49,BS_49_4_AC.pickle,46,pre early,0.561426282,0.5257801418439716
636,BS_49,BS_49_4_AC.pickle,53,pre early,0.742003205,0.6041489361702127
637,BS_49,BS_49_4_AC.pickle,54,pre early,0.548301282,
638,BS_49,BS_49_4_AC.pickle,55,pre early,0.564807692,
639,BS_49,BS_49_4_AC.pickle,56,pre early,0.634455128,0.6687943262411348
640,BS_49,BS_49_4_AC.pickle,58,pre early,0.544919872,
641,BS_49,BS_49_4_AC.pickle,66,pre early,0.434198718,
642,BS_49,BS_49_4_AC.pickle,68,pre early,0.767612179,0.646595744680851
643,BS_49,BS_49_4_AC.pickle,71,pre early,0.582291667,
644,BS_49,BS_49_4_AC.pickle,73,pre early,0.66349359,
645,BS_49,BS_49_5_AC.pickle,9,pre early,0.52676778,0.7249553571428572
646,BS_49,BS_49_5_AC.pickle,13,pre early,0.479225059,
647,BS_49,BS_49_5_AC.pickle,14,pre early,,
648,BS_49,BS_49_5_AC.pickle,18,pre early,0.447371388,0.5998278061224489
649,BS_49,BS_49_5_AC.pickle,24,pre early,,
650,BS_49,BS_49_6_AC.pickle,0,pre late,0.395631384,0.2620136170212765
651,BS_49,BS_49_6_AC.pickle,4,pre late,0.55950025,0.6447336170212766
652,BS_49,BS_49_7_AC.pickle,2,pre late,0.759465067,
653,BS_49,BS_49_7_AC.pickle,4,pre late,0.344483758,
654,BS_49,BS_49_9_AC.pickle,6,pre late,0.460774226,
655,BS_49,BS_49_9_AC.pickle,11,pre late,0.558007604,0.5814012719790498
656,BS_49,BS_49_9_AC.pickle,15,pre late,0.469365176,0.4787420234086901
657,BS_49,BS_49_9_AC.pickle,18,pre late,0.562097822,0.5819758834672415
658,BS_49,BS_49_9_AC.pickle,25,pre late,0.502033848,
659,BS_49,BS_49_9_AC.pickle,26,pre late,0.499077051,0.6295133819951338
660,BS_49,BS_49_9_AC.pickle,27,pre late,0.503393055,0.5376496748793046
661,BS_49,BS_49_9_AC.pickle,28,pre late,0.508223175,0.6535957743217002
662,BS_49,BS_49_9_AC.pickle,31,pre late,0.542542832,
663,BS_49,BS_49_9_AC.pickle,32,pre late,0.492045656,
664,BS_49,BS_49_9_AC.pickle,33,pre late,0.487401942,0.5896988556939174
665,BS_49,BS_49_9_AC.pickle,45,pre late,0.521050358,0.486169696969697
666,BS_49,BS_49_9_AC.pickle,49,pre late,0.524417234,
667,BS_49,BS_49_9_AC.pickle,61,pre late,0.540804347,0.6325394331320257
668,BS_49,BS_49_9_AC.pickle,62,pre late,0.501460556,
669,BS_50,BS_50_2_AC.pickle,2,pre early,0.593343074,0.5514434463562753
670,BS_50,BS_50_2_AC.pickle,6,pre early,0.468742545,0.5994805443094917
671,BS_50,BS_50_2_AC.pickle,10,pre early,0.503876589,0.6719656713900135
672,BS_50,BS_50_2_AC.pickle,14,pre early,0.61702723,0.5687429430949169
673,BS_50,BS_50_2_AC.pickle,18,pre early,0.558804055,
674,BS_50,BS_50_2_AC.pickle,19,pre early,,
675,BS_50,BS_50_2_AC.pickle,23,pre early,0.60285988,0.566612769905533
676,BS_50,BS_50_2_AC.pickle,32,pre early,0.44048155,
677,BS_50,BS_50_2_AC.pickle,35,pre early,0.860379905,0.6651985633153397
678,BS_50,BS_50_2_AC.pickle,42,pre early,0.468040858,
679,BS_50,BS_50_2_AC.pickle,43,pre early,0.452027912,0.5627507731668916
680,BS_50,BS_50_2_AC.pickle,47,pre early,0.464363448,0.4424395102339181
681,BS_50,BS_50_2_AC.pickle,65,pre early,,
682,BS_50,BS_50_2_AC.pickle,68,pre early,0.558645262,
683,BS_50,BS_50_2_AC.pickle,74,pre early,0.551916625,0.5417113838281602
684,BS_50,BS_50_2_AC.pickle,79,pre early,0.582810591,
685,BS_50,BS_50_2_AC.pickle,81,pre early,0.522176756,
686,BS_50,BS_50_2_AC.pickle,83,pre early,0.565949749,
687,BS_50,BS_50_2_AC.pickle,88,pre early,0.598695304,
688,BS_50,BS_50_2_AC.pickle,91,pre early,0.54245255,
689,BS_50,BS_50_2_AC.pickle,95,pre early,0.554688016,0.6833159159919029
690,BS_50,BS_50_3_AC.pickle,0,pre early,0.572685933,0.5528200223754015
691,BS_50,BS_50_3_AC.pickle,3,pre early,0.949779006,0.6429351474250244
692,BS_50,BS_50_3_AC.pickle,6,pre early,0.546655334,0.6398624995488831
693,BS_50,BS_50_3_AC.pickle,11,pre early,0.571198797,0.5661481829008624
694,BS_50,BS_50_3_AC.pickle,16,pre early,0.581616267,0.6733696632862969
695,BS_50,BS_50_3_AC.pickle,21,pre early,0.64904354,
696,BS_50,BS_50_3_AC.pickle,28,pre early,0.536291477,0.5474852935869212
697,BS_50,BS_50_3_AC.pickle,32,pre early,0.534871946,
698,BS_50,BS_50_3_AC.pickle,34,pre early,0.587434372,0.5987877584900214
699,BS_50,BS_50_3_AC.pickle,41,pre early,0.803742522,0.7097499007542676
700,BS_50,BS_50_3_AC.pickle,45,pre early,0.566415514,0.5398410194174756
701,BS_50,BS_50_3_AC.pickle,50,pre early,0.455243339,
702,BS_50,BS_50_7_AC.pickle,3,pre late,0.495826303,0.4978957016564246
703,BS_50,BS_50_7_AC.pickle,5,pre late,0.52660998,0.5692505116031595
704,BS_50,BS_50_7_AC.pickle,10,pre late,0.49375922,
705,BS_50,BS_50_7_AC.pickle,12,pre late,0.496180385,0.6137569311021591
706,BS_50,BS_50_7_AC.pickle,20,pre late,0.528053559,
707,BS_50,BS_50_7_AC.pickle,23,pre late,0.513277247,0.5307428675698167
708,BS_51,BS_51_2_AC.pickle,0,post expert,0.51802017,
709,BS_51,BS_51_2_AC.pickle,3,post expert,0.540256557,0.4529654577486179
710,BS_51,BS_51_2_AC.pickle,7,post expert,0.477214576,0.4769908571775713
711,BS_51,BS_51_2_AC.pickle,12,post expert,0.520053955,0.4959244517344026
712,BS_56,BS_56_1_AC.pickle,0,post expert,0.505006246,
713,BS_56,BS_56_1_AC.pickle,3,post expert,0.676945025,
714,BS_56,BS_56_1_AC.pickle,10,post expert,0.554080432,
715,BS_56,BS_56_1_AC.pickle,11,post expert,,
716,BS_56,BS_56_1_AC.pickle,14,post expert,0.560629991,
717,BS_56,BS_56_1_AC.pickle,15,post expert,0.522442472,
718,BS_56,BS_56_1_AC.pickle,16,post expert,0.504287412,0.4961179724385441
719,BS_56,BS_56_1_AC.pickle,17,post expert,,
720,BS_56,BS_56_1_AC.pickle,26,post expert,0.521215969,
721,BS_56,BS_56_2_AC.pickle,9,post expert,0.594866245,
722,BS_56,BS_56_3_AC.pickle,2,post expert,0.527753596,
723,BS_56,BS_56_3_AC.pickle,7,post expert,0.601288305,
724,BS_56,BS_56_3_AC.pickle,10,post expert,0.587398374,
725,BS_56,BS_56_3_AC.pickle,13,post expert,0.571961226,0.5103389049474255
726,BS_56,BS_56_3_AC.pickle,20,post expert,0.598222639,0.5223907670395038
727,BS_56,BS_56_3_AC.pickle,30,post expert,0.539222014,
728,BS_56,BS_56_3_AC.pickle,31,post expert,0.53003127,
729,BS_56,BS_56_3_AC.pickle,35,post expert,0.62542339,0.6123019563487074
730,BS_56,BS_56_4_AC.pickle,5,post expert,0.494651733,0.6238800464320627
