,n_rep,categories,session,clust,accuracy,accuracy_std,accuracy_sem,weighted_accuracy,weighted_accuracy_std,weighted_accuracy_sem,shuffled_control_accuracy,shuffled_control_accuracy_std,shuffled_control_accuracy_sem,synthetic_control_accuracy,synthetic_control_accuracy_std,synthetic_control_accuracy_sem,pval_shuffled_control,pval_synthetic_control,fraction_empty_trials
1159,500,stimulus_off,BS_174_5_opto_AC.pickle,378,0.5795170454545455,0.0780917921847667,0.00349586873461761,0.5801382444033446,0.07799795895167526,0.003491668182208001,0.4985151515151515,0.08418411143302872,0.0037685984003796263,0.49012878787878783,0.08797953048672646,0.003938504691852626,1.2399658465571536e-44,1.837407810408865e-50,0.859780303030303
1160,500,stimulus_off,BS_174_5_opto_AC.pickle,402,0.5023903133903134,0.08847892801081145,0.003960860795378378,0.5016684067298565,0.08865951302048199,0.003968944890666577,0.4987920227920228,0.09587020416322438,0.004291739758291788,0.5032022792022792,0.09954905279421165,0.004456427640957233,0.5617670212614291,0.9686679061278537,0.8495698005698007
1161,500,stimulus_off,BS_174_5_opto_AC.pickle,403,0.5408528225806452,0.08028835712947556,0.003594200486251589,0.5364328362231342,0.08042168223607694,0.003600168937719633,0.49942540322580653,0.08605898848119589,0.0038525294239938894,0.5030342741935484,0.08736037328037538,0.003910787408653712,1.6532800661056318e-13,6.1915677470542575e-12,0.7868165322580645
1162,500,stimulus_off,BS_174_5_opto_AC.pickle,423,0.5808280487804878,0.06753539908364553,0.003023299677613162,0.5766182640326103,0.06759622228483926,0.0030260224980459345,0.4978365853658536,0.07925773779634947,0.003548063628546449,0.49366463414634154,0.07806985686271713,0.0034948867747420388,4.283764854933478e-56,4.811611178543811e-61,0.9104768292682927
1163,500,stimulus_off,BS_174_5_opto_AC.pickle,426,0.6644318488529014,0.06885691217870245,0.0030824587285473064,0.660885561040096,0.06937106623789738,0.0031054754253092855,0.4977503373819163,0.08317098174917091,0.00372324448690391,0.498085020242915,0.07863815865592635,0.003520327456984376,4.2245869926540386e-128,2.6443277603577614e-130,0.8912307692307693
1164,500,stimulus_off,BS_174_5_opto_AC.pickle,435,0.6838536585365853,0.068555921237369,0.0030689845234897362,0.681047156561689,0.06887342078273284,0.0030831977551603147,0.4937073170731708,0.07139068970837499,0.0031958861887021617,0.49380487804878054,0.07771837074781882,0.0034791520952661484,8.308966354460754e-148,3.574877883680294e-144,0.9609756097560976
1165,500,stimulus_off,BS_174_5_opto_AC.pickle,437,,,,,,,,,,,,,,,
1166,500,stimulus_off,BS_174_5_opto_AC.pickle,438,0.9407317073170732,0.03377058056708813,0.0015117788112103006,0.9406110595348615,0.03381301248526849,0.0015136783247438814,0.5006341463414634,0.07816045364492055,0.003498942443711866,0.4981463414634147,0.0774067495639029,0.0034652020151947536,3.5236967882353817e-166,3.4868751607486565e-166,0.9926829268292684
1167,500,stimulus_off,BS_174_5_opto_AC.pickle,439,0.5213105413105413,0.09908500966804244,0.004435654217644692,0.5184824352801598,0.09937451655092518,0.004448614325640828,0.49315099715099725,0.09522929076529214,0.004263048534198382,0.5020854700854701,0.09746576473641946,0.004363166859219679,1.1767688502124304e-05,0.003920828433507158,0.9440427350427351
1168,500,stimulus_off,BS_174_5_opto_AC.pickle,443,,,,,,,,,,,,,,,
1169,500,stimulus_off,BS_174_5_opto_AC.pickle,444,0.5715320512820513,0.06821232701309748,0.0030536031335584614,0.5638671357425615,0.06864881234762309,0.003073142900688877,0.4946474358974359,0.07488138631706338,0.0033521512300713863,0.5039910256410256,0.08151332795794654,0.0036490377117814918,2.3874142495024636e-52,3.7463054549766083e-38,0.8409371794871795
1170,500,stimulus_off,BS_174_5_opto_AC.pickle,446,0.45861538461538465,0.08594088396711552,0.0038472423398248656,0.45960028947973547,0.08612543347881003,0.003855503910597826,0.5028262108262108,0.09449086087005654,0.00422999187214415,0.5011310541310541,0.0952274201488296,0.004262964793904775,1.3957674951677275e-13,4.5189179378096175e-13,0.8603589743589743
